display_row,giver_slice,recipient_raw,ld203_filer_org,filer_type,contributor_name,date,amount,contribution_type,n_amendment_versions,filing_uuid,lda_public_url
DCCC,crypto_native,DCCC,"COINBASE, INC.",organization,"COINBASE, INC. INNOVATION PAC",2024-03-28,5000,feca,1,b48816a9-b95f-41d1-bb57-4dafc949927c,https://lda.senate.gov/filings/public/contribution/b48816a9-b95f-41d1-bb57-4dafc949927c/print/
DCCC,crypto_native,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,"COINBASE, INC.",organization,"COINBASE, INC. INNOVATION PAC (COINBASE INNOVATION PAC)",2025-12-17,2500,feca,1,a9c734ce-13d1-4fc1-9076-eba92dc392ac,https://lda.senate.gov/filings/public/contribution/a9c734ce-13d1-4fc1-9076-eba92dc392ac/print/
DCCC,crypto_native,DCCC,STELLAR DEVELOPMENT FOUNDATION,lobbyist,SELF,2023-05-04,1000,feca,1,29d7cbec-6f9d-4c78-b8d1-116db64602ce,https://lda.senate.gov/filings/public/contribution/29d7cbec-6f9d-4c78-b8d1-116db64602ce/print/
DCCC,crypto_native,DCCC,"COINBASE, INC.",lobbyist,SELF,2025-01-15,1000,feca,1,9955b807-94c6-484d-acc5-84430cafc084,https://lda.senate.gov/filings/public/contribution/9955b807-94c6-484d-acc5-84430cafc084/print/
DCCC,crypto_native,DCCC,"COINBASE, INC.",lobbyist,SELF,2025-03-06,1000,feca,1,9955b807-94c6-484d-acc5-84430cafc084,https://lda.senate.gov/filings/public/contribution/9955b807-94c6-484d-acc5-84430cafc084/print/
DCCC,crypto_native,DCCC,STELLAR DEVELOPMENT FOUNDATION,lobbyist,SELF,2023-11-28,500,feca,1,274dc09a-af47-4be7-b0dc-9570b568139c,https://lda.senate.gov/filings/public/contribution/274dc09a-af47-4be7-b0dc-9570b568139c/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,organization,CULAC,2022-01-27,30000,feca,1,c809596c-366a-485b-8c71-0cebd0b1aa76,https://lda.senate.gov/filings/public/contribution/c809596c-366a-485b-8c71-0cebd0b1aa76/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,organization,CULAC,2023-01-25,30000,feca,1,d7cd0f30-3895-4715-ada4-de3136c076bc,https://lda.senate.gov/filings/public/contribution/d7cd0f30-3895-4715-ada4-de3136c076bc/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,organization,CULAC,2023-03-31,30000,feca,1,d7cd0f30-3895-4715-ada4-de3136c076bc,https://lda.senate.gov/filings/public/contribution/d7cd0f30-3895-4715-ada4-de3136c076bc/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,organization,AMERICA'S CREDIT UNIONS PAC,2024-01-29,30000,feca,1,7a60ec9c-8fe0-4680-b684-43480ea1546f,https://lda.senate.gov/filings/public/contribution/7a60ec9c-8fe0-4680-b684-43480ea1546f/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,organization,AMERICA'S CREDIT UNIONS PAC,2025-01-17,30000,feca,1,6acc01c1-ff04-4b65-bbbb-84b5ea0d57c4,https://lda.senate.gov/filings/public/contribution/6acc01c1-ff04-4b65-bbbb-84b5ea0d57c4/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AMERICAN BANKERS ASSOCIATION,organization,AMERICAN BANKERS ASSOCIATION PAC BANKPAC,2025-01-30,30000,feca,1,3b59d0c1-3f93-4da9-be3b-f16be44da9dd,https://lda.senate.gov/filings/public/contribution/3b59d0c1-3f93-4da9-be3b-f16be44da9dd/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,"STRIPE, INC.",lobbyist,SELF,2023-05-31,25000,feca,1,e5205e40-d752-4187-85b7-f55daa3f9582,https://lda.senate.gov/filings/public/contribution/e5205e40-d752-4187-85b7-f55daa3f9582/print/
DCCC,diversified_core,DCCC,NATIONAL FOOTBALL LEAGUE,organization,GRIDIRONPAC,2022-01-12,15000,feca,1,f9041d05-0569-4cce-9a60-796cff5e8bbd,https://lda.senate.gov/filings/public/contribution/f9041d05-0569-4cce-9a60-796cff5e8bbd/print/
DCCC,diversified_core,DCCC,INDEPENDENT COMMUNITY BANKERS OF AMERICA,organization,ICBPAC,2022-01-19,15000,feca,1,fdb2d2e9-e26b-4e5d-bed2-7d03d5dfbbde,https://lda.senate.gov/filings/public/contribution/fdb2d2e9-e26b-4e5d-bed2-7d03d5dfbbde/print/
DCCC,diversified_core,DCCC,MELLON FINANCIAL SERVICES CORPORATION #1,organization,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,2022-01-20,15000,feca,1,ce19b0b1-66f3-4ebc-b71c-c494996b1bc8,https://lda.senate.gov/filings/public/contribution/ce19b0b1-66f3-4ebc-b71c-c494996b1bc8/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,organization,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,2022-01-25,15000,feca,1,43eab46a-5a4e-43c7-bdc8-336f6048b58d,https://lda.senate.gov/filings/public/contribution/43eab46a-5a4e-43c7-bdc8-336f6048b58d/print/
DCCC,diversified_core,DCCC,AMERICAN ASSOCIATION FOR JUSTICE,organization,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE,2022-02-13,15000,feca,1,7f3fa31c-7ff5-4f9a-b534-5de9744039b5,https://lda.senate.gov/filings/public/contribution/7f3fa31c-7ff5-4f9a-b534-5de9744039b5/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,INVESTMENT COMPANY INSTITUTE,organization,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),2022-02-15,15000,feca,1,fd7482aa-d39e-42f6-836a-1c9f4628d8d1,https://lda.senate.gov/filings/public/contribution/fd7482aa-d39e-42f6-836a-1c9f4628d8d1/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AMERICAN BANKERS ASSOCIATION,organization,AMERICAN BANKERS ASSOCIATION PAC BANKPAC,2022-02-16,15000,feca,1,fa928533-3f60-4134-9538-94fbdd3699a9,https://lda.senate.gov/filings/public/contribution/fa928533-3f60-4134-9538-94fbdd3699a9/print/
DCCC,diversified_core,DCCC,AMAZON.COM SERVICES LLC,organization,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2022-02-25,15000,feca,1,e2064ae7-a2e2-4e2c-9c2b-bb565664ff32,https://lda.senate.gov/filings/public/contribution/e2064ae7-a2e2-4e2c-9c2b-bb565664ff32/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,"CME GROUP, INC.",organization,CME GROUP INC. PAC,2022-03-07,15000,feca,1,2c20b5a9-705f-4e81-8447-34102479bf45,https://lda.senate.gov/filings/public/contribution/2c20b5a9-705f-4e81-8447-34102479bf45/print/
DCCC,diversified_core,DCCC,VISA INC.,organization,VISA INC. POLITICAL ACTION COMMITTEE,2022-03-24,15000,feca,1,e29b2d49-e783-4d7e-a40c-45ec8ad22109,https://lda.senate.gov/filings/public/contribution/e29b2d49-e783-4d7e-a40c-45ec8ad22109/print/
DCCC,diversified_core,DCCC,WELLS FARGO & COMPANY,organization,WELLS FARGO AND COMPANY EMPLOYEE PAC (AKA WELLS FARGO EMPLOYEE PAC),2022-03-29,15000,feca,1,49b37947-224b-4091-9e0e-9af4e8f1331f,https://lda.senate.gov/filings/public/contribution/49b37947-224b-4091-9e0e-9af4e8f1331f/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,NATIONAL VENTURE CAPITAL ASSOCIATION,organization,NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC,2022-03-31,15000,feca,1,21a74d89-db8c-418d-a264-01effed3d70b,https://lda.senate.gov/filings/public/contribution/21a74d89-db8c-418d-a264-01effed3d70b/print/
DCCC,diversified_core,DCCC,INDEPENDENT COMMUNITY BANKERS OF AMERICA,organization,ICBPAC,2023-01-12,15000,feca,1,93121b7f-0acc-437e-9fd7-5976338737e0,https://lda.senate.gov/filings/public/contribution/93121b7f-0acc-437e-9fd7-5976338737e0/print/
DCCC,diversified_core,DCCC,VISA INC.,organization,VISA INC. POLITICAL ACTION COMMITTEE,2023-01-23,15000,feca,1,9f669894-bdb2-45af-838a-e09a479ef75f,https://lda.senate.gov/filings/public/contribution/9f669894-bdb2-45af-838a-e09a479ef75f/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,organization,MASSACHUSETTS MUTUAL LIFE INSURANCE CO PAC,2023-01-30,15000,feca,1,c11d79d4-8701-481d-8763-550a3b688129,https://lda.senate.gov/filings/public/contribution/c11d79d4-8701-481d-8763-550a3b688129/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,organization,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,2023-02-07,15000,feca,1,5fb751f0-fcd8-48f0-a458-88f6d008940a,https://lda.senate.gov/filings/public/contribution/5fb751f0-fcd8-48f0-a458-88f6d008940a/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AMERICAN BANKERS ASSOCIATION,organization,AMERICAN BANKERS ASSOCIATION PAC BANKPAC,2023-02-07,15000,feca,1,fe31b64c-1451-4a83-8d0a-d16830e8aab1,https://lda.senate.gov/filings/public/contribution/fe31b64c-1451-4a83-8d0a-d16830e8aab1/print/
DCCC,diversified_core,DCCC,AMAZON.COM SERVICES LLC,organization,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2023-02-20,15000,feca,1,774c155b-e8b3-475c-8dec-d24b479d8474,https://lda.senate.gov/filings/public/contribution/774c155b-e8b3-475c-8dec-d24b479d8474/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AMERICAN ASSOCIATION FOR JUSTICE,organization,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE,2023-03-13,15000,feca,1,ea838c05-99a8-4f12-a8ce-98c535fafa15,https://lda.senate.gov/filings/public/contribution/ea838c05-99a8-4f12-a8ce-98c535fafa15/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,NATIONAL VENTURE CAPITAL ASSOCIATION,organization,NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC,2023-03-16,15000,feca,1,9ecc6f27-9fca-44ce-9ec6-134cb579b0c3,https://lda.senate.gov/filings/public/contribution/9ecc6f27-9fca-44ce-9ec6-134cb579b0c3/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,INVESTMENT COMPANY INSTITUTE,organization,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),2023-03-17,15000,feca,1,fd85530c-c60d-42f2-b298-1042eaac5cbd,https://lda.senate.gov/filings/public/contribution/fd85530c-c60d-42f2-b298-1042eaac5cbd/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,INVESTMENT COMPANY INSTITUTE,organization,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),2023-03-18,15000,feca,1,fd85530c-c60d-42f2-b298-1042eaac5cbd,https://lda.senate.gov/filings/public/contribution/fd85530c-c60d-42f2-b298-1042eaac5cbd/print/
DCCC,diversified_core,DCCC,"CME GROUP, INC.",organization,CME GROUP INC. PAC,2023-03-22,15000,feca,1,75318b6d-5076-4ddc-96e4-4d8f4d8635ae,https://lda.senate.gov/filings/public/contribution/75318b6d-5076-4ddc-96e4-4d8f4d8635ae/print/
DCCC,diversified_core,DCCC,FMR LLC,organization,FMR LLC POLITICAL ACTION COMMITTEE - FEDERAL (FIDELITY PAC),2023-03-23,15000,feca,1,65e0ebf7-87ad-4b8c-895c-5eba5fe5e056,https://lda.senate.gov/filings/public/contribution/65e0ebf7-87ad-4b8c-895c-5eba5fe5e056/print/
DCCC,diversified_core,DCCC,WELLS FARGO & COMPANY,organization,WELLS FARGO AND COMPANY EMPLOYEE PAC (AKA WELLS FARGO EMPLOYEE PAC),2023-03-23,15000,feca,1,8f681790-b4ac-4ca0-8b07-e39aacdc96da,https://lda.senate.gov/filings/public/contribution/8f681790-b4ac-4ca0-8b07-e39aacdc96da/print/
DCCC,diversified_core,DCCC,MELLON FINANCIAL SERVICES CORPORATION #1,organization,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,2023-03-27,15000,feca,1,919cd67a-9d7e-4e9f-9886-bf93e15849a4,https://lda.senate.gov/filings/public/contribution/919cd67a-9d7e-4e9f-9886-bf93e15849a4/print/
DCCC,diversified_core,DCCC,NATIONAL FOOTBALL LEAGUE,organization,GRIDIRONPAC,2023-03-29,15000,feca,1,60f2086d-6a42-480e-95a6-261a2c55501c,https://lda.senate.gov/filings/public/contribution/60f2086d-6a42-480e-95a6-261a2c55501c/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,organization,CULAC,2023-03-31,15000,feca,1,d7cd0f30-3895-4715-ada4-de3136c076bc,https://lda.senate.gov/filings/public/contribution/d7cd0f30-3895-4715-ada4-de3136c076bc/print/
DCCC,diversified_core,DCCC,AMERICAN ASSOCIATION FOR JUSTICE,organization,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE,2023-07-21,15000,feca,1,ac9a1951-cfdf-459d-b001-d527348317d9,https://lda.senate.gov/filings/public/contribution/ac9a1951-cfdf-459d-b001-d527348317d9/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,organization,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,2024-01-09,15000,feca,1,e026eccb-c63c-459b-9bf0-51e2a00dcfac,https://lda.senate.gov/filings/public/contribution/e026eccb-c63c-459b-9bf0-51e2a00dcfac/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,organization,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,2024-01-10,15000,feca,1,e026eccb-c63c-459b-9bf0-51e2a00dcfac,https://lda.senate.gov/filings/public/contribution/e026eccb-c63c-459b-9bf0-51e2a00dcfac/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,NATIONAL VENTURE CAPITAL ASSOCIATION,organization,NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC,2024-01-12,15000,feca,1,f0ee9758-47cb-4012-b092-ed5eabf404a2,https://lda.senate.gov/filings/public/contribution/f0ee9758-47cb-4012-b092-ed5eabf404a2/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,INVESTMENT COMPANY INSTITUTE,organization,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),2024-01-22,15000,feca,1,35d1d065-5746-4eb0-aa17-5c7864918099,https://lda.senate.gov/filings/public/contribution/35d1d065-5746-4eb0-aa17-5c7864918099/print/
DCCC,diversified_core,DCCC,NATIONAL FOOTBALL LEAGUE,organization,GRIDIRONPAC,2024-01-25,15000,feca,1,8810213f-2c08-41a3-88a5-e6f7c1765695,https://lda.senate.gov/filings/public/contribution/8810213f-2c08-41a3-88a5-e6f7c1765695/print/
DCCC,diversified_core,DCCC,JPMORGAN CHASE HOLDINGS LLC,organization,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,2024-01-26,15000,feca,1,99cac757-fa18-493c-b6cb-c83084036289,https://lda.senate.gov/filings/public/contribution/99cac757-fa18-493c-b6cb-c83084036289/print/
DCCC,diversified_core,DCCC,WELLS FARGO & COMPANY,organization,WELLS FARGO AND COMPANY EMPLOYEE PAC (AKA WELLS FARGO EMPLOYEE PAC),2024-01-29,15000,feca,1,04d298ed-93d0-4725-88d6-1085c3ab5c34,https://lda.senate.gov/filings/public/contribution/04d298ed-93d0-4725-88d6-1085c3ab5c34/print/
DCCC,diversified_core,DCCC,FMR LLC,organization,FMR LLC POLITICAL ACTION COMMITTEE - FEDERAL (FIDELITY PAC),2024-01-31,15000,feca,2,0e7ba2d2-cce6-47ef-8214-c9055a30c5d8,https://lda.senate.gov/filings/public/contribution/0e7ba2d2-cce6-47ef-8214-c9055a30c5d8/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AMERICAN BANKERS ASSOCIATION,organization,AMERICAN BANKERS ASSOCIATION PAC BANKPAC,2024-02-01,15000,feca,1,082d5e8f-dd55-450a-bf22-7f3e2e5d9a51,https://lda.senate.gov/filings/public/contribution/082d5e8f-dd55-450a-bf22-7f3e2e5d9a51/print/
DCCC,diversified_core,DCCC,INDEPENDENT COMMUNITY BANKERS OF AMERICA,organization,ICBA PAC,2024-02-01,15000,feca,1,efe728c9-e28b-4986-b115-f268ac6a8989,https://lda.senate.gov/filings/public/contribution/efe728c9-e28b-4986-b115-f268ac6a8989/print/
DCCC,diversified_core,DCCC,AMAZON.COM SERVICES LLC,organization,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2024-02-29,15000,feca,1,59b18ae4-0b3d-4bc5-9e05-94eea720d928,https://lda.senate.gov/filings/public/contribution/59b18ae4-0b3d-4bc5-9e05-94eea720d928/print/
DCCC,diversified_core,DCCC,MELLON FINANCIAL SERVICES CORPORATION #1,organization,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,2024-03-07,15000,feca,1,558a168e-a95b-44cd-b4b6-983079509522,https://lda.senate.gov/filings/public/contribution/558a168e-a95b-44cd-b4b6-983079509522/print/
DCCC,diversified_core,DCCC,AMERICAN ASSOCIATION FOR JUSTICE,organization,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE,2024-03-08,15000,feca,1,61485b17-f8d5-40c2-8944-afa76847eb44,https://lda.senate.gov/filings/public/contribution/61485b17-f8d5-40c2-8944-afa76847eb44/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,"CME GROUP, INC.",organization,CME GROUP INC. PAC,2024-03-26,15000,feca,1,b8c48591-7e11-4e43-94c6-db98aedd0a7a,https://lda.senate.gov/filings/public/contribution/b8c48591-7e11-4e43-94c6-db98aedd0a7a/print/
DCCC,diversified_core,DCCC,AMERICAN ASSOCIATION FOR JUSTICE,organization,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE,2024-05-01,15000,feca,1,61485b17-f8d5-40c2-8944-afa76847eb44,https://lda.senate.gov/filings/public/contribution/61485b17-f8d5-40c2-8944-afa76847eb44/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AMERICAN ASSOCIATION FOR JUSTICE,organization,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE,2025-01-08,15000,feca,1,7f1125d2-3cbc-460e-922f-64305fe10355,https://lda.senate.gov/filings/public/contribution/7f1125d2-3cbc-460e-922f-64305fe10355/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,INVESTMENT COMPANY INSTITUTE,organization,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),2025-01-22,15000,feca,1,538ee60c-839f-43ac-9498-9ff0a3c16999,https://lda.senate.gov/filings/public/contribution/538ee60c-839f-43ac-9498-9ff0a3c16999/print/
DCCC,diversified_core,DCCC,JPMORGAN CHASE HOLDINGS LLC,organization,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,2025-01-29,15000,feca,1,01718df3-5167-429b-8f76-bcce0d69a595,https://lda.senate.gov/filings/public/contribution/01718df3-5167-429b-8f76-bcce0d69a595/print/
DCCC,diversified_core,DCCC,WESTERN ALLIANCE BANCORPORATION,organization,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),2025-01-29,15000,feca,1,0865b2ed-3343-49ae-8480-56c8fe29a60e,https://lda.senate.gov/filings/public/contribution/0865b2ed-3343-49ae-8480-56c8fe29a60e/print/
DCCC,diversified_core,DCCC,INDEPENDENT COMMUNITY BANKERS OF AMERICA,organization,ICBA PAC,2025-01-30,15000,feca,1,96d0a04d-21da-4e8e-b594-5329d151cd9b,https://lda.senate.gov/filings/public/contribution/96d0a04d-21da-4e8e-b594-5329d151cd9b/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,organization,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,2025-02-10,15000,feca,1,26153366-5301-450d-8050-a609ff3c9998,https://lda.senate.gov/filings/public/contribution/26153366-5301-450d-8050-a609ff3c9998/print/
DCCC,diversified_core,DCCC,AMAZON.COM SERVICES LLC,organization,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2025-02-18,15000,feca,1,4aeb0fb5-80e0-445f-b9c6-77da72d2840a,https://lda.senate.gov/filings/public/contribution/4aeb0fb5-80e0-445f-b9c6-77da72d2840a/print/
DCCC,diversified_core,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,MORGAN STANLEY & CO. LLC,organization,MORGAN STANLEY POLITICAL ACTION COMMITTEE,2025-02-27,15000,feca,1,e1398516-da2d-49ed-b393-34f49cac8930,https://lda.senate.gov/filings/public/contribution/e1398516-da2d-49ed-b393-34f49cac8930/print/
DCCC,diversified_core,DCCC,NATIONAL VENTURE CAPITAL ASSOCIATION,organization,NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC,2025-03-14,15000,feca,1,ad9b0550-10bd-4b65-9719-3ceeb3a298cf,https://lda.senate.gov/filings/public/contribution/ad9b0550-10bd-4b65-9719-3ceeb3a298cf/print/
DCCC,diversified_core,DCCC,PWC US GROUP LLP,lobbyist,PRICEWATERHOUSECOOPERS PAC,2025-03-14,15000,feca,1,a18ffd7a-c53a-4140-ba62-47bb70f414fa,https://lda.senate.gov/filings/public/contribution/a18ffd7a-c53a-4140-ba62-47bb70f414fa/print/
DCCC,diversified_core,DCCC,"CME GROUP, INC.",organization,CME GROUP INC. PAC,2025-03-25,15000,feca,1,bf0b1168-83ce-40e7-8bfc-68936c45eb41,https://lda.senate.gov/filings/public/contribution/bf0b1168-83ce-40e7-8bfc-68936c45eb41/print/
DCCC,diversified_core,DCCC,MELLON FINANCIAL SERVICES CORPORATION #1,organization,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,2025-03-26,15000,feca,1,5f81279a-a577-4bbf-a3f3-b842ebac3957,https://lda.senate.gov/filings/public/contribution/5f81279a-a577-4bbf-a3f3-b842ebac3957/print/
DCCC,diversified_core,DCCC,FMR LLC,organization,FMR LLC POLITICAL ACTION COMMITTEE - FEDERAL (FIDELITY PAC),2025-03-28,15000,feca,2,0971786e-0b88-4538-aea6-46e57ada1472,https://lda.senate.gov/filings/public/contribution/0971786e-0b88-4538-aea6-46e57ada1472/print/
DCCC,diversified_core,DCCC,NATIONAL FOOTBALL LEAGUE,organization,GRIDIRONPAC,2024-09-23,10000,feca,1,ebdadd01-46ee-4c4e-befd-89d513d599ef,https://lda.senate.gov/filings/public/contribution/ebdadd01-46ee-4c4e-befd-89d513d599ef/print/
DCCC,diversified_core,DCCC,MASTERCARD WORLDWIDE,organization,SELF,2022-03-31,5000,feca,1,f75c88ca-2444-439d-bb57-611940429c28,https://lda.senate.gov/filings/public/contribution/f75c88ca-2444-439d-bb57-611940429c28/print/
DCCC,diversified_core,DCCC,MASTERCARD WORLDWIDE,organization,SELF,2022-06-28,5000,feca,1,f75c88ca-2444-439d-bb57-611940429c28,https://lda.senate.gov/filings/public/contribution/f75c88ca-2444-439d-bb57-611940429c28/print/
DCCC,diversified_core,DCCC,"NASDAQ, INC.",organization,"NASDAQ, INC.",2022-09-28,5000,feca,1,f0512a52-30c0-41fb-9636-e8fde02a58b8,https://lda.senate.gov/filings/public/contribution/f0512a52-30c0-41fb-9636-e8fde02a58b8/print/
DCCC,diversified_core,DCCC,WESTERN ALLIANCE BANCORPORATION,organization,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE,2023-03-16,5000,feca,2,4f58c43f-bc49-4aea-a608-9eca07339bf5,https://lda.senate.gov/filings/public/contribution/4f58c43f-bc49-4aea-a608-9eca07339bf5/print/
DCCC,diversified_core,DCCC,WESTERN ALLIANCE BANCORPORATION,organization,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),2024-01-05,5000,feca,1,1e7dcb71-9598-496e-a42d-c4b504a27cb6,https://lda.senate.gov/filings/public/contribution/1e7dcb71-9598-496e-a42d-c4b504a27cb6/print/
DCCC,diversified_core,DCCC,HUNTINGTON BANCSHARES INCORPORATED,organization,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE (HBI-PAC),2025-10-08,5000,feca,1,f3b8ba12-5688-43df-9a21-f82df2b561fe,https://lda.senate.gov/filings/public/contribution/f3b8ba12-5688-43df-9a21-f82df2b561fe/print/
DCCC,diversified_core,DCCC,HUNTINGTON BANCSHARES INCORPORATED,organization,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE (HBI-PAC),2025-12-11,5000,feca,1,f3b8ba12-5688-43df-9a21-f82df2b561fe,https://lda.senate.gov/filings/public/contribution/f3b8ba12-5688-43df-9a21-f82df2b561fe/print/
DCCC,diversified_core,DCCC,HUNTINGTON BANCSHARES INCORPORATED,organization,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE (HBI-PAC),2025-01-16,2500,feca,1,096740bd-7329-4430-9d3b-ca62d7ac552c,https://lda.senate.gov/filings/public/contribution/096740bd-7329-4430-9d3b-ca62d7ac552c/print/
