quarter,kind,registrant,client,income_trail4_or_firstq,filing_uuid,lda_public_url
2024-Q3,term,KASOWITZ LLP (FKA KASOWITZ BENSON TORRES LLP),"Rafael USA, Inc.",690000,6c9ee3dd-91ce-47eb-91b1-40fe250e69ff,https://lda.senate.gov/filings/public/filing/6c9ee3dd-91ce-47eb-91b1-40fe250e69ff/print/
2024-Q3,term,"THIRDCIRCLE, INC.",Yandex N.V.,500000,aee0fb50-2ce8-4f17-93e1-02fa6f184279,https://lda.senate.gov/filings/public/filing/aee0fb50-2ce8-4f17-93e1-02fa6f184279/print/
2024-Q3,term,KASOWITZ LLP (FKA KASOWITZ BENSON TORRES LLP),IAI North America,429000,ef9e10aa-cd3a-4127-8762-51d129335b05,https://lda.senate.gov/filings/public/filing/ef9e10aa-cd3a-4127-8762-51d129335b05/print/
2024-Q3,term,"MERCURY PUBLIC AFFAIRS, LLC",ENDEAVOR ENERGY HOLDINGS LLC,390000,3bb98ff7-c0c7-41fa-8fc4-92f22bc5698d,https://lda.senate.gov/filings/public/filing/3bb98ff7-c0c7-41fa-8fc4-92f22bc5698d/print/
2024-Q3,term,BOUNDARY STONE PARTNERS,"REC AMERICAS, LLC",390000,de79a394-a06c-4fe9-a03e-6d1385a09a80,https://lda.senate.gov/filings/public/filing/de79a394-a06c-4fe9-a03e-6d1385a09a80/print/
2024-Q3,term,"LANNY J. DAVIS & ASSOCIATES, LLC",Solway Investment Group GmbH,330000,89225646-4b73-44d9-8f61-a0472f8ed8a2,https://lda.senate.gov/filings/public/filing/89225646-4b73-44d9-8f61-a0472f8ed8a2/print/
2024-Q3,term,VANTAGEKNIGHT LLC,HIGINI CIERCO,320000,038d1e51-6a05-47ce-b040-34e947ddf1a5,https://lda.senate.gov/filings/public/filing/038d1e51-6a05-47ce-b040-34e947ddf1a5/print/
2024-Q3,term,"AVOQ, LLC",The Boeing Company,320000,5dec1467-73e6-475c-a61e-7a02340a29d3,https://lda.senate.gov/filings/public/filing/5dec1467-73e6-475c-a61e-7a02340a29d3/print/
2024-Q3,term,ICE MILLER LLP,CITY OF COLUMBUS,300000,bd5d2857-f296-4b16-9d42-54da4a42e465,https://lda.senate.gov/filings/public/filing/bd5d2857-f296-4b16-9d42-54da4a42e465/print/
2024-Q3,term,FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),MEYER BURGER (AMERICAS) LTD.,300000,e6b09f1b-57f2-4ef5-b166-848f850c97ab,https://lda.senate.gov/filings/public/filing/e6b09f1b-57f2-4ef5-b166-848f850c97ab/print/
2024-Q3,term,HOLLAND & KNIGHT LLP,"Nomi Health, Inc.",300000,5e4c1138-9209-4666-938c-564cb74d12c8,https://lda.senate.gov/filings/public/filing/5e4c1138-9209-4666-938c-564cb74d12c8/print/
2024-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Intrepid Potash Inc.,280000,4041b140-7f5c-42d0-9618-67ffdf95ad5f,https://lda.senate.gov/filings/public/filing/4041b140-7f5c-42d0-9618-67ffdf95ad5f/print/
2024-Q3,term,FEROX STRATEGIES,GLOBAL GRAB TECHNOLOGIES,270000,f3ac0d10-ff54-4aaa-b18d-6a4925f69e24,https://lda.senate.gov/filings/public/filing/f3ac0d10-ff54-4aaa-b18d-6a4925f69e24/print/
2024-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",VISTA BANK,270000,cf5eda77-dabf-4699-a9e9-c6260086c9fe,https://lda.senate.gov/filings/public/filing/cf5eda77-dabf-4699-a9e9-c6260086c9fe/print/
2024-Q3,term,CAPSTONE NATIONAL PARTNERS,MGIC,260000,e9cebf9f-ff7b-420c-8bef-dcb0e1d7eff4,https://lda.senate.gov/filings/public/filing/e9cebf9f-ff7b-420c-8bef-dcb0e1d7eff4/print/
2024-Q3,term,VENN STRATEGIES,"CONSOLIDATED METCO, INC.",250000,603d71e5-d6fe-48d7-90e3-dce9b48d4a5b,https://lda.senate.gov/filings/public/filing/603d71e5-d6fe-48d7-90e3-dce9b48d4a5b/print/
2024-Q3,term,J.A. GREEN AND COMPANY (FORMERLY LLC),VARONIS PUBLIC SECTOR LLC,250000,12d96cd3-a331-47ac-b3cf-687c2f700d4a,https://lda.senate.gov/filings/public/filing/12d96cd3-a331-47ac-b3cf-687c2f700d4a/print/
2024-Q3,term,"JEFFREY J. KIMBELL & ASSOCIATES, INC.",ANIVIVE LIFESCIENCES INC.,240000,ad45bc0c-d095-465c-b3ed-dae9b3992a45,https://lda.senate.gov/filings/public/filing/ad45bc0c-d095-465c-b3ed-dae9b3992a45/print/
2024-Q3,term,LINCOLN POLICY GROUP,BOWERY FARMING INC.,240000,feb14a4c-7500-499f-9d74-49ab47cf455d,https://lda.senate.gov/filings/public/filing/feb14a4c-7500-499f-9d74-49ab47cf455d/print/
2024-Q3,term,DENTONS US LLP,Global Laser Enrichment LLC,240000,5fa7f157-101b-4000-8f88-76843a622dcd,https://lda.senate.gov/filings/public/filing/5fa7f157-101b-4000-8f88-76843a622dcd/print/
2024-Q3,term,"TARPLIN, DOWNS & YOUNG, LLC","Hims & Hers Health, Inc.",240000,a0a67132-a692-4211-9def-f861e3f4ef9a,https://lda.senate.gov/filings/public/filing/a0a67132-a692-4211-9def-f861e3f4ef9a/print/
2024-Q3,term,HOLLAND & KNIGHT LLP,INDUCTEV,240000,c67dcc12-0ed9-4361-9469-607765eea9c5,https://lda.senate.gov/filings/public/filing/c67dcc12-0ed9-4361-9469-607765eea9c5/print/
2024-Q3,term,"LSN PARTNERS, LLC",LIFEWALLET,240000,9781a52b-7ddd-4941-9ee6-a6065c926b29,https://lda.senate.gov/filings/public/filing/9781a52b-7ddd-4941-9ee6-a6065c926b29/print/
2024-Q3,term,SMITHBUCKLIN CORPORATION,NATIONAL SOCIETY OF GENETIC COUNSELORS NSGC,240000,96d0e04f-b137-492e-86cc-c79a64f08fb8,https://lda.senate.gov/filings/public/filing/96d0e04f-b137-492e-86cc-c79a64f08fb8/print/
2024-Q3,term,HOLLAND & KNIGHT LLP,SAILPLAN,240000,84df0750-bb11-414e-863d-0cfe0e2dfb3e,https://lda.senate.gov/filings/public/filing/84df0750-bb11-414e-863d-0cfe0e2dfb3e/print/
2024-Q3,term,ABI ASSOCIATES,Yocha Dehe Wintun Nation,240000,c0aaddfe-5de2-479c-abc5-56304b8d8b91,https://lda.senate.gov/filings/public/filing/c0aaddfe-5de2-479c-abc5-56304b8d8b91/print/
2024-Q3,term,TIGER HILL PARTNERS LLC,"FORTIFI FINANCIAL, INC.",230000,d61d11e0-0edb-49b4-85c6-50e900d69f63,https://lda.senate.gov/filings/public/filing/d61d11e0-0edb-49b4-85c6-50e900d69f63/print/
2024-Q3,term,IPOLICY SOLUTIONS,INVITAE INC.,230000,c2397c32-20e3-40b3-9a89-6e999ba389fa,https://lda.senate.gov/filings/public/filing/c2397c32-20e3-40b3-9a89-6e999ba389fa/print/
2024-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP","Nelnet, Inc.",230000,c59a949e-3c94-4689-b26e-bd9a7e078813,https://lda.senate.gov/filings/public/filing/c59a949e-3c94-4689-b26e-bd9a7e078813/print/
2024-Q4,hire,CAPITOL COUNSEL LLC,"LULLWATER HOLDINGS, LLC",350000,6786a6cf-5083-4f79-aece-32946e465dea,https://lda.senate.gov/filings/public/filing/6786a6cf-5083-4f79-aece-32946e465dea/print/
2024-Q4,hire,SIDLEY AUSTIN LLP,OCI HOLDINGS COMPANY LTD.,250000,73455f1a-900b-486e-8d6b-f8b7f4cad49b,https://lda.senate.gov/filings/public/filing/73455f1a-900b-486e-8d6b-f8b7f4cad49b/print/
2024-Q4,hire,BALLARD PARTNERS,DIABETIC WOUND AWARENESS PAC,150000,7017d4be-91fc-4a2f-b1dc-1481ebb59630,https://lda.senate.gov/filings/public/filing/7017d4be-91fc-4a2f-b1dc-1481ebb59630/print/
2024-Q4,hire,BALLARD PARTNERS,ILYA ALEKSEEVICH GOLUBOVICH,150000,016b6cda-9cde-49d7-a817-cc75ad42e23a,https://lda.senate.gov/filings/public/filing/016b6cda-9cde-49d7-a817-cc75ad42e23a/print/
2024-Q4,hire,"GUIDEPOSTSTRATEGIES, LLC",STANDARD LITHIUM,150000,79533750-c9cf-4d75-848d-544a6b0c08be,https://lda.senate.gov/filings/public/filing/79533750-c9cf-4d75-848d-544a6b0c08be/print/
2024-Q4,hire,"MELTSNER STRATEGIES, LLC","INSTITUTE FOR RESPONSIVE GOVERNMENT ACTION, INC.",121500,7d6a006a-d611-479f-8f2a-645b1f97a7d0,https://lda.senate.gov/filings/public/filing/7d6a006a-d611-479f-8f2a-645b1f97a7d0/print/
2024-Q4,hire,"K&L GATES, LLP",COMMONWEALTH LNG LLC,110000,0288fb18-b47d-4796-91ba-d9bc9e78bb1d,https://lda.senate.gov/filings/public/filing/0288fb18-b47d-4796-91ba-d9bc9e78bb1d/print/
2024-Q4,hire,AKIN GUMP STRAUSS HAUER & FELD,"MPSC, INC.",110000,dc63c7b6-ad99-4ea1-b5c3-95520a988e16,https://lda.senate.gov/filings/public/filing/dc63c7b6-ad99-4ea1-b5c3-95520a988e16/print/
2024-Q4,hire,SIDEPRIZE LLC D/B/A PRIZEPICKS,"SidePrize LLC, d/b/a PrizePicks",110000,6a59dcae-b4a4-41f5-8937-41a6b3bfe317,https://lda.senate.gov/filings/public/filing/6a59dcae-b4a4-41f5-8937-41a6b3bfe317/print/
2024-Q4,hire,"MILLER STRATEGIES, LLC","Uber Technologies, Inc.",110000,c5aeb2cc-6967-47f3-9002-0ce4f210dbde,https://lda.senate.gov/filings/public/filing/c5aeb2cc-6967-47f3-9002-0ce4f210dbde/print/
2024-Q4,hire,IGGY VENTURES LLC,Recording Industry Association of America,105000,80b91680-0f1e-4964-b760-25849985c1f1,https://lda.senate.gov/filings/public/filing/80b91680-0f1e-4964-b760-25849985c1f1/print/
2024-Q4,hire,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",A16Z CAPITAL MANAGEMENT FKA ANDREESSEN HOROWITZ,100000,2963d179-a2bf-4318-abac-2e889c1c1991,https://lda.senate.gov/filings/public/filing/2963d179-a2bf-4318-abac-2e889c1c1991/print/
2024-Q4,hire,"COVENANT GOVERNMENT AFFAIRS, LLC",Cubic Corporation,100000,60f81522-a39c-43f7-b298-0463c91efa94,https://lda.senate.gov/filings/public/filing/60f81522-a39c-43f7-b298-0463c91efa94/print/
2024-Q4,hire,THE VOGEL GROUP,HEALTHICITY,100000,04621ef2-5966-44fa-b67c-a94b66beed5f,https://lda.senate.gov/filings/public/filing/04621ef2-5966-44fa-b67c-a94b66beed5f/print/
2024-Q4,hire,ACG ADVOCACY,Inventors Defense Alliance,100000,ee144724-f759-48fd-b77a-cb308f194e83,https://lda.senate.gov/filings/public/filing/ee144724-f759-48fd-b77a-cb308f194e83/print/
2024-Q4,hire,KING & SPALDING LLP,"United CDPAP, Inc.",100000,248428e2-b70f-4586-95dc-446ed911ae9d,https://lda.senate.gov/filings/public/filing/248428e2-b70f-4586-95dc-446ed911ae9d/print/
2024-Q4,hire,FTI GOVERNMENT AFFAIRS,"TETRA PAK, INC.",90000,3680c8ca-a5f4-4f7c-b2d2-3e25aa6bb669,https://lda.senate.gov/filings/public/filing/3680c8ca-a5f4-4f7c-b2d2-3e25aa6bb669/print/
2024-Q4,hire,"GUIDEPOSTSTRATEGIES, LLC","UnitedHealth Group, Inc.",90000,61a02d24-ea8e-48e4-9219-422c32db7d2d,https://lda.senate.gov/filings/public/filing/61a02d24-ea8e-48e4-9219-422c32db7d2d/print/
2024-Q4,hire,FIERCE GOVERNMENT RELATIONS,Wastewater Action Alliance,90000,a92ae713-4c79-483d-bd5f-ece9e9b489b0,https://lda.senate.gov/filings/public/filing/a92ae713-4c79-483d-bd5f-ece9e9b489b0/print/
2024-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP","With Honor Action, Inc.",90000,a88fd343-32b5-4034-829d-a87216e8dfb6,https://lda.senate.gov/filings/public/filing/a88fd343-32b5-4034-829d-a87216e8dfb6/print/
2024-Q4,hire,VANTAGEKNIGHT LLC,ARIF NAQVI,80000,32040d20-1928-424e-864a-fc7cddf3e929,https://lda.senate.gov/filings/public/filing/32040d20-1928-424e-864a-fc7cddf3e929/print/
2024-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BASIC MEDICAL DBA INTCO USA,80000,5bea0304-e924-4220-a0aa-a00e7a6bf731,https://lda.senate.gov/filings/public/filing/5bea0304-e924-4220-a0aa-a00e7a6bf731/print/
2024-Q4,hire,"MILLER STRATEGIES, LLC",BOTANICALS FOR BETTER HEALTH AND WELLNESS,80000,387b54d4-bb66-4c32-bcbf-47cbe6536b95,https://lda.senate.gov/filings/public/filing/387b54d4-bb66-4c32-bcbf-47cbe6536b95/print/
2024-Q4,hire,HOLLAND & HART LLP,DIAMONDBACK ENERGY,80000,187cc43f-cdef-4b7d-ae54-206193637586,https://lda.senate.gov/filings/public/filing/187cc43f-cdef-4b7d-ae54-206193637586/print/
2024-Q4,hire,"MILLER STRATEGIES, LLC",Edison Electric Institute,80000,624ae3da-0bc1-4c45-84eb-0800849a819e,https://lda.senate.gov/filings/public/filing/624ae3da-0bc1-4c45-84eb-0800849a819e/print/
2024-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP","Humana, Inc.",80000,98c3d141-eb90-4c0c-8693-62a7cd7e3ac3,https://lda.senate.gov/filings/public/filing/98c3d141-eb90-4c0c-8693-62a7cd7e3ac3/print/
2024-Q4,hire,FTI GOVERNMENT AFFAIRS,LANXESS CORPORATION,80000,6c2a1c1a-2e79-47db-ae4e-186b5410aef6,https://lda.senate.gov/filings/public/filing/6c2a1c1a-2e79-47db-ae4e-186b5410aef6/print/
2024-Q4,hire,"AVOQ, LLC","Micron Technology, Inc.",80000,df0bcf7b-d957-4803-93c0-7091baffddd8,https://lda.senate.gov/filings/public/filing/df0bcf7b-d957-4803-93c0-7091baffddd8/print/
2024-Q4,hire,"MILLER STRATEGIES, LLC","Micron Technology, Inc.",80000,6cd19a2e-aab0-4a01-93c9-7feb601683bc,https://lda.senate.gov/filings/public/filing/6cd19a2e-aab0-4a01-93c9-7feb601683bc/print/
2024-Q4,hire,"MILLER STRATEGIES, LLC",OPENAI,80000,40ab91f2-4c8b-4dd3-b8d3-fdab2ecb9b14,https://lda.senate.gov/filings/public/filing/40ab91f2-4c8b-4dd3-b8d3-fdab2ecb9b14/print/
2024-Q4,term,GORDON SMITH,National Association of Broadcasters,1520000,2fd7bc98-3662-403d-b66f-fad39af62bf8,https://lda.senate.gov/filings/public/filing/2fd7bc98-3662-403d-b66f-fad39af62bf8/print/
2024-Q4,term,"BALLARD PARTNERS, LLC","SAFE PORT TERMINALS, LLC",840000,04384215-40a7-40db-a36d-df54912f1dd8,https://lda.senate.gov/filings/public/filing/04384215-40a7-40db-a36d-df54912f1dd8/print/
2024-Q4,term,"MERCURY PUBLIC AFFAIRS, LLC",CAMEL ENERGY INC.,700000,fb451315-5438-4c8b-9f5e-c3764070b4a5,https://lda.senate.gov/filings/public/filing/fb451315-5438-4c8b-9f5e-c3764070b4a5/print/
2024-Q4,term,"CLS STRATEGIES (FORMERLY CHLOPAK, LEONARD, SCHECHTER AND ASSOCIATES, INC.)","Complete Genomics, Inc.",600000,c9298a3d-4667-4778-9ada-726fa173deb9,https://lda.senate.gov/filings/public/filing/c9298a3d-4667-4778-9ada-726fa173deb9/print/
2024-Q4,term,THE KPM GROUP DC LLC,Rare Disease Company Coalition,560000,a085ceea-0fc4-461e-9afb-8f6c6678e2ff,https://lda.senate.gov/filings/public/filing/a085ceea-0fc4-461e-9afb-8f6c6678e2ff/print/
2024-Q4,term,HEALTHSPERIEN,"CLEAR SPRING HEALTH INSURANCE COMPANY, FKA CLEAR SPRING HEALTH",440000,9d867e1b-4996-451f-8d8d-4a2cb7f8c825,https://lda.senate.gov/filings/public/filing/9d867e1b-4996-451f-8d8d-4a2cb7f8c825/print/
2024-Q4,term,"RWC, INC",Coin Center,400000,573ed48c-4a9c-4381-a33d-f29274884779,https://lda.senate.gov/filings/public/filing/573ed48c-4a9c-4381-a33d-f29274884779/print/
2024-Q4,term,"FRANKLIN SQUARE GROUP, LLC",INTERNET WORKS,400000,b809a4ad-558f-48bf-9c11-705f4828ffb2,https://lda.senate.gov/filings/public/filing/b809a4ad-558f-48bf-9c11-705f4828ffb2/print/
2024-Q4,term,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",CORTEVA AGRISCIENCE LLC (FKA E I DU PONT DE NEMOURS AND COMPANY),360000,539f2481-0db6-4aac-9636-0542dbe14f12,https://lda.senate.gov/filings/public/filing/539f2481-0db6-4aac-9636-0542dbe14f12/print/
2024-Q4,term,"THEGROUP DC, LLC","Cisco Systems, Inc.",360000,da5ee030-be44-4c97-b67c-c0a158a2e494,https://lda.senate.gov/filings/public/filing/da5ee030-be44-4c97-b67c-c0a158a2e494/print/
2024-Q4,term,FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),"MAVENIR SYSTEMS, INC.",360000,e2fc1738-eca1-4c7b-8147-88943ec59059,https://lda.senate.gov/filings/public/filing/e2fc1738-eca1-4c7b-8147-88943ec59059/print/
2024-Q4,term,THORN RUN PARTNERS,eBay Inc.,360000,7c396f69-0d48-495f-a04b-d9cb7dd310ad,https://lda.senate.gov/filings/public/filing/7c396f69-0d48-495f-a04b-d9cb7dd310ad/print/
2024-Q4,term,SQUIRE PATTON BOGGS,"INSPUR ELECTRONIC INFORMATION INDUSTRY CO., LTD.",350000,8ec2558b-69b9-4d94-a910-804212ab01dd,https://lda.senate.gov/filings/public/filing/8ec2558b-69b9-4d94-a910-804212ab01dd/print/
2024-Q4,term,LIVE OAK STRATEGIES,JST Strategic Technologies,330000,014af0d1-4c80-4525-b92d-308140a15e5d,https://lda.senate.gov/filings/public/filing/014af0d1-4c80-4525-b92d-308140a15e5d/print/
2024-Q4,term,"A10 ASSOCIATES, LLC",ORIGIN PROPERTY GROUP,320000,0141f68b-d778-45ae-ab21-5927087a26dd,https://lda.senate.gov/filings/public/filing/0141f68b-d778-45ae-ab21-5927087a26dd/print/
2024-Q4,term,MUNK POLICY & LAW,PHI Air Medical,320000,16f0c9f5-20de-4d2a-a36a-6284e658bf1d,https://lda.senate.gov/filings/public/filing/16f0c9f5-20de-4d2a-a36a-6284e658bf1d/print/
2024-Q4,term,TIBER CREEK GROUP,"SAP America, Inc.",320000,6a869080-dccd-4cbc-b7ad-63017c14969a,https://lda.senate.gov/filings/public/filing/6a869080-dccd-4cbc-b7ad-63017c14969a/print/
2024-Q4,term,MICHAEL BEST STRATEGIES LLC,"SCHOTT PHARMA USA, INC.",320000,9ceb0e0c-fce2-4519-90b7-712b3c4b2856,https://lda.senate.gov/filings/public/filing/9ceb0e0c-fce2-4519-90b7-712b3c4b2856/print/
2024-Q4,term,TIBER CREEK GROUP,"Stride, Inc.",320000,b5c231a8-bc2f-46b6-b0b0-fa1c83d1da33,https://lda.senate.gov/filings/public/filing/b5c231a8-bc2f-46b6-b0b0-fa1c83d1da33/print/
2024-Q4,term,MCDERMOTT+ LLC,AMERICAN MEDICAL REHABILITATION PROVIDER ASSOCIATION,300000,7dd93aae-e46b-486b-9e14-4d9b8685856b,https://lda.senate.gov/filings/public/filing/7dd93aae-e46b-486b-9e14-4d9b8685856b/print/
2024-Q4,term,PASSAGE CONSULTING GROUP LLC,Cubic Corporation,300000,b9b1d8dc-0146-42c1-acf4-5b5cdafc2041,https://lda.senate.gov/filings/public/filing/b9b1d8dc-0146-42c1-acf4-5b5cdafc2041/print/
2024-Q4,term,ARNOLD & PORTER KAYE SCHOLER LLP,"Grifols Shared Services North America, Inc.",300000,36c00f39-8818-46b3-a31d-5a40dfd4488e,https://lda.senate.gov/filings/public/filing/36c00f39-8818-46b3-a31d-5a40dfd4488e/print/
2024-Q4,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP","KIOXIA AMERICA, INC.",300000,d2b4451d-8c3c-4a19-bb18-d10e14700544,https://lda.senate.gov/filings/public/filing/d2b4451d-8c3c-4a19-bb18-d10e14700544/print/
2024-Q4,term,CAPITOL COUNSEL LLC,Puerto Rico Fiscal Agency and Financial Advisory Authority (AAFAF),300000,4dbcd8dd-92f1-4897-a909-f8e933958482,https://lda.senate.gov/filings/public/filing/4dbcd8dd-92f1-4897-a909-f8e933958482/print/
2024-Q4,term,TIBER CREEK GROUP,ANDRETTI FORMULA RACING LLC,290000,3474766e-33f0-4903-96c1-6a79876c6759,https://lda.senate.gov/filings/public/filing/3474766e-33f0-4903-96c1-6a79876c6759/print/
2024-Q4,term,COGENT STRATEGIES LLC,Everytown for Gun Safety Action Fund,290000,7a0a4004-122e-46f0-8b96-d60bd6f03271,https://lda.senate.gov/filings/public/filing/7a0a4004-122e-46f0-8b96-d60bd6f03271/print/
2024-Q4,term,"THE LIVINGSTON GROUP, LLC",KOLON TISSUEGENE INC,290000,d31561a5-825e-48e9-a264-db001af279c1,https://lda.senate.gov/filings/public/filing/d31561a5-825e-48e9-a264-db001af279c1/print/
2024-Q4,term,J.A. GREEN AND COMPANY (FORMERLY LLC),PRIMERAI,290000,8097d07c-2553-4228-98de-bf8aead2f8c9,https://lda.senate.gov/filings/public/filing/8097d07c-2553-4228-98de-bf8aead2f8c9/print/
2024-Q4,term,BRIDGEWAY ADVOCACY,COMMISIMPEX,280000,69227288-f972-41a0-8414-3880145c37fb,https://lda.senate.gov/filings/public/filing/69227288-f972-41a0-8414-3880145c37fb/print/
2024-Q4,term,MCGUIREWOODS CONSULTING (A SUBSIDIARY OF MCGUIREWOODS LLP),United Network for Organ Sharing,280000,2f00a509-26f3-4350-85cb-81470f0ae92a,https://lda.senate.gov/filings/public/filing/2f00a509-26f3-4350-85cb-81470f0ae92a/print/
2025-Q1,hire,JAVELIN ADVISORS LLC,FRED DAIBES,1000000,b6506151-6b6d-4127-b543-83522f7b305a,https://lda.senate.gov/filings/public/filing/b6506151-6b6d-4127-b543-83522f7b305a/print/
2025-Q1,hire,"A10 ASSOCIATES, LLC",KUCOIN,1000000,b81ae0cb-af56-4133-b68c-9717340983b1,https://lda.senate.gov/filings/public/filing/b81ae0cb-af56-4133-b68c-9717340983b1/print/
2025-Q1,hire,"DRAKE VENTURES, LLC",Roger Ver,600000,5b3aebcf-ed3d-4298-8d87-35775c78853d,https://lda.senate.gov/filings/public/filing/5b3aebcf-ed3d-4298-8d87-35775c78853d/print/
2025-Q1,hire,BALLARD PARTNERS,TOTALENERGIES EP MOZAMBIQUE AREA 1,400000,a02e0d03-8da7-4917-b0fd-1d825fad4ccb,https://lda.senate.gov/filings/public/filing/a02e0d03-8da7-4917-b0fd-1d825fad4ccb/print/
2025-Q1,hire,SIDLEY AUSTIN LLP,"TAYLOR FRESH FOODS, INC",380000,c79773f7-b06c-4268-a3cb-63f9ef8e110b,https://lda.senate.gov/filings/public/filing/c79773f7-b06c-4268-a3cb-63f9ef8e110b/print/
2025-Q1,hire,"MERCURY PUBLIC AFFAIRS, LLC",DR. KOCHO ANGJUSHEV,330000,e99a62d3-fcd6-4c3a-8c15-a1ef23025435,https://lda.senate.gov/filings/public/filing/e99a62d3-fcd6-4c3a-8c15-a1ef23025435/print/
2025-Q1,hire,"A10 ASSOCIATES, LLC",CERTIK,300000,3b688447-b48f-4c72-ab95-7052cb9e9ffe,https://lda.senate.gov/filings/public/filing/3b688447-b48f-4c72-ab95-7052cb9e9ffe/print/
2025-Q1,hire,VANTAGEKNIGHT LLC,NORTHWIND TRADING LTD,300000,528260aa-9d61-4161-a591-8ddf915c2e07,https://lda.senate.gov/filings/public/filing/528260aa-9d61-4161-a591-8ddf915c2e07/print/
2025-Q1,hire,"THE ARTEMIS GROUP, LLC (OKLAHOMA)",United Launch Alliance,300000,94a034c2-73b4-46ad-b37e-e7a1ac131c1b,https://lda.senate.gov/filings/public/filing/94a034c2-73b4-46ad-b37e-e7a1ac131c1b/print/
2025-Q1,hire,BALLARD PARTNERS,"BIOCARE DONOR TISSUE NETWORK, LLC",250000,1bc050df-c2bb-4fb1-9610-08e1b91374eb,https://lda.senate.gov/filings/public/filing/1bc050df-c2bb-4fb1-9610-08e1b91374eb/print/
2025-Q1,hire,"MERCURY PUBLIC AFFAIRS, LLC","THE MANITOWOC COMPANY, INC.",250000,a8aa737c-65b0-4d3d-9114-986f041f32b1,https://lda.senate.gov/filings/public/filing/a8aa737c-65b0-4d3d-9114-986f041f32b1/print/
2025-Q1,hire,VANTAGEKNIGHT LLC,"GESOINVEST 2002, S.L.U.",230000,0924b5cc-70f5-4045-a316-d085390e9e08,https://lda.senate.gov/filings/public/filing/0924b5cc-70f5-4045-a316-d085390e9e08/print/
2025-Q1,hire,"A10 ASSOCIATES, LLC",EMURGO GROUP PTE. LTD.,208333,cf821444-183a-452a-a7eb-0021b864ed20,https://lda.senate.gov/filings/public/filing/cf821444-183a-452a-a7eb-0021b864ed20/print/
2025-Q1,hire,KELLER PARTNERS & COMPANY,OHIO CHRISTIAN UNIVERSITY,200000,be0dc758-6058-4320-b584-1c9c29befd3b,https://lda.senate.gov/filings/public/filing/be0dc758-6058-4320-b584-1c9c29befd3b/print/
2025-Q1,hire,"MERCURY PUBLIC AFFAIRS, LLC",WEBULL TECHNOLOGIES INC.,200000,184255b8-9e24-42a3-aa05-d7f4dad87a40,https://lda.senate.gov/filings/public/filing/184255b8-9e24-42a3-aa05-d7f4dad87a40/print/
2025-Q1,hire,"MILLER STRATEGIES, LLC","ZOOM COMMUNICATIONS, INC.",200000,64e4a5fb-a0db-49ec-8672-0ff695db58d1,https://lda.senate.gov/filings/public/filing/64e4a5fb-a0db-49ec-8672-0ff695db58d1/print/
2025-Q1,hire,HOLLAND & KNIGHT LLP,Oklo Inc.,180000,317b3fe1-7063-47e9-9304-0606cabbbf58,https://lda.senate.gov/filings/public/filing/317b3fe1-7063-47e9-9304-0606cabbbf58/print/
2025-Q1,hire,BALLARD PARTNERS,"Palantir Technologies, Inc.",180000,94b568b6-5bd6-4888-9988-1791ae8fe334,https://lda.senate.gov/filings/public/filing/94b568b6-5bd6-4888-9988-1791ae8fe334/print/
2025-Q1,hire,"MILLER STRATEGIES, LLC",SOFTBANK GROUP CORPORATION,180000,c8d4f66e-73f7-4539-b6f2-597da698340e,https://lda.senate.gov/filings/public/filing/c8d4f66e-73f7-4539-b6f2-597da698340e/print/
2025-Q1,hire,VALCOUR LLC,ATS GROUP DOOEL SKOPJE,170000,46b81cd7-b292-430c-8337-ef7903fdc56d,https://lda.senate.gov/filings/public/filing/46b81cd7-b292-430c-8337-ef7903fdc56d/print/
2025-Q1,hire,"MELTSNER STRATEGIES, LLC",PROJECT FOR ELECTION INFRASTRUCTURE,170000,2693d3c2-4ce2-4c4d-8d8b-7758706d0e20,https://lda.senate.gov/filings/public/filing/2693d3c2-4ce2-4c4d-8d8b-7758706d0e20/print/
2025-Q1,hire,"PIRRO GROUP, LLC",Greater New York Hospital Association,155000,1a960e1b-0003-47f3-a528-adc5bf580adc,https://lda.senate.gov/filings/public/filing/1a960e1b-0003-47f3-a528-adc5bf580adc/print/
2025-Q1,hire,"CONTINENTAL STRATEGY, LLC",CARESPOT URGENT CARE,150000,42653399-9c9d-465c-9154-5b2fef91eb1d,https://lda.senate.gov/filings/public/filing/42653399-9c9d-465c-9154-5b2fef91eb1d/print/
2025-Q1,hire,"MCCARTER & ENGLISH, LLP","DELFIN LNG, LLC",150000,fa0bba88-29a9-4030-88fe-ffe1639fb483,https://lda.senate.gov/filings/public/filing/fa0bba88-29a9-4030-88fe-ffe1639fb483/print/
