registrant,client,q_income,cite_uuid,registration_only,terminated_same_q,lda_public_url
HOLLAND & KNIGHT LLP,"CMBLU ENERGY, INC.",20000,f7195529-0d1a-4f4a-83ef-6fa9cb0a354a,False,False,https://lda.senate.gov/filings/public/filing/f7195529-0d1a-4f4a-83ef-6fa9cb0a354a/print/
NICHOLS LAW PLLC,COALITION AGAINST NITRITES,20000,603f2f42-9a31-4f03-b10c-ac024a4e7d8d,False,False,https://lda.senate.gov/filings/public/filing/603f2f42-9a31-4f03-b10c-ac024a4e7d8d/print/
AXADVOCACY GOVERNMENT RELATIONS,COALITION FOR CHILD PROTECTION & ACCOUNTABILITY,20000,ab2da078-1e02-4294-b010-53fccdaaf486,False,False,https://lda.senate.gov/filings/public/filing/ab2da078-1e02-4294-b010-53fccdaaf486/print/
STRATEGIC MARKETING INNOVATIONS,"CODE METAL, INC.",20000,fbde7b04-90a3-41f1-83a0-f343aa00129a,False,False,https://lda.senate.gov/filings/public/filing/fbde7b04-90a3-41f1-83a0-f343aa00129a/print/
"MERCHANT MCINTYRE & ASSOCIATES, LLC",COLUMBUS COMMUNITY HOSPITAL,20000,3a9e58b8-8727-41e4-8fc4-52b036a2301f,False,False,https://lda.senate.gov/filings/public/filing/3a9e58b8-8727-41e4-8fc4-52b036a2301f/print/
"CROSSROADS STRATEGIES, LLC","CORNELL ABRAXAS GROUP, LLC",20000,5f917e9b-5129-4f69-924e-bdda31cbb6e7,False,False,https://lda.senate.gov/filings/public/filing/5f917e9b-5129-4f69-924e-bdda31cbb6e7/print/
"MANATT, PHELPS, AND PHILLIPS",COUNCIL FOR AFFORDABLE QUALITY HEALTHCARE,20000,4ae46d72-ed95-4469-8fbc-33995c20cf3e,False,False,https://lda.senate.gov/filings/public/filing/4ae46d72-ed95-4469-8fbc-33995c20cf3e/print/
MAVERICK HILL PARTNERS,CROWN POINT TECHNOLOGIES,20000,35b387d7-e92b-4909-9bc6-66c2fc88d96e,False,False,https://lda.senate.gov/filings/public/filing/35b387d7-e92b-4909-9bc6-66c2fc88d96e/print/
"MERCHANT MCINTYRE & ASSOCIATES, LLC",California Baptist University,20000,98ee119d-b5c6-451e-a059-69cccd5c45bb,False,False,https://lda.senate.gov/filings/public/filing/98ee119d-b5c6-451e-a059-69cccd5c45bb/print/
ORSO GROUP,California Forever LP,20000,7c279f73-1e35-4c7f-bbd0-5902a0c1c296,False,False,https://lda.senate.gov/filings/public/filing/7c279f73-1e35-4c7f-bbd0-5902a0c1c296/print/
"CROSSROADS STRATEGIES, LLC",Capital One Financial Corporation,20000,d9fff413-a5d0-45ef-8f71-aee0ddfb832a,False,False,https://lda.senate.gov/filings/public/filing/d9fff413-a5d0-45ef-8f71-aee0ddfb832a/print/
DLA PIPER LLP (US),CorVent Medical,20000,8298d528-6e3b-462e-ac7b-7512097a7460,False,False,https://lda.senate.gov/filings/public/filing/8298d528-6e3b-462e-ac7b-7512097a7460/print/
"WILLIAMS AND JENSEN, PLLC","Coupang, Inc.",20000,9b5ccb50-00ad-45f2-bbc1-ecbfcdb4f70a,False,False,https://lda.senate.gov/filings/public/filing/9b5ccb50-00ad-45f2-bbc1-ecbfcdb4f70a/print/
"CASSIDY & ASSOCIATES, INC.",DARIC,20000,2a1c2e89-7a72-4a3b-b421-5f883422ec98,False,False,https://lda.senate.gov/filings/public/filing/2a1c2e89-7a72-4a3b-b421-5f883422ec98/print/
"TSG ADVOCATES DC, LLC",DATASYS GROUP S.A.,20000,c9296f44-a8eb-424b-8811-230bc3911fd1,False,False,https://lda.senate.gov/filings/public/filing/c9296f44-a8eb-424b-8811-230bc3911fd1/print/
"BACKSTOP STRATEGIES, LLC",DB TECHNOLOGIES,20000,ebd59118-25d8-477f-b040-828af8389894,False,False,https://lda.senate.gov/filings/public/filing/ebd59118-25d8-477f-b040-828af8389894/print/
LNE GROUP,DDC CLINIC,20000,ca8a8ef6-f24b-461b-b6cd-403f4259c838,False,False,https://lda.senate.gov/filings/public/filing/ca8a8ef6-f24b-461b-b6cd-403f4259c838/print/
BGR GOVERNMENT AFFAIRS,"DELCATH SYSTEMS, INC.",20000,87ffc11f-2860-4d42-ba16-db72d3cfaaa2,False,False,https://lda.senate.gov/filings/public/filing/87ffc11f-2860-4d42-ba16-db72d3cfaaa2/print/
THE WAYFINDER GROUP,"DISH Network, LLC",20000,9faac56b-c2b6-4cfa-8b63-b7db04ddef64,False,False,https://lda.senate.gov/filings/public/filing/9faac56b-c2b6-4cfa-8b63-b7db04ddef64/print/
ARENTFOX SCHIFF LLP,DOPPEL INC.,20000,c3c964aa-8082-467d-b7c6-412b0c2170a2,False,False,https://lda.senate.gov/filings/public/filing/c3c964aa-8082-467d-b7c6-412b0c2170a2/print/
"WILLIAMS AND JENSEN, PLLC",DOTHAN AREA CHAMBER OF COMMERCE,20000,f86b2fd9-85dc-4634-a696-0a76fe03b048,False,False,https://lda.senate.gov/filings/public/filing/f86b2fd9-85dc-4634-a696-0a76fe03b048/print/
RIDGELINE ADVOCACY GROUP LLC,DRAX BIOMASS INC.,20000,823a5b55-21cf-4773-954b-33194f18f024,False,False,https://lda.senate.gov/filings/public/filing/823a5b55-21cf-4773-954b-33194f18f024/print/
CHECKMATE GOVERNMENT RELATIONS,"DUCKS UNLIMITED, INC",20000,c16918f3-08b5-4208-9053-b6ab00191414,False,False,https://lda.senate.gov/filings/public/filing/c16918f3-08b5-4208-9053-b6ab00191414/print/
MAVERICK HILL PARTNERS,Dayton T. Brown,20000,9f0f8a86-6103-4257-8c89-19cac0d0b0c7,False,False,https://lda.senate.gov/filings/public/filing/9f0f8a86-6103-4257-8c89-19cac0d0b0c7/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",DignityMoves,20000,ef424be9-d444-4553-bd2f-6d9e5ec18dca,False,False,https://lda.senate.gov/filings/public/filing/ef424be9-d444-4553-bd2f-6d9e5ec18dca/print/
"COVENANT GOVERNMENT AFFAIRS, LLC",Dredging Contractors of America,20000,5af5d16d-665c-4160-91c7-89f33a701e12,False,False,https://lda.senate.gov/filings/public/filing/5af5d16d-665c-4160-91c7-89f33a701e12/print/
H&M STRATEGIES LLP,"Dropbox, Inc.",20000,f26d1962-b766-46e7-8a64-fd4c342c4cd5,False,False,https://lda.senate.gov/filings/public/filing/f26d1962-b766-46e7-8a64-fd4c342c4cd5/print/
PILLSBURY WINTHROP SHAW PITTMAN LLP,EDDYSTONE ENERGY LLC,20000,119704bd-3295-4289-90e0-81656d9370ac,False,False,https://lda.senate.gov/filings/public/filing/119704bd-3295-4289-90e0-81656d9370ac/print/
THE WAYFINDER GROUP,ENVIRONET,20000,68e70936-e290-4286-b82d-fdbf84e018f9,False,False,https://lda.senate.gov/filings/public/filing/68e70936-e290-4286-b82d-fdbf84e018f9/print/
"ICEBREAKER STRATEGIES, LLC",EOPTIC,20000,05aaf312-43eb-4f48-a68f-d8db8c9032d4,False,False,https://lda.senate.gov/filings/public/filing/05aaf312-43eb-4f48-a68f-d8db8c9032d4/print/
FARRAGUT PARTNERS LLP,EVERMORE,20000,5cebd715-0309-472b-b7ec-8f327810f117,False,False,https://lda.senate.gov/filings/public/filing/5cebd715-0309-472b-b7ec-8f327810f117/print/
"ESP ADVISORS, LLC","Environmental Defense Fund, Incorporated",20000,c9289b70-7619-4606-becf-e3df05398e21,False,False,https://lda.senate.gov/filings/public/filing/c9289b70-7619-4606-becf-e3df05398e21/print/
VENABLE LLP,FAEGRE DRINKER ON BEHALF OF THE REHABILITATION INNOVATION CENTERS COALITION,20000,6293fa8f-c14e-4a45-b3db-7b0fdfab8397,False,False,https://lda.senate.gov/filings/public/filing/6293fa8f-c14e-4a45-b3db-7b0fdfab8397/print/
"ICEBREAKER STRATEGIES, LLC",FALCOMM,20000,dc6dd8b2-4648-4d4a-b1fd-b2cc5d89f2c9,False,False,https://lda.senate.gov/filings/public/filing/dc6dd8b2-4648-4d4a-b1fd-b2cc5d89f2c9/print/
DIADEM LLC,FARADAY&FUTURE INC.,20000,d78feb46-0e92-4c17-95a2-aa1f80bc9788,False,False,https://lda.senate.gov/filings/public/filing/d78feb46-0e92-4c17-95a2-aa1f80bc9788/print/
"MERCURY PUBLIC AFFAIRS, LLC",FIELD MUSEUM OF CHICAGO,20000,30b7f3d8-581e-4eb9-8c04-612af86b1ee7,False,False,https://lda.senate.gov/filings/public/filing/30b7f3d8-581e-4eb9-8c04-612af86b1ee7/print/
"LEWIS-BURKE ASSOCIATES, LLC",FOUNDATION FOR ENERGY SECURITY AND INNOVATION,20000,59d8d8ec-370b-4dd9-87ae-d52d329fbd17,False,False,https://lda.senate.gov/filings/public/filing/59d8d8ec-370b-4dd9-87ae-d52d329fbd17/print/
CONVERGE PUBLIC STRATEGIES,FOURTH PARTY AI,20000,980a6794-4675-4e63-aa48-08ff598e4d2e,False,False,https://lda.senate.gov/filings/public/filing/980a6794-4675-4e63-aa48-08ff598e4d2e/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Fervo Energy,20000,e1d98e96-0874-4213-b672-e822327bb97b,False,False,https://lda.senate.gov/filings/public/filing/e1d98e96-0874-4213-b672-e822327bb97b/print/
"MERCURY PUBLIC AFFAIRS, LLC",GABRIELENO TONGVA TRIBAL COUNCIL,20000,86fe714b-dfe5-4daa-b266-3dc4b79f639f,False,False,https://lda.senate.gov/filings/public/filing/86fe714b-dfe5-4daa-b266-3dc4b79f639f/print/
"JPC STRATEGIES, LLC","GBK PROPERTIES, LTD.",20000,749fffd8-027e-4a40-a9f1-f0f3442083de,False,False,https://lda.senate.gov/filings/public/filing/749fffd8-027e-4a40-a9f1-f0f3442083de/print/
REVERE FEDERAL STRATEGIES,GENERAL INTUITION FEDERAL,20000,0e93dd9f-df25-4d86-ba10-4d96ec8c01a3,False,False,https://lda.senate.gov/filings/public/filing/0e93dd9f-df25-4d86-ba10-4d96ec8c01a3/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP","GENEVA HOLDINGS OHIO, LLC. DBA SPIRE ACADEMY",20000,b26e59f4-5647-4dc5-b0ba-e8c697ba56fc,False,False,https://lda.senate.gov/filings/public/filing/b26e59f4-5647-4dc5-b0ba-e8c697ba56fc/print/
INVARIANT LLC,"GLASSMAN ENTERPRISES, LLC ON BEHALF OF THE COALITION FOR GREEN CAPITAL",20000,e572c73e-4164-49e7-8cbf-4415f9a2ca55,False,False,https://lda.senate.gov/filings/public/filing/e572c73e-4164-49e7-8cbf-4415f9a2ca55/print/
BOSE PUBLIC AFFAIRS GROUP,GLENMARK PHARMACEUTICALS USA,20000,1d5036b9-0047-410f-af67-efc4e3938057,False,False,https://lda.senate.gov/filings/public/filing/1d5036b9-0047-410f-af67-efc4e3938057/print/
MZLS LLC,GM SECTEC CORP.,20000,06c64ba4-c3c1-4b2c-a4bd-a9ffd4b0db03,False,False,https://lda.senate.gov/filings/public/filing/06c64ba4-c3c1-4b2c-a4bd-a9ffd4b0db03/print/
STRATEGIC MARKETING INNOVATIONS,GMG HOLDCO,20000,f33d08e6-cd24-4fc0-bffa-9b2651e394b0,False,False,https://lda.senate.gov/filings/public/filing/f33d08e6-cd24-4fc0-bffa-9b2651e394b0/print/
MZLS LLC,GOTHAMS ENERGY LLC,20000,2f0e68f1-5486-4d24-baa1-d19c22f94850,False,False,https://lda.senate.gov/filings/public/filing/2f0e68f1-5486-4d24-baa1-d19c22f94850/print/
"CROSSROADS STRATEGIES, LLC",GOULD INDUSTRIES LTD.,20000,2e611e1c-43e0-41eb-b085-0f769a423c7b,False,False,https://lda.senate.gov/filings/public/filing/2e611e1c-43e0-41eb-b085-0f769a423c7b/print/
ACG ADVOCACY,GROUP14 TECHNOLOGIES,20000,a856018f-c951-4693-860c-3782943a036b,False,False,https://lda.senate.gov/filings/public/filing/a856018f-c951-4693-860c-3782943a036b/print/
"RED MAPLE CONSULTING, LLC","GSI SERVICE GROUP, INC.",20000,0694908c-bb96-4d35-b857-3d2c203f3ff8,False,False,https://lda.senate.gov/filings/public/filing/0694908c-bb96-4d35-b857-3d2c203f3ff8/print/
MRC GOVERNMENT STRATEGIES AND ADVOCACY,"GXO, Inc.",20000,5c4c47d4-302c-4299-b62c-d3e2bd267b27,False,False,https://lda.senate.gov/filings/public/filing/5c4c47d4-302c-4299-b62c-d3e2bd267b27/print/
"MARSHALL & POPP, LLC",GlaxoSmithKline LLC,20000,8f70ab08-776f-445c-8b68-5ec9e3876d27,False,False,https://lda.senate.gov/filings/public/filing/8f70ab08-776f-445c-8b68-5ec9e3876d27/print/
"COVENANT GOVERNMENT AFFAIRS, LLC",Grand River Dam Authority,20000,58cb2ce9-48c7-477b-bf57-6a9f25962ac9,False,False,https://lda.senate.gov/filings/public/filing/58cb2ce9-48c7-477b-bf57-6a9f25962ac9/print/
THORN RUN PARTNERS,"Grifols Shared Services North America, Inc.",20000,9f580623-d8f6-4fe4-9447-699ca6b260bc,False,False,https://lda.senate.gov/filings/public/filing/9f580623-d8f6-4fe4-9447-699ca6b260bc/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",HATCH FOR HUNGER,20000,d6a0949f-bd00-4c79-a498-44b77a8298ba,False,False,https://lda.senate.gov/filings/public/filing/d6a0949f-bd00-4c79-a498-44b77a8298ba/print/
ARK STRATEGY,"HAVIK SOLUTIONS, LLC",20000,a3285b7a-31d0-4566-9f90-774b76744d07,False,False,https://lda.senate.gov/filings/public/filing/a3285b7a-31d0-4566-9f90-774b76744d07/print/
RIDGE PATH STRATEGIES,HB STRATEGIES O/B/O THE IRANIAN AMERICAN ALLIANCE FOR A FREE IRAN,20000,401cbbb6-ca0b-4a25-a28e-2559fc808e08,False,False,https://lda.senate.gov/filings/public/filing/401cbbb6-ca0b-4a25-a28e-2559fc808e08/print/
BAKER & HOSTETLER LLP,HEXIUM INC.,20000,426285a5-cece-46c2-a2d8-1cd6ada22d3f,False,False,https://lda.senate.gov/filings/public/filing/426285a5-cece-46c2-a2d8-1cd6ada22d3f/print/
THE WAYFINDER GROUP,HHSC KONA COMMUNITY HOSPITAL,20000,7e2c5b3c-8438-4c0c-ac37-4697601722c4,False,False,https://lda.senate.gov/filings/public/filing/7e2c5b3c-8438-4c0c-ac37-4697601722c4/print/
AXADVOCACY GOVERNMENT RELATIONS,HIDALGO COUNTY COMMISSIONERS COURT,20000,9d6ed68a-a34d-43e3-8d51-fe1af7007bb6,False,False,https://lda.senate.gov/filings/public/filing/9d6ed68a-a34d-43e3-8d51-fe1af7007bb6/print/
HOLLAND & KNIGHT LLP,HIDDENLAYER,20000,e9eebe90-1325-4cd2-bad5-2e0c95681a85,False,False,https://lda.senate.gov/filings/public/filing/e9eebe90-1325-4cd2-bad5-2e0c95681a85/print/
HOLLAND & KNIGHT LLP,HOEGH AUTOLINERS ASA,20000,0ca73c54-15ab-4ec9-9ec1-1d57b0f4590a,False,False,https://lda.senate.gov/filings/public/filing/0ca73c54-15ab-4ec9-9ec1-1d57b0f4590a/print/
THORN RUN PARTNERS,HORSE HEAVEN HOLDINGS INC.,20000,642418d3-7689-4288-a1c6-1a983fa8d7c6,False,False,https://lda.senate.gov/filings/public/filing/642418d3-7689-4288-a1c6-1a983fa8d7c6/print/
POTOMAC STRATEGIC CONSULTING LLC,"Habitat for Humanity International, Inc.",20000,f11f17f5-b8f9-4e33-8234-3ef68a67e2d2,False,False,https://lda.senate.gov/filings/public/filing/f11f17f5-b8f9-4e33-8234-3ef68a67e2d2/print/
MONUMENT ADVOCACY,Health Innovation Alliance,20000,f01cf308-4fff-4d98-a76e-d5894c698de5,False,False,https://lda.senate.gov/filings/public/filing/f01cf308-4fff-4d98-a76e-d5894c698de5/print/
SINGISER SOLUTIONS LLC,Hopewell Fund,20000,fe00b7dd-9df3-4c4f-a31b-eee0ed6b810a,False,False,https://lda.senate.gov/filings/public/filing/fe00b7dd-9df3-4c4f-a31b-eee0ed6b810a/print/
ANCHOR & ARROW LLC,ICEBREAKER STRATEGIES LLC ON BEHALF OF VORBECK MATERIALS CORP.,20000,2f5e5950-16ca-41e6-8c8f-c10a8f5dc5aa,False,False,https://lda.senate.gov/filings/public/filing/2f5e5950-16ca-41e6-8c8f-c10a8f5dc5aa/print/
THE VOGEL GROUP,IDM COMPANIES,20000,94879c2a-9e11-4487-bbe1-d3ca770dfdc1,False,False,https://lda.senate.gov/filings/public/filing/94879c2a-9e11-4487-bbe1-d3ca770dfdc1/print/
"TARPLIN, DOWNS & YOUNG, LLC",IMMIX BIOPHARMA INC,20000,9807a1cc-e7a8-413b-b6e4-6c6e421ac948,False,False,https://lda.senate.gov/filings/public/filing/9807a1cc-e7a8-413b-b6e4-6c6e421ac948/print/
FIDELITY STRATEGIES,INFINITY LABS (ILABS),20000,d7061a92-e3c1-4dee-8a27-d0d8a2a8cf7e,False,False,https://lda.senate.gov/filings/public/filing/d7061a92-e3c1-4dee-8a27-d0d8a2a8cf7e/print/
STROGEN LLC,INGENIUM TECHNOLOGIES CORP,20000,040a4140-0738-4057-aa9e-aebd24ae24de,False,False,https://lda.senate.gov/filings/public/filing/040a4140-0738-4057-aa9e-aebd24ae24de/print/
HOLLAND & KNIGHT LLP,J. WESTLING & CO. LLC,20000,80f13196-cb62-42c1-b139-c4742fd8f586,False,False,https://lda.senate.gov/filings/public/filing/80f13196-cb62-42c1-b139-c4742fd8f586/print/
TIBER CREEK GROUP,JEPPESEN FOREFLIGHT,20000,1b12be8a-ee82-43fb-8b9e-0311c780be1a,False,False,https://lda.senate.gov/filings/public/filing/1b12be8a-ee82-43fb-8b9e-0311c780be1a/print/
J M BURKMAN & ASSOCIATES,JEVA PACKAGING LIMITED,20000,d67aecf5-75f7-472f-95d1-2f84e110ac44,False,False,https://lda.senate.gov/filings/public/filing/d67aecf5-75f7-472f-95d1-2f84e110ac44/print/
J M BURKMAN & ASSOCIATES,JUST ENGINEERING CORPORATION,20000,4baa0096-a9fa-47cf-bfc0-3214600d2524,False,False,https://lda.senate.gov/filings/public/filing/4baa0096-a9fa-47cf-bfc0-3214600d2524/print/
THE WAYFINDER GROUP,KAIMANA HILA ON BEHALF OF THE UNIVERSITY OF HAWAII,20000,f4a76255-9e2a-4e3d-bf9a-6dceff0f8dda,False,False,https://lda.senate.gov/filings/public/filing/f4a76255-9e2a-4e3d-bf9a-6dceff0f8dda/print/
NEXUSONE CONSULTING,KIDS WIN MISSOURI,20000,c49447f6-c120-4489-9ffb-a33bbbfbfc44,False,False,https://lda.senate.gov/filings/public/filing/c49447f6-c120-4489-9ffb-a33bbbfbfc44/print/
HOLLAND & KNIGHT LLP,"KODEX, INC.",20000,06df572d-d3c9-4afe-abaa-57381b972d98,False,False,https://lda.senate.gov/filings/public/filing/06df572d-d3c9-4afe-abaa-57381b972d98/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP","Kyverna Therapeutics, Inc.",20000,1166f578-a830-49ad-aa52-27a256d22f3a,False,False,https://lda.senate.gov/filings/public/filing/1166f578-a830-49ad-aa52-27a256d22f3a/print/
PORTFOLIO STRATEGIES LLC,LEGACY PUBLIC POLICY (AMERIPEN),20000,b3de1a70-a0d5-4788-be1a-33a6d8bd7662,False,False,https://lda.senate.gov/filings/public/filing/b3de1a70-a0d5-4788-be1a-33a6d8bd7662/print/
FIDELITY STRATEGIES,LION GROUP,20000,92c84ecc-5408-4f06-9103-b473bab8f71d,False,False,https://lda.senate.gov/filings/public/filing/92c84ecc-5408-4f06-9103-b473bab8f71d/print/
AMERICAN DEFENSE INTERNATIONAL,"LUNAI BIOWORKS, INC.",20000,34e98229-c38c-4f95-8f2f-a81e316c6040,False,False,https://lda.senate.gov/filings/public/filing/34e98229-c38c-4f95-8f2f-a81e316c6040/print/
THE KPM GROUP DC LLC,MAHZI THERAPEUTICS,20000,3d852585-5853-41b7-9c6b-f6bbe26690ba,False,False,https://lda.senate.gov/filings/public/filing/3d852585-5853-41b7-9c6b-f6bbe26690ba/print/
HOLLAND & KNIGHT LLP,MANNA DRONE DELIVERY INC.,20000,2bc1451e-5511-42ed-83f1-e2433e66916d,False,False,https://lda.senate.gov/filings/public/filing/2bc1451e-5511-42ed-83f1-e2433e66916d/print/
FAEGRE DRINKER BIDDLE & REATH LLP,MATHEMATICAL ASSOCIATION OF AMERICA,20000,4e5918d1-285d-4d73-8e32-f588f302ae2d,False,False,https://lda.senate.gov/filings/public/filing/4e5918d1-285d-4d73-8e32-f588f302ae2d/print/
THE WAYFINDER GROUP,MAUI COUNTY-DC,20000,238ed7ff-dd31-4be2-bd0e-2a369306b9f7,False,False,https://lda.senate.gov/filings/public/filing/238ed7ff-dd31-4be2-bd0e-2a369306b9f7/print/
WHEAT SHROYER GOVERNMENT RELATIONS LLC,MIRION TECHNOLOGIES,20000,0cbf4198-ac70-436e-b573-c43a1186571c,False,False,https://lda.senate.gov/filings/public/filing/0cbf4198-ac70-436e-b573-c43a1186571c/print/
CONNECTOR INC.,MOBILEDMV,20000,384e6679-b790-46b4-bf80-1397d1db0a6c,False,False,https://lda.senate.gov/filings/public/filing/384e6679-b790-46b4-bf80-1397d1db0a6c/print/
KAMRAN DARAVI CONSULTING LLC,"MONTICELLO GROUP, LLC ON BEHALF OF WRAP TECHNOLOGIES, INC.",20000,d1a6d384-aae5-4a8c-abef-7a6723cc7067,False,False,https://lda.senate.gov/filings/public/filing/d1a6d384-aae5-4a8c-abef-7a6723cc7067/print/
STINSON LLP,MTRUST LLC,20000,1aa015a3-ec92-4c5f-b51f-12ffc5a0a680,False,False,https://lda.senate.gov/filings/public/filing/1aa015a3-ec92-4c5f-b51f-12ffc5a0a680/print/
THE DOERRER GROUP LLC,Molson Coors Beverage Company USA LLC,20000,481ec2e4-1b9a-4952-96da-9a4331815b73,False,False,https://lda.senate.gov/filings/public/filing/481ec2e4-1b9a-4952-96da-9a4331815b73/print/
"GUIDE CONSULTING SERVICES, INC.",NATIONAL ALLIANCE FOR DIRECT SUPPORT PROFESSIONALS,20000,a0ef9b29-4f14-4a04-a5cd-a4a7b12bee3a,False,False,https://lda.senate.gov/filings/public/filing/a0ef9b29-4f14-4a04-a5cd-a4a7b12bee3a/print/
"MERCURY PUBLIC AFFAIRS, LLC",NATIONAL ASIAN/PACIFIC ISLANDER AMERICAN CHAMBER OF COMMERCE & ENTREPRENEURSHIP,20000,c8bbcbbb-7cfc-4b0d-8baf-31857f95a228,False,False,https://lda.senate.gov/filings/public/filing/c8bbcbbb-7cfc-4b0d-8baf-31857f95a228/print/
APCO WORLDWIDE LLC,"NATIONAL FOUNDATION FOR CREDIT COUNSELING, INC.",20000,ec280b81-0597-4098-8bed-89b7b50017d9,False,False,https://lda.senate.gov/filings/public/filing/ec280b81-0597-4098-8bed-89b7b50017d9/print/
FULCRUM PUBLIC AFFAIRS LLC,NATIONAL MPS SOCIETY,20000,c31fa13a-0de8-4614-933e-de6de5f98b29,False,False,https://lda.senate.gov/filings/public/filing/c31fa13a-0de8-4614-933e-de6de5f98b29/print/
"MEHLMAN CONSULTING, INC.",NATIONAL PANHELLENIC CONFERENCE,20000,50647f9b-e3c7-4afb-9043-aac3224601e0,False,False,https://lda.senate.gov/filings/public/filing/50647f9b-e3c7-4afb-9043-aac3224601e0/print/
REVERE FEDERAL STRATEGIES,NATIONAL STEM TALENT INITIATIVE,20000,5d827ed3-3df5-4629-aa96-8981b0c2bc72,False,False,https://lda.senate.gov/filings/public/filing/5d827ed3-3df5-4629-aa96-8981b0c2bc72/print/
"MINDSET ADVOCACY, LLC",NESTIDD,20000,165f172d-0750-4e0b-a933-866d64f351bf,False,False,https://lda.senate.gov/filings/public/filing/165f172d-0750-4e0b-a933-866d64f351bf/print/
DUANE MORRIS GOVERNMENT STRATEGIES,NEUROFLOW,20000,9567108a-5d22-4282-a512-91cade15ac4d,False,False,https://lda.senate.gov/filings/public/filing/9567108a-5d22-4282-a512-91cade15ac4d/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",National Waste & Recycling Association,20000,97084ed8-170f-44dc-9d4e-d153c550a13e,False,False,https://lda.senate.gov/filings/public/filing/97084ed8-170f-44dc-9d4e-d153c550a13e/print/
"FEDERAL HALL POLICY ADVISORS, LLC","Netflix, Inc.",20000,ccbbe463-e006-47b5-b7fb-c4286ddaf5be,False,False,https://lda.senate.gov/filings/public/filing/ccbbe463-e006-47b5-b7fb-c4286ddaf5be/print/
SKYLINE CAPITOL LLC,Northrop Grumman Corporation,20000,1291b103-8d1a-458f-870e-8327cc5316ea,False,False,https://lda.senate.gov/filings/public/filing/1291b103-8d1a-458f-870e-8327cc5316ea/print/
S-3 GROUP,Novo Nordisk Inc.,20000,7da64784-dca7-4fd1-bee1-ec9859e086d2,False,False,https://lda.senate.gov/filings/public/filing/7da64784-dca7-4fd1-bee1-ec9859e086d2/print/
CAPITOL COUNSEL LLC,OKX INC.,20000,3627218b-5ff3-4373-8658-76ff7160804a,False,False,https://lda.senate.gov/filings/public/filing/3627218b-5ff3-4373-8658-76ff7160804a/print/
"CORCORAN & ASSOCIATES, INC. DBA CORCORAN PARTNERS","OMNI HEALTHCARE, INC.",20000,cebe8600-96c9-4e26-ae86-d93f93302464,False,False,https://lda.senate.gov/filings/public/filing/cebe8600-96c9-4e26-ae86-d93f93302464/print/
BGR GOVERNMENT AFFAIRS,OPEN POLICY ASSOCIATION,20000,e8283f2f-3d2b-4d16-adb7-d55795816654,False,False,https://lda.senate.gov/filings/public/filing/e8283f2f-3d2b-4d16-adb7-d55795816654/print/
VAN SCOYOC ASSOCIATES,ORANGE COUNTY HEALTH AUTHORITY DBA CALOPTIMA,20000,1a0cc7d0-f429-46de-9978-c77d8eacfc55,False,False,https://lda.senate.gov/filings/public/filing/1a0cc7d0-f429-46de-9978-c77d8eacfc55/print/
ANCHOR & ARROW LLC,Oklo Inc.,20000,b5c9e58c-0dcd-496c-8f07-06e894828daa,False,False,https://lda.senate.gov/filings/public/filing/b5c9e58c-0dcd-496c-8f07-06e894828daa/print/
"CORCORAN & ASSOCIATES, INC. DBA CORCORAN PARTNERS",Oscar Management Corporation,20000,649effa5-e122-4ac6-9ba2-39ee25f5caf0,False,False,https://lda.senate.gov/filings/public/filing/649effa5-e122-4ac6-9ba2-39ee25f5caf0/print/
"MORAN GLOBAL STRATEGIES, INC.","P4 X GROUP, INC.",20000,1a56d675-1acb-492d-a690-85109ea0b0a4,False,False,https://lda.senate.gov/filings/public/filing/1a56d675-1acb-492d-a690-85109ea0b0a4/print/
BOHL GOVERNMENT AFFAIRS,PAYTIENT TECHNOLOGIES INC,20000,1d968365-dad6-4fc1-9e7b-7b27d73b416d,False,False,https://lda.senate.gov/filings/public/filing/1d968365-dad6-4fc1-9e7b-7b27d73b416d/print/
MAVEN ADVOCACY PARTNERS LLC,PERSEUS DEFENSE,20000,445bdf12-2e84-4b81-bcda-7c47bed724a2,False,False,https://lda.senate.gov/filings/public/filing/445bdf12-2e84-4b81-bcda-7c47bed724a2/print/
SCHOENING STRATEGIES,PETROLEUM EQUIPMENT INSTITUTE,20000,b0013805-8421-4d7a-99cf-27407b8e48e5,False,False,https://lda.senate.gov/filings/public/filing/b0013805-8421-4d7a-99cf-27407b8e48e5/print/
"REPUBLIC CONSULTING, LLC",PLATFORM AEROSPACE,20000,abe9411a-b924-4297-9f27-9d339f12d704,False,False,https://lda.senate.gov/filings/public/filing/abe9411a-b924-4297-9f27-9d339f12d704/print/
"DCI GROUP, L.L.C.","POINTSTATE CAPITAL, LP",20000,66b6b2a0-4b7e-4568-8906-09e52579f40b,False,False,https://lda.senate.gov/filings/public/filing/66b6b2a0-4b7e-4568-8906-09e52579f40b/print/
