registrant,kind,client,amount,filing_uuid,lda_public_url
AKIN GUMP STRAUSS HAUER & FELD,signed,Mesabi Metallics Company LLC,20000,d878641e-6b0e-4cfc-b460-4108997ba9d0,https://lda.senate.gov/filings/public/filing/d878641e-6b0e-4cfc-b460-4108997ba9d0/print/
AKIN GUMP STRAUSS HAUER & FELD,signed,MILACRON HOLDINGS CORP,,68921265-63bc-42f4-9463-4007666a16c0,https://lda.senate.gov/filings/public/filing/68921265-63bc-42f4-9463-4007666a16c0/print/
BALLARD PARTNERS,lost,KIRKLAND & ELLIS LLP,820000,7d58dfe3-249e-4139-9fb1-d2727fc43d95,https://lda.senate.gov/filings/public/filing/7d58dfe3-249e-4139-9fb1-d2727fc43d95/print/
BALLARD PARTNERS,lost,"UNET PRODUCTION, LLC",500000,bfb3c6b6-15cf-4a8f-b691-8288c1b4e461,https://lda.senate.gov/filings/public/filing/bfb3c6b6-15cf-4a8f-b691-8288c1b4e461/print/
BALLARD PARTNERS,lost,APOTEX CORP.,440000,802fca7d-fb5f-4b07-977d-bf74830e5b1c,https://lda.senate.gov/filings/public/filing/802fca7d-fb5f-4b07-977d-bf74830e5b1c/print/
BALLARD PARTNERS,lost,"PRESCIENT MEDICINE HOLDINGS, INC.",400000,7175eada-3ef9-462b-a039-efa255b3ae27,https://lda.senate.gov/filings/public/filing/7175eada-3ef9-462b-a039-efa255b3ae27/print/
BALLARD PARTNERS,lost,"BI2 TECHNOLOGIES, LLC",330000,b6740062-9afa-4f5a-a0e0-e780200a8021,https://lda.senate.gov/filings/public/filing/b6740062-9afa-4f5a-a0e0-e780200a8021/print/
BALLARD PARTNERS,lost,"ATLAS AIR, INC.",300000,0d29423f-8864-4828-a61b-2e9cff5f480a,https://lda.senate.gov/filings/public/filing/0d29423f-8864-4828-a61b-2e9cff5f480a/print/
BALLARD PARTNERS,lost,"AXINN, VELTROP & HARKRIDER LLP ON BEHALF OF WORLDPAY, INC.",290000,d5b0a910-5582-42ec-9cb7-f0b95909a21c,https://lda.senate.gov/filings/public/filing/d5b0a910-5582-42ec-9cb7-f0b95909a21c/print/
BALLARD PARTNERS,lost,"PARAGON SYSTEMS, INC.",280000,bd23344d-76f6-4ca0-b563-f8521c6cf4b4,https://lda.senate.gov/filings/public/filing/bd23344d-76f6-4ca0-b563-f8521c6cf4b4/print/
BALLARD PARTNERS,lost,"Moss & Associates, LLC",270000,066c7097-2fae-49f0-a49c-8301b4b706f0,https://lda.senate.gov/filings/public/filing/066c7097-2fae-49f0-a49c-8301b4b706f0/print/
BALLARD PARTNERS,lost,UNIVFY INC.,230000,768c26be-1277-4109-a008-96f2cd225b9a,https://lda.senate.gov/filings/public/filing/768c26be-1277-4109-a008-96f2cd225b9a/print/
BALLARD PARTNERS,lost,Airlines for America,220000,69a868b0-3638-48d7-b6d0-1da9c1199c29,https://lda.senate.gov/filings/public/filing/69a868b0-3638-48d7-b6d0-1da9c1199c29/print/
BALLARD PARTNERS,lost,"HYPERICE, INC.",210000,cb86d3db-3221-41f0-8843-bdfdcd2f91b1,https://lda.senate.gov/filings/public/filing/cb86d3db-3221-41f0-8843-bdfdcd2f91b1/print/
BALLARD PARTNERS,lost,ExThera Medical Corporation,200000,a60550e1-ef89-4b45-ba66-49cd84724ec6,https://lda.senate.gov/filings/public/filing/a60550e1-ef89-4b45-ba66-49cd84724ec6/print/
BALLARD PARTNERS,lost,"MANHATTAN TELECOMMUNICATIONS CORPORATION, LLC A/K/A METTEL",200000,a098877c-0331-4d5e-aa16-ddac1eab1add,https://lda.senate.gov/filings/public/filing/a098877c-0331-4d5e-aa16-ddac1eab1add/print/
BALLARD PARTNERS,lost,Pernod Ricard USA,170000,a8048334-6190-410d-bd66-b6dbc4241403,https://lda.senate.gov/filings/public/filing/a8048334-6190-410d-bd66-b6dbc4241403/print/
BALLARD PARTNERS,lost,DR. JONATHAN WALKER,160000,d58ea396-3174-47a0-ae18-95a5fce5a58f,https://lda.senate.gov/filings/public/filing/d58ea396-3174-47a0-ae18-95a5fce5a58f/print/
BALLARD PARTNERS,lost,Sublime Systems,160000,faf2ca6d-a8d5-4349-8a96-72e29c08f1c3,https://lda.senate.gov/filings/public/filing/faf2ca6d-a8d5-4349-8a96-72e29c08f1c3/print/
BALLARD PARTNERS,lost,KRA MANAGEMENT LLC,150000,deb33d87-03af-45a0-bb82-81d6f2f6b22c,https://lda.senate.gov/filings/public/filing/deb33d87-03af-45a0-bb82-81d6f2f6b22c/print/
BALLARD PARTNERS,lost,"Ambipar Holding USA, Inc.",140000,9321c4c7-159a-48b9-8558-595a3f3d0eb8,https://lda.senate.gov/filings/public/filing/9321c4c7-159a-48b9-8558-595a3f3d0eb8/print/
BALLARD PARTNERS,lost,Anti-Defamation League,120000,e5c2908e-6270-466c-a74a-a0243ec83177,https://lda.senate.gov/filings/public/filing/e5c2908e-6270-466c-a74a-a0243ec83177/print/
BALLARD PARTNERS,lost,"Niagara Bottling, LLC",110000,25dd657d-01e6-4572-ae05-f1b566310ac0,https://lda.senate.gov/filings/public/filing/25dd657d-01e6-4572-ae05-f1b566310ac0/print/
BALLARD PARTNERS,lost,WM. G. ROE & SONS INC.,100000,5b3f595f-5e01-4bec-aecb-a2ad02ab1858,https://lda.senate.gov/filings/public/filing/5b3f595f-5e01-4bec-aecb-a2ad02ab1858/print/
BALLARD PARTNERS,lost,"AXINN, VELTROP & HARKRIDER LLP ON BEHALF OF VERIFORCE",90000,c7d3e206-9d72-4af7-91c9-18b2e24cc418,https://lda.senate.gov/filings/public/filing/c7d3e206-9d72-4af7-91c9-18b2e24cc418/print/
BALLARD PARTNERS,lost,MCDERMOTT+ CONSULTING (ON BEHALF OF THE AMERICAN ACADEMY OF OPHTHALMOLOGY),80000,9bb217ed-8e68-4510-91d8-b3cdb7fd177e,https://lda.senate.gov/filings/public/filing/9bb217ed-8e68-4510-91d8-b3cdb7fd177e/print/
BALLARD PARTNERS,lost,"GADSDEN COUNTY, FL BOARD OF COUNTY COMMISSIONERS",70000,be2dd3c1-0274-445d-930a-5c648583290c,https://lda.senate.gov/filings/public/filing/be2dd3c1-0274-445d-930a-5c648583290c/print/
BALLARD PARTNERS,signed,"CHRIS KISE & ASSOCIATES, P.A. ON BEHALF OF BANCREDITO HOLDING CORPORATION",630000,11138ad8-5683-4d3a-a689-e2aca14def2a,https://lda.senate.gov/filings/public/filing/11138ad8-5683-4d3a-a689-e2aca14def2a/print/
BALLARD PARTNERS,signed,NEROBREEZE LIMITED,500000,99d448db-79f4-46e4-9046-b1ce477da78f,https://lda.senate.gov/filings/public/filing/99d448db-79f4-46e4-9046-b1ce477da78f/print/
BALLARD PARTNERS,signed,OGMA SSH FZ-LLC,280000,79039d3e-32f3-406c-9fa1-ad086f8751d6,https://lda.senate.gov/filings/public/filing/79039d3e-32f3-406c-9fa1-ad086f8751d6/print/
BALLARD PARTNERS,signed,Kimberly-Clark Corporation,230000,241e53f2-1101-4e5e-9a77-0503957e1097,https://lda.senate.gov/filings/public/filing/241e53f2-1101-4e5e-9a77-0503957e1097/print/
BALLARD PARTNERS,signed,FIVETRAN INC.,200000,299f05be-b1a7-4506-8b66-425ebdcb7d87,https://lda.senate.gov/filings/public/filing/299f05be-b1a7-4506-8b66-425ebdcb7d87/print/
BALLARD PARTNERS,signed,"ACCUTAR BIOTECHNOLOGY, INC.",170000,58ba5d8f-b1ae-4ed2-b10f-99d9ed335912,https://lda.senate.gov/filings/public/filing/58ba5d8f-b1ae-4ed2-b10f-99d9ed335912/print/
BALLARD PARTNERS,signed,"FLEX, LTD.",150000,063787fe-5a4b-4ae1-b785-665569eb3dde,https://lda.senate.gov/filings/public/filing/063787fe-5a4b-4ae1-b785-665569eb3dde/print/
BALLARD PARTNERS,signed,CHANA HOLDINGS LLC,130000,bf411bd6-57f8-47a5-905a-deaccc9cf122,https://lda.senate.gov/filings/public/filing/bf411bd6-57f8-47a5-905a-deaccc9cf122/print/
BALLARD PARTNERS,signed,SEACOAST NATIONAL BANK,120000,0d2ecb84-a7f0-4127-975d-f01c8c31a058,https://lda.senate.gov/filings/public/filing/0d2ecb84-a7f0-4127-975d-f01c8c31a058/print/
BALLARD PARTNERS,signed,ZAYO,120000,8a34f579-96aa-424c-9414-34ed2058d818,https://lda.senate.gov/filings/public/filing/8a34f579-96aa-424c-9414-34ed2058d818/print/
BALLARD PARTNERS,signed,AMERICAN BATTERY TECHNOLOGY COMPANY,110000,4a728ddf-b9dd-44a0-ac00-a9fe7563335f,https://lda.senate.gov/filings/public/filing/4a728ddf-b9dd-44a0-ac00-a9fe7563335f/print/
BALLARD PARTNERS,signed,American Chemistry Council,110000,46503c4d-7894-4f77-bf0a-fe82936a00a0,https://lda.senate.gov/filings/public/filing/46503c4d-7894-4f77-bf0a-fe82936a00a0/print/
BALLARD PARTNERS,signed,3M Company,100000,40ad30d6-e8a3-4a64-b993-2f40bbad3d27,https://lda.senate.gov/filings/public/filing/40ad30d6-e8a3-4a64-b993-2f40bbad3d27/print/
BALLARD PARTNERS,signed,ARENA INVESTORS LP,100000,792b1f5f-11cf-481d-9b2d-16e2d33df6ab,https://lda.senate.gov/filings/public/filing/792b1f5f-11cf-481d-9b2d-16e2d33df6ab/print/
BALLARD PARTNERS,signed,CERTREE,90000,efbc19bb-6c9f-410a-8f7f-19aacace034b,https://lda.senate.gov/filings/public/filing/efbc19bb-6c9f-410a-8f7f-19aacace034b/print/
BALLARD PARTNERS,signed,JEMMSTONE LLC,90000,ea36307c-e5af-46e7-810b-5479cc344af2,https://lda.senate.gov/filings/public/filing/ea36307c-e5af-46e7-810b-5479cc344af2/print/
BALLARD PARTNERS,signed,MAYER BROWN LLP ON BEHALF OF SYENSQO USA LLC,90000,09a507d5-76cd-4f44-9885-56544e3a2d07,https://lda.senate.gov/filings/public/filing/09a507d5-76cd-4f44-9885-56544e3a2d07/print/
BALLARD PARTNERS,signed,RUDY OPCO LLC,90000,438b1a2d-bc34-43de-b563-31f3d1f5d951,https://lda.senate.gov/filings/public/filing/438b1a2d-bc34-43de-b563-31f3d1f5d951/print/
BALLARD PARTNERS,signed,SABER HEALTHCARE GROUP,90000,01e3105a-64cd-41d4-b880-9c0d4afd7b74,https://lda.senate.gov/filings/public/filing/01e3105a-64cd-41d4-b880-9c0d4afd7b74/print/
BALLARD PARTNERS,signed,SECURITYSCORECARD,90000,13030a8e-39c3-4753-a5c3-d63a302da1d1,https://lda.senate.gov/filings/public/filing/13030a8e-39c3-4753-a5c3-d63a302da1d1/print/
BALLARD PARTNERS,signed,"KIRKLAND & ELLIS LLP ON BEHALF OF EVOLVE BUYER, LLC AND YODA TOPCO, LP",80000,4410a9ed-a1bb-4d0c-9d9d-dc1b58df78a7,https://lda.senate.gov/filings/public/filing/4410a9ed-a1bb-4d0c-9d9d-dc1b58df78a7/print/
BALLARD PARTNERS,signed,"Madrigal Pharmaceuticals, Inc.",80000,626947b9-9852-4e07-91ac-9bd7f3845dd4,https://lda.senate.gov/filings/public/filing/626947b9-9852-4e07-91ac-9bd7f3845dd4/print/
BALLARD PARTNERS,signed,"PROSKAUER ROSE LLP ON BEHALF OF COPPERWELD BIMETALLICS, LLC",80000,400d077e-211a-4bab-80fd-22ca9b5ca765,https://lda.senate.gov/filings/public/filing/400d077e-211a-4bab-80fd-22ca9b5ca765/print/
BALLARD PARTNERS,signed,"Ferring Pharmaceuticals, Inc.",70000,41c3f8a4-de29-4b2b-84da-171ad157a7ca,https://lda.senate.gov/filings/public/filing/41c3f8a4-de29-4b2b-84da-171ad157a7ca/print/
BALLARD PARTNERS,signed,"MANTARI INDUSTRIES, INC.",60000,051189e7-4605-4974-acbc-8879c52f74b1,https://lda.senate.gov/filings/public/filing/051189e7-4605-4974-acbc-8879c52f74b1/print/
BALLARD PARTNERS,signed,RP LEGAL GROUP,60000,51ce8030-4157-4932-9dc0-e905a65c5b79,https://lda.senate.gov/filings/public/filing/51ce8030-4157-4932-9dc0-e905a65c5b79/print/
BALLARD PARTNERS,signed,"Cisco Systems, Inc.",50000,a30f0ce1-07ea-4f45-800d-20b2186c5b02,https://lda.senate.gov/filings/public/filing/a30f0ce1-07ea-4f45-800d-20b2186c5b02/print/
BALLARD PARTNERS,signed,Florida Atlantic University,50000,fc339e30-8831-4b4d-ad0e-7f7e3507e6fa,https://lda.senate.gov/filings/public/filing/fc339e30-8831-4b4d-ad0e-7f7e3507e6fa/print/
BALLARD PARTNERS,signed,VISIONS GLOBAL LLC,50000,7910f34d-7fbe-4a98-9c03-c68f8ed4c775,https://lda.senate.gov/filings/public/filing/7910f34d-7fbe-4a98-9c03-c68f8ed4c775/print/
BALLARD PARTNERS,signed,1 INC.,40000,c90d6d59-b103-43a7-9c2c-d6512daa714a,https://lda.senate.gov/filings/public/filing/c90d6d59-b103-43a7-9c2c-d6512daa714a/print/
BALLARD PARTNERS,signed,BlackSea Technologies,40000,a971f892-7fba-4f97-a48b-7dd666296f67,https://lda.senate.gov/filings/public/filing/a971f892-7fba-4f97-a48b-7dd666296f67/print/
BALLARD PARTNERS,signed,ERNA ENTERPRISES,40000,8440f788-4956-4e1b-ba0d-e57d175df568,https://lda.senate.gov/filings/public/filing/8440f788-4956-4e1b-ba0d-e57d175df568/print/
BALLARD PARTNERS,signed,"GENETIX BIOTHERAPEUTICS, INC.",40000,e818c4e4-770e-4866-a6d9-c8869c1cd3f5,https://lda.senate.gov/filings/public/filing/e818c4e4-770e-4866-a6d9-c8869c1cd3f5/print/
BALLARD PARTNERS,signed,J. WESTLING & CO. LLC,40000,2a0735a7-3ef0-4f34-b531-7cbb160c36a2,https://lda.senate.gov/filings/public/filing/2a0735a7-3ef0-4f34-b531-7cbb160c36a2/print/
BALLARD PARTNERS,signed,MML PROPERTIES LTD.,40000,06b183be-9612-43c1-a4c5-cc5f7e7ba5b6,https://lda.senate.gov/filings/public/filing/06b183be-9612-43c1-a4c5-cc5f7e7ba5b6/print/
BALLARD PARTNERS,signed,"SENIOR CARE PHARMACY, INC.",40000,2380b9a1-3cb6-410d-b526-c56c965bc539,https://lda.senate.gov/filings/public/filing/2380b9a1-3cb6-410d-b526-c56c965bc539/print/
BALLARD PARTNERS,signed,"CREDIT UNION LOAN SOURCE, LLC",30000,4c90002b-5ceb-4b21-9189-74da71ecd5cd,https://lda.senate.gov/filings/public/filing/4c90002b-5ceb-4b21-9189-74da71ecd5cd/print/
BALLARD PARTNERS,signed,TransUnion LLC,30000,8acac0f0-d35f-4437-9eec-c45fe333d79e,https://lda.senate.gov/filings/public/filing/8acac0f0-d35f-4437-9eec-c45fe333d79e/print/
BALLARD PARTNERS,signed,Palm Beach County,20000,b8a52476-88dc-45a7-aef5-707ef56131d5,https://lda.senate.gov/filings/public/filing/b8a52476-88dc-45a7-aef5-707ef56131d5/print/
BALLARD PARTNERS,signed,Coretsu Inc.,,cbbaa916-9a0a-4b04-9e08-041f0264f950,https://lda.senate.gov/filings/public/filing/cbbaa916-9a0a-4b04-9e08-041f0264f950/print/
BALLARD PARTNERS,signed,United Aeronautical Corporation,,8fbe8aad-f80a-4a1d-85bf-d6a84e8299e5,https://lda.senate.gov/filings/public/filing/8fbe8aad-f80a-4a1d-85bf-d6a84e8299e5/print/
BGR GOVERNMENT AFFAIRS,lost,Kellanova,320000,589c7f7c-a451-4d1c-8aed-a0fd55e93fb0,https://lda.senate.gov/filings/public/filing/589c7f7c-a451-4d1c-8aed-a0fd55e93fb0/print/
BGR GOVERNMENT AFFAIRS,lost,"CUISINE SOLUTIONS, INC.",180000,470d717c-e506-4b69-93ef-8e81341a145f,https://lda.senate.gov/filings/public/filing/470d717c-e506-4b69-93ef-8e81341a145f/print/
BGR GOVERNMENT AFFAIRS,lost,SEMI,170000,17b6edcc-0e71-486b-856f-eaf40442cebf,https://lda.senate.gov/filings/public/filing/17b6edcc-0e71-486b-856f-eaf40442cebf/print/
BGR GOVERNMENT AFFAIRS,lost,"Abiomed, Inc.",150000,8fc24cea-f5f8-4c48-a26b-0a2838faceca,https://lda.senate.gov/filings/public/filing/8fc24cea-f5f8-4c48-a26b-0a2838faceca/print/
BGR GOVERNMENT AFFAIRS,lost,ST ENERGY,140000,6aa44822-221d-45a9-9a41-eb1976f10b37,https://lda.senate.gov/filings/public/filing/6aa44822-221d-45a9-9a41-eb1976f10b37/print/
BGR GOVERNMENT AFFAIRS,lost,EVERYONE MEDICINES,120000,86572422-5bd3-46d1-ab63-99cb20e93dd4,https://lda.senate.gov/filings/public/filing/86572422-5bd3-46d1-ab63-99cb20e93dd4/print/
BGR GOVERNMENT AFFAIRS,signed,NEBIUS GROUP N.V. (FKA YANDEX N.V.),200000,6e081262-7aa3-4a7a-be99-1f569cd0875f,https://lda.senate.gov/filings/public/filing/6e081262-7aa3-4a7a-be99-1f569cd0875f/print/
BGR GOVERNMENT AFFAIRS,signed,SSR MINING,120000,da7f635d-02d5-48f5-b5d1-8e601a6abc20,https://lda.senate.gov/filings/public/filing/da7f635d-02d5-48f5-b5d1-8e601a6abc20/print/
BGR GOVERNMENT AFFAIRS,signed,FAIRMOUNT FUNDS MANAGEMENT LLC,80000,d2f1ceaf-62b2-4d74-8abd-0c0a55a1583e,https://lda.senate.gov/filings/public/filing/d2f1ceaf-62b2-4d74-8abd-0c0a55a1583e/print/
BGR GOVERNMENT AFFAIRS,signed,RXO,80000,c82fa973-bcdb-4509-b2a7-2cdfadb391ad,https://lda.senate.gov/filings/public/filing/c82fa973-bcdb-4509-b2a7-2cdfadb391ad/print/
BGR GOVERNMENT AFFAIRS,signed,SUSTAINMENT,80000,805faa8e-af1f-4a4b-8ef1-eb4b35506304,https://lda.senate.gov/filings/public/filing/805faa8e-af1f-4a4b-8ef1-eb4b35506304/print/
BGR GOVERNMENT AFFAIRS,signed,Orbit Fab,60000,d98509ba-b28b-4519-9c7c-b8a1c9298d21,https://lda.senate.gov/filings/public/filing/d98509ba-b28b-4519-9c7c-b8a1c9298d21/print/
BGR GOVERNMENT AFFAIRS,signed,Central Ohio Transit Authority,50000,e37a877e-4fa6-46ef-b462-214fc6665546,https://lda.senate.gov/filings/public/filing/e37a877e-4fa6-46ef-b462-214fc6665546/print/
BGR GOVERNMENT AFFAIRS,signed,ECLIPSE METALS LTD.,50000,127b460f-369e-433c-b900-9e102fceecb2,https://lda.senate.gov/filings/public/filing/127b460f-369e-433c-b900-9e102fceecb2/print/
BGR GOVERNMENT AFFAIRS,signed,NanoGraf Corporation,50000,249ffcc4-1764-4abc-b709-7e1f5e3ff6a5,https://lda.senate.gov/filings/public/filing/249ffcc4-1764-4abc-b709-7e1f5e3ff6a5/print/
BGR GOVERNMENT AFFAIRS,signed,STANDARD CRYPTO,50000,92b42dcb-2ca2-4028-baa2-a83218f3eec3,https://lda.senate.gov/filings/public/filing/92b42dcb-2ca2-4028-baa2-a83218f3eec3/print/
BGR GOVERNMENT AFFAIRS,signed,Vineyard Offshore LLC,50000,23dcaf30-a2c5-440d-a993-fa55a590b068,https://lda.senate.gov/filings/public/filing/23dcaf30-a2c5-440d-a993-fa55a590b068/print/
BGR GOVERNMENT AFFAIRS,signed,AEGILYS,40000,4543335e-8d54-4b73-887e-b2e64551bff7,https://lda.senate.gov/filings/public/filing/4543335e-8d54-4b73-887e-b2e64551bff7/print/
BGR GOVERNMENT AFFAIRS,signed,"DRAGONFLY DIGITAL MANAGEMENT, LLC",40000,f2415b3b-2310-4ddd-aadd-a7ce1f51f34d,https://lda.senate.gov/filings/public/filing/f2415b3b-2310-4ddd-aadd-a7ce1f51f34d/print/
BGR GOVERNMENT AFFAIRS,signed,"Databricks, Inc.",40000,1288bd5a-066e-4748-b5e5-218d1128ba7a,https://lda.senate.gov/filings/public/filing/1288bd5a-066e-4748-b5e5-218d1128ba7a/print/
BGR GOVERNMENT AFFAIRS,signed,MISSISSIPPI HOSPITAL ASSOCIATION,40000,3e993c06-603d-4bd8-8a4b-5147ada394c4,https://lda.senate.gov/filings/public/filing/3e993c06-603d-4bd8-8a4b-5147ada394c4/print/
BGR GOVERNMENT AFFAIRS,signed,Colorectal Cancer Alliance,30000,09f6ef3c-377e-4786-9395-933af5e2080b,https://lda.senate.gov/filings/public/filing/09f6ef3c-377e-4786-9395-933af5e2080b/print/
BGR GOVERNMENT AFFAIRS,signed,NOVA TECHNOLOGIES,30000,98da1c9b-e7ff-416d-8b5c-8eae3cbe3391,https://lda.senate.gov/filings/public/filing/98da1c9b-e7ff-416d-8b5c-8eae3cbe3391/print/
BGR GOVERNMENT AFFAIRS,signed,SiriusXM,30000,0d79dd3f-aa65-4c4b-bc0b-032ee2eb0a3c,https://lda.senate.gov/filings/public/filing/0d79dd3f-aa65-4c4b-bc0b-032ee2eb0a3c/print/
BOUNDARY STONE PARTNERS,lost,Hanwha Q CELLS America Inc.,450000,68124174-c1cd-4a0e-bcbc-a1741ea937e5,https://lda.senate.gov/filings/public/filing/68124174-c1cd-4a0e-bcbc-a1741ea937e5/print/
BOUNDARY STONE PARTNERS,lost,Fervo Energy,360000,3bd64844-63cf-432c-a708-803bb102cc7e,https://lda.senate.gov/filings/public/filing/3bd64844-63cf-432c-a708-803bb102cc7e/print/
BOUNDARY STONE PARTNERS,lost,LUNAR ENERGY,240000,f8698911-9cd2-400a-82f5-a0378c474d25,https://lda.senate.gov/filings/public/filing/f8698911-9cd2-400a-82f5-a0378c474d25/print/
