client,old_firm,new_firm,hire_dq,move,client_q_canonical_spend,term_uuid,term_lda_url,hire_uuid,hire_lda_url
Overland AI,ANCHOR & ARROW STRATEGIES,ANCHOR & ARROW LLC,1,,65000,1bd5d49a-9230-4ffd-ac12-681139ccc273,https://lda.senate.gov/filings/public/filing/1bd5d49a-9230-4ffd-ac12-681139ccc273/print/,4c6a09cd-efc2-433d-ace2-5aba684b2e4d,https://lda.senate.gov/filings/public/filing/4c6a09cd-efc2-433d-ace2-5aba684b2e4d/print/
"City of Alameda, California",AKERMAN LLP,"COVINO SMITH & SIMON, INC. (FORMERLY SIMON AND COMPANY, INC.)",-1,,61000,a92964ed-ffaa-423e-9f41-98de7589e870,https://lda.senate.gov/filings/public/filing/a92964ed-ffaa-423e-9f41-98de7589e870/print/,670764c8-c773-4d97-880d-4c4c2fd5b70f,https://lda.senate.gov/filings/public/filing/670764c8-c773-4d97-880d-4c4c2fd5b70f/print/
AMERIPEN,AMERIPEN,LEGACY PUBLIC POLICY,1,from-inhouse,60000,3a2654ca-6e6f-404f-9722-ed7bf7d76e3a,https://lda.senate.gov/filings/public/filing/3a2654ca-6e6f-404f-9722-ed7bf7d76e3a/print/,48bf4f97-617b-415a-b9c4-15b755eac8b2,https://lda.senate.gov/filings/public/filing/48bf4f97-617b-415a-b9c4-15b755eac8b2/print/
AMERIPEN,"VNF SOLUTIONS, LLC",LEGACY PUBLIC POLICY,1,,60000,a1f9ec4a-7263-4397-af7f-8baa82351a5a,https://lda.senate.gov/filings/public/filing/a1f9ec4a-7263-4397-af7f-8baa82351a5a/print/,48bf4f97-617b-415a-b9c4-15b755eac8b2,https://lda.senate.gov/filings/public/filing/48bf4f97-617b-415a-b9c4-15b755eac8b2/print/
Atom Computing,"ALPINE GROUP PARTNERS, LLC.",FORBES-TATE,1,,60000,bf3fe0f6-4acf-4b45-88ce-2c812a267506,https://lda.senate.gov/filings/public/filing/bf3fe0f6-4acf-4b45-88ce-2c812a267506/print/,42cfa86c-8c6f-4b58-89b5-d4bf44f3c195,https://lda.senate.gov/filings/public/filing/42cfa86c-8c6f-4b58-89b5-d4bf44f3c195/print/
"ByHeart, Inc.","ERVIN GRAVES STRATEGY GROUP, LLC",CAPITOL HILL CONSULTING GROUP,0,,60000,f9b7d752-f711-4091-8738-524ece0b4b7c,https://lda.senate.gov/filings/public/filing/f9b7d752-f711-4091-8738-524ece0b4b7c/print/,4cd6df67-effa-4c5f-b633-2ec537d3ebaa,https://lda.senate.gov/filings/public/filing/4cd6df67-effa-4c5f-b633-2ec537d3ebaa/print/
COHESITY,IMPERIUM GLOBAL ADVISORS,S-3 GROUP,0,,60000,1649516a-fe35-4ebb-97e3-827f439ccb0d,https://lda.senate.gov/filings/public/filing/1649516a-fe35-4ebb-97e3-827f439ccb0d/print/,380658a6-ba5d-4b8d-8dca-f5b856cfc66d,https://lda.senate.gov/filings/public/filing/380658a6-ba5d-4b8d-8dca-f5b856cfc66d/print/
Corinthia Holdings Pte. Ltd.,"SBL STRATEGIES, LLC","COVENANT GOVERNMENT AFFAIRS, LLC",1,,60000,fc950e30-75dd-4b01-bf55-9997115b8004,https://lda.senate.gov/filings/public/filing/fc950e30-75dd-4b01-bf55-9997115b8004/print/,775d3569-666b-48b3-8ad1-e31e64c26bd5,https://lda.senate.gov/filings/public/filing/775d3569-666b-48b3-8ad1-e31e64c26bd5/print/
KION North America Corporation,MCGUIREWOODS CONSULTING (A SUBSIDIARY OF MCGUIREWOODS LLP),"SANDLER, TRAVIS & ROSENBERG, P.A.",0,,60000,447d6dad-5f5b-40bf-9d14-5512d0d49a04,https://lda.senate.gov/filings/public/filing/447d6dad-5f5b-40bf-9d14-5512d0d49a04/print/,6b8fbb23-d070-452b-8bc5-3954f614e263,https://lda.senate.gov/filings/public/filing/6b8fbb23-d070-452b-8bc5-3954f614e263/print/
Katmai Government Services LLC,"SMITH ADVOCACY GROUP, LLC",CHECKMATE GOVERNMENT RELATIONS,1,,60000,d418c1f3-c0f5-466d-9fdb-1d3fcf676bf3,https://lda.senate.gov/filings/public/filing/d418c1f3-c0f5-466d-9fdb-1d3fcf676bf3/print/,225e9bd2-69c6-4f5a-8555-556159974721,https://lda.senate.gov/filings/public/filing/225e9bd2-69c6-4f5a-8555-556159974721/print/
Katmai Government Services LLC,"SMITH ADVOCACY GROUP, LLC","MERCURY PUBLIC AFFAIRS, LLC",0,,60000,d418c1f3-c0f5-466d-9fdb-1d3fcf676bf3,https://lda.senate.gov/filings/public/filing/d418c1f3-c0f5-466d-9fdb-1d3fcf676bf3/print/,7b0f3e93-4654-4e6e-834b-c0e58329bf53,https://lda.senate.gov/filings/public/filing/7b0f3e93-4654-4e6e-834b-c0e58329bf53/print/
Sublime Systems,BALLARD PARTNERS,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",0,,60000,faf2ca6d-a8d5-4349-8a96-72e29c08f1c3,https://lda.senate.gov/filings/public/filing/faf2ca6d-a8d5-4349-8a96-72e29c08f1c3/print/,21a3a50e-5321-47f8-b2ad-af4666fcca6e,https://lda.senate.gov/filings/public/filing/21a3a50e-5321-47f8-b2ad-af4666fcca6e/print/
"Superior Air-Ground Ambulance Service, Inc.",MCGUIREWOODS CONSULTING (A SUBSIDIARY OF MCGUIREWOODS LLP),"BALLARD PARTNERS, LLC",1,,60000,5adad047-cb62-43f7-af2a-5c79ed47175f,https://lda.senate.gov/filings/public/filing/5adad047-cb62-43f7-af2a-5c79ed47175f/print/,59e39902-fba9-4f07-9d89-8b73b0e968d1,https://lda.senate.gov/filings/public/filing/59e39902-fba9-4f07-9d89-8b73b0e968d1/print/
Vale USA LLC,LILETTE ADVISORS,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",0,,60000,32d672f3-d1f7-49ba-bda6-e52a02b7254b,https://lda.senate.gov/filings/public/filing/32d672f3-d1f7-49ba-bda6-e52a02b7254b/print/,0a88dc83-6b4b-42da-b928-02af6e4eb6da,https://lda.senate.gov/filings/public/filing/0a88dc83-6b4b-42da-b928-02af6e4eb6da/print/
"THE TOMORROW COMPANIES, INC.",VELOCITY GOVERNMENT RELATIONS,INVARIANT LLC,0,,53500,4a5cd633-9d04-4a4d-b611-91d7062cd433,https://lda.senate.gov/filings/public/filing/4a5cd633-9d04-4a4d-b611-91d7062cd433/print/,bc04a2e2-fcf9-43b7-b5d3-3c2606e95673,https://lda.senate.gov/filings/public/filing/bc04a2e2-fcf9-43b7-b5d3-3c2606e95673/print/
Association of Clinical Research Organizations,WASHINGTON HEALTH STRATEGIES GROUP,"LEAVITT PARTNERS, LLC",1,,50000,9c5ec7e6-ade3-4324-8b82-33798faa595a,https://lda.senate.gov/filings/public/filing/9c5ec7e6-ade3-4324-8b82-33798faa595a/print/,94dd1ec9-1bb9-462c-bce6-8d602b3a8db7,https://lda.senate.gov/filings/public/filing/94dd1ec9-1bb9-462c-bce6-8d602b3a8db7/print/
BASE OPERATIONS,ANCHOR & ARROW STRATEGIES,ANCHOR & ARROW LLC,1,,50000,5aa35779-65a4-465a-a5a2-c022c2c186e8,https://lda.senate.gov/filings/public/filing/5aa35779-65a4-465a-a5a2-c022c2c186e8/print/,540b347f-0c5a-4016-8f17-e8eb0b2629d5,https://lda.senate.gov/filings/public/filing/540b347f-0c5a-4016-8f17-e8eb0b2629d5/print/
BASE OPERATIONS,ANCHOR & ARROW STRATEGIES,SIGNAL RIDGE STRATEGIES,-1,,50000,5aa35779-65a4-465a-a5a2-c022c2c186e8,https://lda.senate.gov/filings/public/filing/5aa35779-65a4-465a-a5a2-c022c2c186e8/print/,04a03bef-68e5-48de-8870-3b6d8102bf19,https://lda.senate.gov/filings/public/filing/04a03bef-68e5-48de-8870-3b6d8102bf19/print/
Cowlitz Indian Tribe,STRATEGIES 360,THE WAYFINDER GROUP,1,,50000,888971f6-22b4-4e87-ba8b-1a2b1e520d07,https://lda.senate.gov/filings/public/filing/888971f6-22b4-4e87-ba8b-1a2b1e520d07/print/,3946641d-0e3b-4a31-a8bf-5f9dc320024a,https://lda.senate.gov/filings/public/filing/3946641d-0e3b-4a31-a8bf-5f9dc320024a/print/
Delaware Valley Regional Center,"SBL STRATEGIES, LLC","COVENANT GOVERNMENT AFFAIRS, LLC",1,,50000,fa2b446d-7afa-4b52-95e7-d0f266474d6c,https://lda.senate.gov/filings/public/filing/fa2b446d-7afa-4b52-95e7-d0f266474d6c/print/,66bd2c34-e061-48a1-99e7-3a6dc5cfe4c3,https://lda.senate.gov/filings/public/filing/66bd2c34-e061-48a1-99e7-3a6dc5cfe4c3/print/
MAGNUS MEDICAL INC.,VENN STRATEGIES,"JEFFREY J. KIMBELL & ASSOCIATES, INC.",1,,50000,c15c4752-b235-44d4-8147-3abf38ccdcf4,https://lda.senate.gov/filings/public/filing/c15c4752-b235-44d4-8147-3abf38ccdcf4/print/,828e8328-a8b9-4cd8-a6a0-7370d81c99dc,https://lda.senate.gov/filings/public/filing/828e8328-a8b9-4cd8-a6a0-7370d81c99dc/print/
MUELLER WATER PRODUCTS,CROWELL & MORING LLP,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",0,,50000,b533e93a-2f57-42fe-8b09-6eff5f36a837,https://lda.senate.gov/filings/public/filing/b533e93a-2f57-42fe-8b09-6eff5f36a837/print/,ced131a3-ddb5-4d0e-88f4-abd598e12a80,https://lda.senate.gov/filings/public/filing/ced131a3-ddb5-4d0e-88f4-abd598e12a80/print/
National Down Syndrome Society,"THE PETRIZZO GROUP, INC.",ADAPTIVE GOVERNMENT RELATIONS,1,,50000,896a5f93-1010-432d-b577-2ce8a197e508,https://lda.senate.gov/filings/public/filing/896a5f93-1010-432d-b577-2ce8a197e508/print/,6400e32d-83b0-43c3-8adb-532a28a2408a,https://lda.senate.gov/filings/public/filing/6400e32d-83b0-43c3-8adb-532a28a2408a/print/
"SOLVENTUM HEALTH INFORMATION SYSTEMS, INC",HORIZON GOVERNMENT AFFAIRS,MONUMENT ADVOCACY,1,,50000,65c1e935-2b83-4034-86f2-37f37736aa8a,https://lda.senate.gov/filings/public/filing/65c1e935-2b83-4034-86f2-37f37736aa8a/print/,5875824e-1fa0-49e3-9f68-d7862f66df5f,https://lda.senate.gov/filings/public/filing/5875824e-1fa0-49e3-9f68-d7862f66df5f/print/
StormQuant Inc.,CLARK HILL PUBLIC STRATEGIES LLC,CAPITOL HILL COMMUNICATIONS,0,,50000,51f77c64-a5e1-427a-837a-2f1356f935d6,https://lda.senate.gov/filings/public/filing/51f77c64-a5e1-427a-837a-2f1356f935d6/print/,005a5947-87ca-4569-908b-af712729213f,https://lda.senate.gov/filings/public/filing/005a5947-87ca-4569-908b-af712729213f/print/
Surgenex,ARNOLD & PORTER KAYE SCHOLER LLP,FEROX STRATEGIES,-1,,50000,b8aec70e-6d0c-4c82-bdca-a2faaac4c320,https://lda.senate.gov/filings/public/filing/b8aec70e-6d0c-4c82-bdca-a2faaac4c320/print/,0a2091cd-e7b1-4a5e-9553-993a70146c9d,https://lda.senate.gov/filings/public/filing/0a2091cd-e7b1-4a5e-9553-993a70146c9d/print/
"Varda Space Industries, Inc. DBA Varda",AKIN GUMP STRAUSS HAUER & FELD,"GREENBERG TRAURIG, LLP",-1,,50000,a4186e18-34d7-4666-bfdc-bb88539858a9,https://lda.senate.gov/filings/public/filing/a4186e18-34d7-4666-bfdc-bb88539858a9/print/,00a153c2-4005-436e-be17-b2304fe54f52,https://lda.senate.gov/filings/public/filing/00a153c2-4005-436e-be17-b2304fe54f52/print/
Wholesale & Specialty Insurance Association,FAEGRE DRINKER BIDDLE & REATH LLP,STEPTOE LLP,1,,50000,cfc0d3fa-3edb-4c00-9707-043900f89e56,https://lda.senate.gov/filings/public/filing/cfc0d3fa-3edb-4c00-9707-043900f89e56/print/,c920551d-caac-4392-af11-88b477e6f6d3,https://lda.senate.gov/filings/public/filing/c920551d-caac-4392-af11-88b477e6f6d3/print/
"XCALIBER INTERNATIONAL LTD, LLC",STEPTOE LLP,AXADVOCACY GOVERNMENT RELATIONS,-1,,50000,96fc0a02-ec8e-4825-bed4-45cd952a4838,https://lda.senate.gov/filings/public/filing/96fc0a02-ec8e-4825-bed4-45cd952a4838/print/,2853d1dc-d116-40e9-ba3a-cde3bbf27773,https://lda.senate.gov/filings/public/filing/2853d1dc-d116-40e9-ba3a-cde3bbf27773/print/
"athenahealth, Inc.",HORIZON GOVERNMENT AFFAIRS,MONUMENT ADVOCACY,1,,50000,9cd32f40-ab1e-426f-989b-e4aa3fa64ebe,https://lda.senate.gov/filings/public/filing/9cd32f40-ab1e-426f-989b-e4aa3fa64ebe/print/,97e9e2bb-10be-4d88-a5ff-585fc5403d57,https://lda.senate.gov/filings/public/filing/97e9e2bb-10be-4d88-a5ff-585fc5403d57/print/
Veon Ltd.,"CONTINENTAL STRATEGY, LLC",STILLPOINT PARTNERS,-1,,40800,dda9ed79-dc4e-47f2-82df-62dcb248e491,https://lda.senate.gov/filings/public/filing/dda9ed79-dc4e-47f2-82df-62dcb248e491/print/,723c9d48-8c63-417c-bf11-6cffb680532b,https://lda.senate.gov/filings/public/filing/723c9d48-8c63-417c-bf11-6cffb680532b/print/
Veon Ltd.,"CONTINENTAL STRATEGY, LLC",THROUGHLINE GLOBAL ADVISORS,0,,40800,dda9ed79-dc4e-47f2-82df-62dcb248e491,https://lda.senate.gov/filings/public/filing/dda9ed79-dc4e-47f2-82df-62dcb248e491/print/,4cd1d088-6cff-460d-a874-9fd58edef606,https://lda.senate.gov/filings/public/filing/4cd1d088-6cff-460d-a874-9fd58edef606/print/
AMERICAN SOCIETY OF TRAVEL ADVISORS INC,THE VOGEL GROUP,THORN RUN PARTNERS,1,,40000,381949be-38d5-42d2-9577-52b625adc355,https://lda.senate.gov/filings/public/filing/381949be-38d5-42d2-9577-52b625adc355/print/,2a0e9d68-5349-406e-8877-c64390d6655e,https://lda.senate.gov/filings/public/filing/2a0e9d68-5349-406e-8877-c64390d6655e/print/
American Concrete Pipe Association,"SBL STRATEGIES, LLC","COVENANT GOVERNMENT AFFAIRS, LLC",1,,40000,6c2df641-c89b-41b5-b3b8-79ec29398305,https://lda.senate.gov/filings/public/filing/6c2df641-c89b-41b5-b3b8-79ec29398305/print/,9337f5c7-5e0a-4041-8f6d-4641ea60dfa6,https://lda.senate.gov/filings/public/filing/9337f5c7-5e0a-4041-8f6d-4641ea60dfa6/print/
Boston Metal,"ML STRATEGIES, LLC","BROWNSTEIN HYATT FARBER SCHRECK, LLP",1,,40000,07d154e7-34ca-4c99-80be-1054f0afce18,https://lda.senate.gov/filings/public/filing/07d154e7-34ca-4c99-80be-1054f0afce18/print/,15a2fde4-81f3-4014-aa36-5cb4c8b860d8,https://lda.senate.gov/filings/public/filing/15a2fde4-81f3-4014-aa36-5cb4c8b860d8/print/
"County of Los Angeles, California","PAUL V. BEDDOE GOVERNMENT AFFAIRS, LLC",HARO SOLUTIONS LLC,1,,40000,a17a9ea3-26b1-48e5-9f14-21990f30cafe,https://lda.senate.gov/filings/public/filing/a17a9ea3-26b1-48e5-9f14-21990f30cafe/print/,029ede2c-e3e0-450e-9b1c-4490ab0926e2,https://lda.senate.gov/filings/public/filing/029ede2c-e3e0-450e-9b1c-4490ab0926e2/print/
"Lilac Solutions, Inc.",CLARK HILL PUBLIC STRATEGIES LLC,CAPITOL HILL COMMUNICATIONS,0,,40000,1857516d-b0c2-4c13-953c-9c8cea3a0de9,https://lda.senate.gov/filings/public/filing/1857516d-b0c2-4c13-953c-9c8cea3a0de9/print/,1e334404-9187-4501-b214-a19b3bd2fee4,https://lda.senate.gov/filings/public/filing/1e334404-9187-4501-b214-a19b3bd2fee4/print/
"Lilac Solutions, Inc.",CLARK HILL PUBLIC STRATEGIES LLC,SQUIRE PATTON BOGGS,0,,40000,1857516d-b0c2-4c13-953c-9c8cea3a0de9,https://lda.senate.gov/filings/public/filing/1857516d-b0c2-4c13-953c-9c8cea3a0de9/print/,9b25b05d-5afc-49c6-b7b9-d2e15b111d85,https://lda.senate.gov/filings/public/filing/9b25b05d-5afc-49c6-b7b9-d2e15b111d85/print/
"Moss & Associates, LLC",BALLARD PARTNERS,"MINDSET ADVOCACY, LLC",0,,40000,066c7097-2fae-49f0-a49c-8301b4b706f0,https://lda.senate.gov/filings/public/filing/066c7097-2fae-49f0-a49c-8301b4b706f0/print/,463f40c4-ed38-4513-8db1-f7f0fcf324ee,https://lda.senate.gov/filings/public/filing/463f40c4-ed38-4513-8db1-f7f0fcf324ee/print/
Navajo Agricultural Products Industry,KILPATRICK TOWNSEND AND STOCKTON,"POWERS PYLES SUTTER & VERVILLE, P.C.",-1,,40000,c0fba975-0abe-4392-967d-66f3bcc21da6,https://lda.senate.gov/filings/public/filing/c0fba975-0abe-4392-967d-66f3bcc21da6/print/,1cea8f65-8319-43bf-bb2f-d4801301f72b,https://lda.senate.gov/filings/public/filing/1cea8f65-8319-43bf-bb2f-d4801301f72b/print/
"ROBOTIC CONSTRUCTION TECHNOLOGIES, INC","COASPIRE, LLC",HOLLAND & KNIGHT LLP,0,,40000,9dba616f-513c-44dc-adca-b54f9cf150af,https://lda.senate.gov/filings/public/filing/9dba616f-513c-44dc-adca-b54f9cf150af/print/,9b122522-9e9f-4521-b165-39ee317db9ef,https://lda.senate.gov/filings/public/filing/9b122522-9e9f-4521-b165-39ee317db9ef/print/
Shirley Ryan AbilityLab,FAEGRE DRINKER BIDDLE & REATH LLP,VENABLE LLP,1,,40000,739cb447-bdd5-45de-a084-fac2d590a38f,https://lda.senate.gov/filings/public/filing/739cb447-bdd5-45de-a084-fac2d590a38f/print/,c11ea92b-7478-420c-866b-91e9238a38f7,https://lda.senate.gov/filings/public/filing/c11ea92b-7478-420c-866b-91e9238a38f7/print/
Southern Company Gas,"SBL STRATEGIES, LLC","COVENANT GOVERNMENT AFFAIRS, LLC",1,,40000,ded017e5-a75f-478b-8ed1-6a97939c79e3,https://lda.senate.gov/filings/public/filing/ded017e5-a75f-478b-8ed1-6a97939c79e3/print/,069bfee5-33f5-4c38-b797-dd9a781c55e6,https://lda.senate.gov/filings/public/filing/069bfee5-33f5-4c38-b797-dd9a781c55e6/print/
"The Academy Advisors, Inc.",VENABLE LLP,WINNING STRATEGIES WASHINGTON,1,,40000,a04d6243-b883-4eef-90a6-01ebb4170a40,https://lda.senate.gov/filings/public/filing/a04d6243-b883-4eef-90a6-01ebb4170a40/print/,1487cd9e-e5e3-43ac-9c51-9b61d306cf11,https://lda.senate.gov/filings/public/filing/1487cd9e-e5e3-43ac-9c51-9b61d306cf11/print/
Transurban (USA) Inc.,"BECKER & POLIAKOFF, P.A.","BROWNSTEIN HYATT FARBER SCHRECK, LLP",0,,40000,643c0aae-64a7-4797-abd2-10e564cbf4be,https://lda.senate.gov/filings/public/filing/643c0aae-64a7-4797-abd2-10e564cbf4be/print/,08732bcb-8336-4469-a707-4092c25f3b51,https://lda.senate.gov/filings/public/filing/08732bcb-8336-4469-a707-4092c25f3b51/print/
Alliance for Mineral Security,CLARK HILL PUBLIC STRATEGIES LLC,CAPITOL HILL COMMUNICATIONS,0,,30000,ce95b2f9-f974-44b6-8bf7-06ec9d63b233,https://lda.senate.gov/filings/public/filing/ce95b2f9-f974-44b6-8bf7-06ec9d63b233/print/,19f73f3b-504b-419d-bf2e-0b1c4f5cd9fe,https://lda.senate.gov/filings/public/filing/19f73f3b-504b-419d-bf2e-0b1c4f5cd9fe/print/
AlohaCare,STRATEGIES 360,THE WAYFINDER GROUP,1,,30000,5fe06808-552c-4068-8f84-d1489f3e93cd,https://lda.senate.gov/filings/public/filing/5fe06808-552c-4068-8f84-d1489f3e93cd/print/,54ce2c35-4e1c-4bca-b9d0-48174cd837a9,https://lda.senate.gov/filings/public/filing/54ce2c35-4e1c-4bca-b9d0-48174cd837a9/print/
American Indian Higher Education Consortium,BOSE PUBLIC AFFAIRS GROUP,"POWERS PYLES SUTTER & VERVILLE, P.C.",0,,30000,0d41babb-3ac2-4b70-910e-10c065f1e514,https://lda.senate.gov/filings/public/filing/0d41babb-3ac2-4b70-910e-10c065f1e514/print/,a298c3fe-aa19-433e-bf3e-485eb17cd4ce,https://lda.senate.gov/filings/public/filing/a298c3fe-aa19-433e-bf3e-485eb17cd4ce/print/
CALIFORNIA ASSOCIATION OF WINEGRAPE GROWERS,"CORNERSTONE GOVERNMENT AFFAIRS, INC.","TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",1,,30000,95d30280-4639-4f26-8a06-58aa8fc64568,https://lda.senate.gov/filings/public/filing/95d30280-4639-4f26-8a06-58aa8fc64568/print/,c9c2a56c-9170-40d1-9da6-df2d583a3b15,https://lda.senate.gov/filings/public/filing/c9c2a56c-9170-40d1-9da6-df2d583a3b15/print/
"CENTER FOR EMPLOYMENT OPPORTUNITIES, INC.",STRATEGIES 360,CAPITOL VIEW PARTNERS,0,,30000,2f9799ba-e52a-40a6-84c0-35b78ad2f16d,https://lda.senate.gov/filings/public/filing/2f9799ba-e52a-40a6-84c0-35b78ad2f16d/print/,89177fea-1d7c-4f4f-8e37-49f64860c1f2,https://lda.senate.gov/filings/public/filing/89177fea-1d7c-4f4f-8e37-49f64860c1f2/print/
CONSTELLIUM ROLLED PRODUCTS RAVENSWOOD LLC,FEDERAL BUSINESS GROUP,"EDWARD C. OLIVARES, LLC",1,,30000,8292758e-78a2-42b8-a4da-a2266100f24b,https://lda.senate.gov/filings/public/filing/8292758e-78a2-42b8-a4da-a2266100f24b/print/,13d82356-4a13-43f1-9554-62a9785c3637,https://lda.senate.gov/filings/public/filing/13d82356-4a13-43f1-9554-62a9785c3637/print/
CULINA HEALTH,CULINA HEALTH,"TARPLIN, DOWNS & YOUNG, LLC",0,from-inhouse,30000,e85fcf7c-be36-4128-8bd0-a8b02f82cdd2,https://lda.senate.gov/filings/public/filing/e85fcf7c-be36-4128-8bd0-a8b02f82cdd2/print/,32b7babc-bbb4-4351-b6c3-1ff5d9bdbc3a,https://lda.senate.gov/filings/public/filing/32b7babc-bbb4-4351-b6c3-1ff5d9bdbc3a/print/
Commuter Rail Coalition,"CLINE STRATEGIC CONSULTING, LLC",BLANK ROME GOVERNMENT RELATIONS,1,,30000,c9b61080-1156-49c9-85db-a75e836c3010,https://lda.senate.gov/filings/public/filing/c9b61080-1156-49c9-85db-a75e836c3010/print/,56cd86be-a1ba-4cb8-85fa-78feb9a2f346,https://lda.senate.gov/filings/public/filing/56cd86be-a1ba-4cb8-85fa-78feb9a2f346/print/
Council for Affordable Health Coverage,HORIZON GOVERNMENT AFFAIRS,MONUMENT ADVOCACY,1,,30000,820d84fb-c16b-4d8b-b231-9da3a201211e,https://lda.senate.gov/filings/public/filing/820d84fb-c16b-4d8b-b231-9da3a201211e/print/,0de2f492-3884-4fbe-a2da-eea1c66ac288,https://lda.senate.gov/filings/public/filing/0de2f492-3884-4fbe-a2da-eea1c66ac288/print/
"Evelution Energy, LLC",CLARK HILL PUBLIC STRATEGIES LLC,CAPITOL HILL COMMUNICATIONS,0,,30000,9b50896a-02ba-4073-9463-a65a542ba6b8,https://lda.senate.gov/filings/public/filing/9b50896a-02ba-4073-9463-a65a542ba6b8/print/,7b5afdfb-4509-4447-b618-23f6db427427,https://lda.senate.gov/filings/public/filing/7b5afdfb-4509-4447-b618-23f6db427427/print/
"Evelution Energy, LLC",CLARK HILL PUBLIC STRATEGIES LLC,SQUIRE PATTON BOGGS,0,,30000,9b50896a-02ba-4073-9463-a65a542ba6b8,https://lda.senate.gov/filings/public/filing/9b50896a-02ba-4073-9463-a65a542ba6b8/print/,34655062-d6ee-4144-b24e-7fc77a71ad43,https://lda.senate.gov/filings/public/filing/34655062-d6ee-4144-b24e-7fc77a71ad43/print/
Fusion Industry Association,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",FUSION INDUSTRY ASSOCIATION,-1,to-inhouse,30000,bf888ec3-a337-4f5e-b688-5ddda0db8331,https://lda.senate.gov/filings/public/filing/bf888ec3-a337-4f5e-b688-5ddda0db8331/print/,439c4b5e-eab2-43ce-b533-32a8d918dc4d,https://lda.senate.gov/filings/public/filing/439c4b5e-eab2-43ce-b533-32a8d918dc4d/print/
Hale Makua Health Services,STRATEGIES 360,THE WAYFINDER GROUP,1,,30000,2eb80574-c889-4175-8651-027a3f3b77e8,https://lda.senate.gov/filings/public/filing/2eb80574-c889-4175-8651-027a3f3b77e8/print/,89c24134-d53c-4485-a4aa-6c360defcb20,https://lda.senate.gov/filings/public/filing/89c24134-d53c-4485-a4aa-6c360defcb20/print/
Homestyle Direct,CHAMBER HILL STRATEGIES,MR. CRAIG JEFFRIES,-1,,30000,3fd08c5b-ee06-49c2-9d72-d95f59b007e0,https://lda.senate.gov/filings/public/filing/3fd08c5b-ee06-49c2-9d72-d95f59b007e0/print/,409d83fd-ea28-46af-b9a3-a838b732e620,https://lda.senate.gov/filings/public/filing/409d83fd-ea28-46af-b9a3-a838b732e620/print/
ICEBREAKER STRATEGIES LLC ON BEHALF OF VORBECK MATERIALS CORP.,ANCHOR & ARROW STRATEGIES,ANCHOR & ARROW LLC,1,,30000,e69eacf8-154c-4582-a647-2710c2a046b4,https://lda.senate.gov/filings/public/filing/e69eacf8-154c-4582-a647-2710c2a046b4/print/,207dd207-7077-48ad-b05b-4ea232891c04,https://lda.senate.gov/filings/public/filing/207dd207-7077-48ad-b05b-4ea232891c04/print/
Icebreaker Strategies LLC on behalf of Neros Technologies,ANCHOR & ARROW STRATEGIES,ANCHOR & ARROW LLC,1,,30000,13421c33-35b7-414d-a31e-3a8f23e23cff,https://lda.senate.gov/filings/public/filing/13421c33-35b7-414d-a31e-3a8f23e23cff/print/,822481d9-99ed-4172-b7f7-eb282b8c41af,https://lda.senate.gov/filings/public/filing/822481d9-99ed-4172-b7f7-eb282b8c41af/print/
"Kaddas Enterprises, Inc.","TIDAL BASIN ADVISORS, INC.",THE WAYFINDER GROUP,1,,30000,04a9d19d-1731-4d1f-b549-594856e33774,https://lda.senate.gov/filings/public/filing/04a9d19d-1731-4d1f-b549-594856e33774/print/,82da34db-71c5-4e0d-94d7-350145bda2bc,https://lda.senate.gov/filings/public/filing/82da34db-71c5-4e0d-94d7-350145bda2bc/print/
Mayne Pharma Commercial LLC,KEEFE STRATEGIES LLC (FKA KEEFE SINGISER PARTNERS),SINGISER SOLUTIONS LLC,1,,30000,1b77461c-f89c-426b-839a-f4350224b668,https://lda.senate.gov/filings/public/filing/1b77461c-f89c-426b-839a-f4350224b668/print/,6d5e7e99-48e8-4aeb-9f42-6c13821d4c2e,https://lda.senate.gov/filings/public/filing/6d5e7e99-48e8-4aeb-9f42-6c13821d4c2e/print/
"MegaJet, Inc.",CROWELL & MORING LLP,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",0,,30000,1ba4ad9d-e8dd-4fe9-8597-4c85b52ead80,https://lda.senate.gov/filings/public/filing/1ba4ad9d-e8dd-4fe9-8597-4c85b52ead80/print/,20987efd-1f45-4703-914a-d43b84c63ecf,https://lda.senate.gov/filings/public/filing/20987efd-1f45-4703-914a-d43b84c63ecf/print/
Mississippi State Port Authority at Gulfport,"SBL STRATEGIES, LLC","COVENANT GOVERNMENT AFFAIRS, LLC",1,,30000,1c47667e-6e4b-4487-ad35-a07b6d30229d,https://lda.senate.gov/filings/public/filing/1c47667e-6e4b-4487-ad35-a07b6d30229d/print/,210c5f3b-c68a-47d5-b75b-5cc58d4ad986,https://lda.senate.gov/filings/public/filing/210c5f3b-c68a-47d5-b75b-5cc58d4ad986/print/
