registrant,kind,client,amount,filing_uuid,lda_public_url
INVARIANT LLC,signed,"ABRIDGE AI, INC.",10000,41a5ab87-2c3c-49b5-8a0a-5d7eb5ff35b0,https://lda.senate.gov/filings/public/filing/41a5ab87-2c3c-49b5-8a0a-5d7eb5ff35b0/print/
INVARIANT LLC,signed,INFINITA CITY INC.,10000,d6e773ae-8637-4989-b668-8162b04099d2,https://lda.senate.gov/filings/public/filing/d6e773ae-8637-4989-b668-8162b04099d2/print/
INVARIANT LLC,signed,National Thoroughbred Racing Association,10000,ad4b2231-fca1-46b4-a177-28b439dc6058,https://lda.senate.gov/filings/public/filing/ad4b2231-fca1-46b4-a177-28b439dc6058/print/
INVARIANT LLC,signed,SAGE,10000,abfaa3bb-bb09-4af3-91d2-6c2fb89bf74d,https://lda.senate.gov/filings/public/filing/abfaa3bb-bb09-4af3-91d2-6c2fb89bf74d/print/
"MCALLISTER & QUINN, LLC",lost,AURAVAX THERAPEUTICS,50000,b722729c-daa1-459f-b715-6bae3418882c,https://lda.senate.gov/filings/public/filing/b722729c-daa1-459f-b715-6bae3418882c/print/
"MCALLISTER & QUINN, LLC",signed,CONCORDIA UNIVERSITY WISCONSIN,40000,2656fe8e-261a-4770-b5ed-a09458f6acbd,https://lda.senate.gov/filings/public/filing/2656fe8e-261a-4770-b5ed-a09458f6acbd/print/
"MCALLISTER & QUINN, LLC",signed,ANDERSON UNIVERSITY,30000,5f84e680-aed5-44ef-af8d-d8871c3dfaaa,https://lda.senate.gov/filings/public/filing/5f84e680-aed5-44ef-af8d-d8871c3dfaaa/print/
"MCALLISTER & QUINN, LLC",signed,AUGUSTANA COLLEGE,30000,8e65f788-1dc2-4bb9-99ad-dfbcb03468c9,https://lda.senate.gov/filings/public/filing/8e65f788-1dc2-4bb9-99ad-dfbcb03468c9/print/
"MCALLISTER & QUINN, LLC",signed,BIOLA UNIVERSITY,30000,187830a5-a961-497d-9e29-edca4eb351b0,https://lda.senate.gov/filings/public/filing/187830a5-a961-497d-9e29-edca4eb351b0/print/
"MCALLISTER & QUINN, LLC",signed,CATAWBA COLLEGE,30000,41a11057-68a7-480f-9c81-4c784e9a0aa6,https://lda.senate.gov/filings/public/filing/41a11057-68a7-480f-9c81-4c784e9a0aa6/print/
"MCALLISTER & QUINN, LLC",signed,"CREATIVE LEARNING SYSTEMS, LLC",30000,3d57df8e-6e5c-43bc-b6b7-ede04385a199,https://lda.senate.gov/filings/public/filing/3d57df8e-6e5c-43bc-b6b7-ede04385a199/print/
"MCALLISTER & QUINN, LLC",signed,SAINT JOSEPH'S COLLEGE OF INDIANA,30000,4c96018f-6db0-4217-9bc5-0f54fe7368a1,https://lda.senate.gov/filings/public/filing/4c96018f-6db0-4217-9bc5-0f54fe7368a1/print/
"MCALLISTER & QUINN, LLC",signed,ST BONAVENTURE UNIVERSITY,30000,b7bd93d5-2e73-491b-85fe-c54337cdd257,https://lda.senate.gov/filings/public/filing/b7bd93d5-2e73-491b-85fe-c54337cdd257/print/
"MCALLISTER & QUINN, LLC",signed,American Pharmacists Association,20000,95b27ac6-63bc-4bcd-8b06-a5a13c4bc71d,https://lda.senate.gov/filings/public/filing/95b27ac6-63bc-4bcd-8b06-a5a13c4bc71d/print/
"MCALLISTER & QUINN, LLC",signed,BUILDING INDUSTRY ASSOCIATION OF NORTHERN KENTUCKY,20000,98f7df46-d838-4950-a2af-114c9b1abe8d,https://lda.senate.gov/filings/public/filing/98f7df46-d838-4950-a2af-114c9b1abe8d/print/
"MCALLISTER & QUINN, LLC",signed,AGNES SCOTT COLLEGE,10000,6db73f4d-4fa8-4100-9d13-d309e82948a5,https://lda.senate.gov/filings/public/filing/6db73f4d-4fa8-4100-9d13-d309e82948a5/print/
"MCALLISTER & QUINN, LLC",signed,COMPREHENSIVE COMMUNICATION SERVICES,10000,9a11c6a4-93ef-4f6e-84e5-2f3c6653b149,https://lda.senate.gov/filings/public/filing/9a11c6a4-93ef-4f6e-84e5-2f3c6653b149/print/
"MCALLISTER & QUINN, LLC",signed,APPALACHIAN COLLEGE ASSOCIATION,,9f899a62-7e31-4076-bde7-68e1ae14cd44,https://lda.senate.gov/filings/public/filing/9f899a62-7e31-4076-bde7-68e1ae14cd44/print/
"MCALLISTER & QUINN, LLC",signed,ECHANDIA MARINE US,,f7699ab2-5c87-4912-b0fd-44c5bd2172fd,https://lda.senate.gov/filings/public/filing/f7699ab2-5c87-4912-b0fd-44c5bd2172fd/print/
"MCALLISTER & QUINN, LLC",signed,EUREKA COLLEGE,,aa033e7b-42c5-4241-bfb1-b761597ddfb3,https://lda.senate.gov/filings/public/filing/aa033e7b-42c5-4241-bfb1-b761597ddfb3/print/
"MCALLISTER & QUINN, LLC",signed,FRONTLINE WILDFIRE DEFENSE SYSTEMS,,2470d8c9-a255-4b24-8dec-4e76f01449b4,https://lda.senate.gov/filings/public/filing/2470d8c9-a255-4b24-8dec-4e76f01449b4/print/
"MCALLISTER & QUINN, LLC",signed,GAME AEROSPACE,,cf8a3d86-af38-4bd7-b08b-abb972008009,https://lda.senate.gov/filings/public/filing/cf8a3d86-af38-4bd7-b08b-abb972008009/print/
"MCALLISTER & QUINN, LLC",signed,GARDNER-WEBB UNIVERSITY,,aff5517b-543f-4ecf-9b31-2eb34b31f05e,https://lda.senate.gov/filings/public/filing/aff5517b-543f-4ecf-9b31-2eb34b31f05e/print/
"MCALLISTER & QUINN, LLC",signed,GUILFORD COLLEGE,,0256b532-35ab-4f9b-9098-25f7ba7ce79d,https://lda.senate.gov/filings/public/filing/0256b532-35ab-4f9b-9098-25f7ba7ce79d/print/
"MCALLISTER & QUINN, LLC",signed,"HALOMINE, INC. (D/B/A AVANTGUARD, INC.)",,41560d9f-ca91-42e9-9341-3615de1c90b8,https://lda.senate.gov/filings/public/filing/41560d9f-ca91-42e9-9341-3615de1c90b8/print/
"MCALLISTER & QUINN, LLC",signed,IONA UNIVERSITY,,e633529e-a6d6-4c0a-aa31-ec2230cac0b2,https://lda.senate.gov/filings/public/filing/e633529e-a6d6-4c0a-aa31-ec2230cac0b2/print/
"MCALLISTER & QUINN, LLC",signed,"KOA BIO, LLC",,371b6d6f-8798-4e90-a63d-01b79d377377,https://lda.senate.gov/filings/public/filing/371b6d6f-8798-4e90-a63d-01b79d377377/print/
"MCALLISTER & QUINN, LLC",signed,MCKENDREE UNIVERSITY,,3332d550-2628-4e5d-89a7-d62830018f7f,https://lda.senate.gov/filings/public/filing/3332d550-2628-4e5d-89a7-d62830018f7f/print/
"MCALLISTER & QUINN, LLC",signed,PRATT INSTITUTE,,9d354c70-6d2b-4c6c-bb1e-d505c071234f,https://lda.senate.gov/filings/public/filing/9d354c70-6d2b-4c6c-bb1e-d505c071234f/print/
"MCALLISTER & QUINN, LLC",signed,PROVIDENCE COLLEGE,,ed83aac4-887b-4f15-907c-96e8fbb45a4d,https://lda.senate.gov/filings/public/filing/ed83aac4-887b-4f15-907c-96e8fbb45a4d/print/
"MCALLISTER & QUINN, LLC",signed,SHIPPENSBURG UNIVERSITY,,19579388-e9e7-4088-ad00-7d1c740d37b0,https://lda.senate.gov/filings/public/filing/19579388-e9e7-4088-ad00-7d1c740d37b0/print/
"MCALLISTER & QUINN, LLC",signed,SYENTA INC.,,9a71aeec-2021-44da-b07b-c3f49c4b8cae,https://lda.senate.gov/filings/public/filing/9a71aeec-2021-44da-b07b-c3f49c4b8cae/print/
"MCALLISTER & QUINN, LLC",signed,THE CHILD CENTER OF NY,,03dbabdd-9e57-4a2d-b6f3-c5f7b4ef3835,https://lda.senate.gov/filings/public/filing/03dbabdd-9e57-4a2d-b6f3-c5f7b4ef3835/print/
"MCALLISTER & QUINN, LLC",signed,THE INSTITUTE FOR ADVANCED LEARNING AND RESEARCH,,fee31e30-f7ca-4fef-a499-72c92e284cdd,https://lda.senate.gov/filings/public/filing/fee31e30-f7ca-4fef-a499-72c92e284cdd/print/
"MCALLISTER & QUINN, LLC",signed,THE POLICY INSTITUTE FOR COMMUNITY BIRTH AND MIDWIFERY,,ec6505fb-bd4c-4624-ba3f-f34febd8dad3,https://lda.senate.gov/filings/public/filing/ec6505fb-bd4c-4624-ba3f-f34febd8dad3/print/
"MCALLISTER & QUINN, LLC",signed,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,,5c09b730-846b-4585-9b32-08936840691c,https://lda.senate.gov/filings/public/filing/5c09b730-846b-4585-9b32-08936840691c/print/
"MCALLISTER & QUINN, LLC",signed,URSINUS COLLEGE,,2342f382-4cc3-4099-8ab9-000b1412a669,https://lda.senate.gov/filings/public/filing/2342f382-4cc3-4099-8ab9-000b1412a669/print/
"MCALLISTER & QUINN, LLC",signed,WESTERN ILLINOIS UNIVERSITY,,65289383-774d-4b5b-9e60-f61b89d7c5fd,https://lda.senate.gov/filings/public/filing/65289383-774d-4b5b-9e60-f61b89d7c5fd/print/
"MCALLISTER & QUINN, LLC",signed,WIDENER UNIVERSITY,,91300515-74d4-420c-a3ad-5ab1ecd1b610,https://lda.senate.gov/filings/public/filing/91300515-74d4-420c-a3ad-5ab1ecd1b610/print/
"MCALLISTER & QUINN, LLC",signed,YOUNG HARRIS COLLEGE,,f6ca970f-7073-4d0d-8720-8072e837660d,https://lda.senate.gov/filings/public/filing/f6ca970f-7073-4d0d-8720-8072e837660d/print/
SQUIRE PATTON BOGGS,lost,"Office of the Governor, State of Colorado",270000,4b289ab3-0253-4053-8c53-7fa4ac193e38,https://lda.senate.gov/filings/public/filing/4b289ab3-0253-4053-8c53-7fa4ac193e38/print/
SQUIRE PATTON BOGGS,lost,EPS INDUSTRY ALLIANCE,150000,b6b4cd0a-72d5-42ac-a531-e970aa0e791f,https://lda.senate.gov/filings/public/filing/b6b4cd0a-72d5-42ac-a531-e970aa0e791f/print/
SQUIRE PATTON BOGGS,lost,"SAMBAZON, INC",140000,7b02ea34-c0b8-4078-8039-03e603693c10,https://lda.senate.gov/filings/public/filing/7b02ea34-c0b8-4078-8039-03e603693c10/print/
SQUIRE PATTON BOGGS,lost,"ARAPAHOE COUNTY, COLORADO",80000,494bbb12-74da-4772-aee9-6b13ab7286ae,https://lda.senate.gov/filings/public/filing/494bbb12-74da-4772-aee9-6b13ab7286ae/print/
SQUIRE PATTON BOGGS,lost,CONSUMER HEALTHCARE PRODUCTS ASSOCIATION,60000,623a8926-b4c5-498f-8c83-cbafb6890cb2,https://lda.senate.gov/filings/public/filing/623a8926-b4c5-498f-8c83-cbafb6890cb2/print/
SQUIRE PATTON BOGGS,lost,AMERICAN CONSERVATION COALITION ACTION,,bea0e49c-b9f9-4d85-b522-fdc982a84629,https://lda.senate.gov/filings/public/filing/bea0e49c-b9f9-4d85-b522-fdc982a84629/print/
SQUIRE PATTON BOGGS,lost,"Becton, Dickinson and Company",,434ea2fc-d5b7-48f5-b8c0-066d7fd41686,https://lda.senate.gov/filings/public/filing/434ea2fc-d5b7-48f5-b8c0-066d7fd41686/print/
SQUIRE PATTON BOGGS,lost,Central American Bank for Economic Integration (CABEI),,58c64995-c38b-43ce-9c45-c85191b9b4f9,https://lda.senate.gov/filings/public/filing/58c64995-c38b-43ce-9c45-c85191b9b4f9/print/
SQUIRE PATTON BOGGS,lost,Coalition Against Unjust Sentencing,,75b408d8-4302-444f-882c-6ff679becabf,https://lda.senate.gov/filings/public/filing/75b408d8-4302-444f-882c-6ff679becabf/print/
SQUIRE PATTON BOGGS,lost,EDISON S.P.A.,,b6c27480-95f2-43c9-bede-f40f9c986ced,https://lda.senate.gov/filings/public/filing/b6c27480-95f2-43c9-bede-f40f9c986ced/print/
SQUIRE PATTON BOGGS,lost,FOODSHED.IO,,7ac179b4-4a5c-4afb-a579-b4ee048fd6ac,https://lda.senate.gov/filings/public/filing/7ac179b4-4a5c-4afb-a579-b4ee048fd6ac/print/
SQUIRE PATTON BOGGS,lost,"LIQUIDITY SERVICES, INC.",,39f6a4e0-f1d8-457c-93fc-d1f78ebcbdb5,https://lda.senate.gov/filings/public/filing/39f6a4e0-f1d8-457c-93fc-d1f78ebcbdb5/print/
SQUIRE PATTON BOGGS,lost,MINERAL COMMODITIES LTD.,,bf205fd4-d83f-4759-9ee7-b37c4c9ad443,https://lda.senate.gov/filings/public/filing/bf205fd4-d83f-4759-9ee7-b37c4c9ad443/print/
SQUIRE PATTON BOGGS,lost,TORQUE3 INC.,,6ff365b3-78b1-45d4-8220-e3a584414831,https://lda.senate.gov/filings/public/filing/6ff365b3-78b1-45d4-8220-e3a584414831/print/
SQUIRE PATTON BOGGS,lost,WASHINGTON COMMANDERS FKA WASHINGTON FOOTBALL TEAM,,d2f63849-7f7f-46d6-aca0-e2815ae6ebbc,https://lda.senate.gov/filings/public/filing/d2f63849-7f7f-46d6-aca0-e2815ae6ebbc/print/
SQUIRE PATTON BOGGS,signed,"BAE, KIM & LEE LLC ON BEHALF OF KCIH & YPC",370000,9ba797f8-a1b4-44ed-81c2-efb44f9dc582,https://lda.senate.gov/filings/public/filing/9ba797f8-a1b4-44ed-81c2-efb44f9dc582/print/
SQUIRE PATTON BOGGS,signed,ASCENSUS SPECIALTIES LLC,200000,69767658-e8b0-4ebb-92a6-de54c4d80ed0,https://lda.senate.gov/filings/public/filing/69767658-e8b0-4ebb-92a6-de54c4d80ed0/print/
SQUIRE PATTON BOGGS,signed,UNION GANADERA REGIONAL DE CHI,120000,dde9185a-5e60-442e-9872-b468452b5891,https://lda.senate.gov/filings/public/filing/dde9185a-5e60-442e-9872-b468452b5891/print/
SQUIRE PATTON BOGGS,signed,TUNGSTEN MINING NL,80000,539d2111-167e-41c7-b739-231ea79bd6cb,https://lda.senate.gov/filings/public/filing/539d2111-167e-41c7-b739-231ea79bd6cb/print/
SQUIRE PATTON BOGGS,signed,"Kalshi, Inc.",70000,26127e55-a2dd-49b1-92a1-a1bab6595902,https://lda.senate.gov/filings/public/filing/26127e55-a2dd-49b1-92a1-a1bab6595902/print/
SQUIRE PATTON BOGGS,signed,ALPHASIX LLC,60000,64a91682-65c5-4db7-ad66-11cd0bff3f84,https://lda.senate.gov/filings/public/filing/64a91682-65c5-4db7-ad66-11cd0bff3f84/print/
SQUIRE PATTON BOGGS,signed,"Blue Star NBR, LLC",60000,954ac7ed-1f9f-4946-889e-bfd1c53c1ef8,https://lda.senate.gov/filings/public/filing/954ac7ed-1f9f-4946-889e-bfd1c53c1ef8/print/
SQUIRE PATTON BOGGS,signed,JBT MAREL CORPORATION,60000,c4897d12-837d-4f1d-b18c-eb42e47cc300,https://lda.senate.gov/filings/public/filing/c4897d12-837d-4f1d-b18c-eb42e47cc300/print/
SQUIRE PATTON BOGGS,signed,"LIS TECHNOLOGIES, INC.",50000,6d95df7d-a4e8-4f25-af65-de833a9439c2,https://lda.senate.gov/filings/public/filing/6d95df7d-a4e8-4f25-af65-de833a9439c2/print/
SQUIRE PATTON BOGGS,signed,"Disa Technologies, Inc.",40000,8170d407-7382-470d-9ee3-cc4370cbd4b3,https://lda.senate.gov/filings/public/filing/8170d407-7382-470d-9ee3-cc4370cbd4b3/print/
SQUIRE PATTON BOGGS,signed,AIRPORTS FOR THE USVI,30000,8d0fc475-852d-4fdb-8e90-d3e6bf753da2,https://lda.senate.gov/filings/public/filing/8d0fc475-852d-4fdb-8e90-d3e6bf753da2/print/
SQUIRE PATTON BOGGS,signed,ALPHA ENERGY LLC,30000,5f2723bf-6b3c-438c-9d9f-d402e207b466,https://lda.senate.gov/filings/public/filing/5f2723bf-6b3c-438c-9d9f-d402e207b466/print/
SQUIRE PATTON BOGGS,signed,GROUPE SEB,30000,43feef6e-8b50-4b80-886e-70e5e46404e4,https://lda.senate.gov/filings/public/filing/43feef6e-8b50-4b80-886e-70e5e46404e4/print/
SQUIRE PATTON BOGGS,signed,Avantus,20000,6669c6f0-8526-4469-ac40-d63426ffc534,https://lda.senate.gov/filings/public/filing/6669c6f0-8526-4469-ac40-d63426ffc534/print/
SQUIRE PATTON BOGGS,signed,"ONTIC TECHNOLOGIES, INC.",10000,f4f63887-5ec5-4b61-95f0-f75f640e05fa,https://lda.senate.gov/filings/public/filing/f4f63887-5ec5-4b61-95f0-f75f640e05fa/print/
STRATEGIC MARKETING INNOVATIONS,lost,KYMERA INTERNATIONAL,190000,7df4b6ab-7173-4248-97c2-164970a6c909,https://lda.senate.gov/filings/public/filing/7df4b6ab-7173-4248-97c2-164970a6c909/print/
STRATEGIC MARKETING INNOVATIONS,lost,PEDMAS TECHNOLOGIES & INNOVATIONS,170000,4ea6c331-9346-46af-97d6-ff708f9be698,https://lda.senate.gov/filings/public/filing/4ea6c331-9346-46af-97d6-ff708f9be698/print/
STRATEGIC MARKETING INNOVATIONS,lost,"UNIVERSITY OF FLORIDA, OFFICE OF RESEARCH (FKA UNIVERSITY OF FLORIDA, ENGINGEERI",170000,7348a8a7-4249-45fb-aac8-435b357cc8a2,https://lda.senate.gov/filings/public/filing/7348a8a7-4249-45fb-aac8-435b357cc8a2/print/
STRATEGIC MARKETING INNOVATIONS,lost,ADDMAN,160000,4aca27b5-060b-43c1-9531-1052034989db,https://lda.senate.gov/filings/public/filing/4aca27b5-060b-43c1-9531-1052034989db/print/
STRATEGIC MARKETING INNOVATIONS,lost,CALCA SOLUTIONS LLC,130000,593f58d8-6df7-4446-84e7-753e73dc3ec6,https://lda.senate.gov/filings/public/filing/593f58d8-6df7-4446-84e7-753e73dc3ec6/print/
STRATEGIC MARKETING INNOVATIONS,lost,Forging Industry Association,120000,fe2a5bbd-5ed2-4273-946e-b2824af6fbf4,https://lda.senate.gov/filings/public/filing/fe2a5bbd-5ed2-4273-946e-b2824af6fbf4/print/
STRATEGIC MARKETING INNOVATIONS,lost,LOWELL COMMUNITY HEALTH CENTER,100000,adcfe392-c3ed-454f-b67d-4d45f6d1dbb0,https://lda.senate.gov/filings/public/filing/adcfe392-c3ed-454f-b67d-4d45f6d1dbb0/print/
STRATEGIC MARKETING INNOVATIONS,lost,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY,100000,3aa342c2-bb5b-43ea-9c23-2ea0f167af13,https://lda.senate.gov/filings/public/filing/3aa342c2-bb5b-43ea-9c23-2ea0f167af13/print/
STRATEGIC MARKETING INNOVATIONS,lost,CODAGENIX,90000,847ba443-c49c-458e-a23c-53150ba09966,https://lda.senate.gov/filings/public/filing/847ba443-c49c-458e-a23c-53150ba09966/print/
STRATEGIC MARKETING INNOVATIONS,lost,SmallSat Alliance,80000,5b6677c7-cb67-41a3-a22c-59a79f90d860,https://lda.senate.gov/filings/public/filing/5b6677c7-cb67-41a3-a22c-59a79f90d860/print/
STRATEGIC MARKETING INNOVATIONS,lost,PRECISION ADDITIVE AND MAGNESIUM INNOVATION GROUP,60000,b7f90a00-ef9b-45b7-93d2-bbb5e36cd6c1,https://lda.senate.gov/filings/public/filing/b7f90a00-ef9b-45b7-93d2-bbb5e36cd6c1/print/
STRATEGIC MARKETING INNOVATIONS,lost,"CARDINAL POINT PARTNERS, LLC ON BEHALF OF TONIX PHARMACEUTICALS",50000,17613a16-e6b8-45b0-84ce-3ec8abd20c29,https://lda.senate.gov/filings/public/filing/17613a16-e6b8-45b0-84ce-3ec8abd20c29/print/
STRATEGIC MARKETING INNOVATIONS,lost,"CARDINAL POINT PARTNERS, LLC ON BEHALF OF SCIENTIFIC SYSTEMS COMPANY, INC.",40000,3b24192b-59c1-461c-9b6f-2bbc3a18d9e5,https://lda.senate.gov/filings/public/filing/3b24192b-59c1-461c-9b6f-2bbc3a18d9e5/print/
STRATEGIC MARKETING INNOVATIONS,lost,24M TECHNOLOGIES,10000,bb3f736c-9a4d-446a-849d-0f7df38ee7b8,https://lda.senate.gov/filings/public/filing/bb3f736c-9a4d-446a-849d-0f7df38ee7b8/print/
STRATEGIC MARKETING INNOVATIONS,lost,MILITARY IMPACTED SCHOOLS ASSN,,64431461-0b55-42ed-84de-f1e47f7dde34,https://lda.senate.gov/filings/public/filing/64431461-0b55-42ed-84de-f1e47f7dde34/print/
STRATEGIC MARKETING INNOVATIONS,lost,XENTRIS WIRELESS,,ab1705dd-b84d-4806-a2db-16ec769c96df,https://lda.senate.gov/filings/public/filing/ab1705dd-b84d-4806-a2db-16ec769c96df/print/
STRATEGIC MARKETING INNOVATIONS,signed,NEWMARKET SPECIALTY MATERIALS,50000,11d199f9-6c73-4075-b951-137648f921a2,https://lda.senate.gov/filings/public/filing/11d199f9-6c73-4075-b951-137648f921a2/print/
STRATEGIC MARKETING INNOVATIONS,signed,THALLIOS INC.,40000,171a174c-8e6a-4ef7-bdb5-c6eaca4be515,https://lda.senate.gov/filings/public/filing/171a174c-8e6a-4ef7-bdb5-c6eaca4be515/print/
STRATEGIC MARKETING INNOVATIONS,signed,"DUPONT SPECIALTY PRODUCTS USA, LLC",30000,6b54e14f-3501-460a-a84a-1f01115f9284,https://lda.senate.gov/filings/public/filing/6b54e14f-3501-460a-a84a-1f01115f9284/print/
STRATEGIC MARKETING INNOVATIONS,signed,General Atomics,30000,a589bb1e-64fa-4c24-bd6d-13e29fe7d96c,https://lda.senate.gov/filings/public/filing/a589bb1e-64fa-4c24-bd6d-13e29fe7d96c/print/
STRATEGIC MARKETING INNOVATIONS,signed,HAPTECH DEFENSE SYSTEMS,30000,c8da0c6d-765a-4974-b63c-29c0d97cc93d,https://lda.senate.gov/filings/public/filing/c8da0c6d-765a-4974-b63c-29c0d97cc93d/print/
STRATEGIC MARKETING INNOVATIONS,signed,NANOHMICS INC.,30000,e99fab16-d183-4048-adba-c91e88fd87e6,https://lda.senate.gov/filings/public/filing/e99fab16-d183-4048-adba-c91e88fd87e6/print/
STRATEGIC MARKETING INNOVATIONS,signed,NORTH AMERICAN HOGANAS CO.,30000,dcec1482-efe5-467f-87c4-fdb5b28e01f0,https://lda.senate.gov/filings/public/filing/dcec1482-efe5-467f-87c4-fdb5b28e01f0/print/
STRATEGIC MARKETING INNOVATIONS,signed,RALLIANT CORPORATION,30000,3fbe884c-de83-4090-a6ee-46f0580cf10f,https://lda.senate.gov/filings/public/filing/3fbe884c-de83-4090-a6ee-46f0580cf10f/print/
STRATEGIC MARKETING INNOVATIONS,signed,"CODE METAL, INC.",20000,fbde7b04-90a3-41f1-83a0-f343aa00129a,https://lda.senate.gov/filings/public/filing/fbde7b04-90a3-41f1-83a0-f343aa00129a/print/
STRATEGIC MARKETING INNOVATIONS,signed,GMG HOLDCO,20000,f33d08e6-cd24-4fc0-bffa-9b2651e394b0,https://lda.senate.gov/filings/public/filing/f33d08e6-cd24-4fc0-bffa-9b2651e394b0/print/
STRATEGIC MARKETING INNOVATIONS,signed,"SCIENTIFIC SYSTEMS COMPANY, INC.",20000,e59f1e3e-669f-4691-a9de-e79fd9bb57f3,https://lda.senate.gov/filings/public/filing/e59f1e3e-669f-4691-a9de-e79fd9bb57f3/print/
STRATEGIC MARKETING INNOVATIONS,signed,"VOYAGER TECHNOLOGIES, INC. (FKA VOYAGER SPACE HOLDINGS, INC.)",20000,fba6d167-22a7-4700-8d28-aabdaa61defa,https://lda.senate.gov/filings/public/filing/fba6d167-22a7-4700-8d28-aabdaa61defa/print/
STRATEGIC MARKETING INNOVATIONS,signed,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",10000,620c86c0-89c9-4055-b64e-69f22380ee31,https://lda.senate.gov/filings/public/filing/620c86c0-89c9-4055-b64e-69f22380ee31/print/
THE WAYFINDER GROUP,signed,University Corporation for Atmospheric Research,70000,354fa65e-7992-4902-9f33-a3127c17e9f1,https://lda.senate.gov/filings/public/filing/354fa65e-7992-4902-9f33-a3127c17e9f1/print/
THE WAYFINDER GROUP,signed,AlohaCare,60000,54ce2c35-4e1c-4bca-b9d0-48174cd837a9,https://lda.senate.gov/filings/public/filing/54ce2c35-4e1c-4bca-b9d0-48174cd837a9/print/
THE WAYFINDER GROUP,signed,Chickasaw Nation,50000,d082de43-51ec-4b93-a6d9-89ba05a2177a,https://lda.senate.gov/filings/public/filing/d082de43-51ec-4b93-a6d9-89ba05a2177a/print/
THE WAYFINDER GROUP,signed,RESEARCH CORPORATION OF THE UNIVERSITY OF HAWAII,50000,8eb7f48f-0a96-4f69-9516-b9396f2c068c,https://lda.senate.gov/filings/public/filing/8eb7f48f-0a96-4f69-9516-b9396f2c068c/print/
THE WAYFINDER GROUP,signed,The Kroger Co.,50000,eb8e2136-c5f8-4383-830a-b11e2240c933,https://lda.senate.gov/filings/public/filing/eb8e2136-c5f8-4383-830a-b11e2240c933/print/
THE WAYFINDER GROUP,signed,NCTA - The Internet & Television Association,40000,d384b213-8cba-418f-8094-a9cd0f89b378,https://lda.senate.gov/filings/public/filing/d384b213-8cba-418f-8094-a9cd0f89b378/print/
THE WAYFINDER GROUP,signed,National Alliance for Public Charter Schools,40000,c40fae5a-7ea5-4c99-b460-c525ddbdb22a,https://lda.senate.gov/filings/public/filing/c40fae5a-7ea5-4c99-b460-c525ddbdb22a/print/
THE WAYFINDER GROUP,signed,North Star Scientific Corporation,40000,1051c252-0609-4f1d-a071-3393da29c1a9,https://lda.senate.gov/filings/public/filing/1051c252-0609-4f1d-a071-3393da29c1a9/print/
THE WAYFINDER GROUP,signed,"Charter Communications, Inc.",30000,d343fca1-b17c-4f29-a96a-1dad354f06cd,https://lda.senate.gov/filings/public/filing/d343fca1-b17c-4f29-a96a-1dad354f06cd/print/
THE WAYFINDER GROUP,signed,Cowlitz Indian Tribe,30000,cabdf9cd-4c02-4ba1-8661-bbc23bd71321,https://lda.senate.gov/filings/public/filing/cabdf9cd-4c02-4ba1-8661-bbc23bd71321/print/
THE WAYFINDER GROUP,signed,Hale Makua Health Services,30000,f5c9c7bc-187b-46cf-9b5e-cd74b5044781,https://lda.senate.gov/filings/public/filing/f5c9c7bc-187b-46cf-9b5e-cd74b5044781/print/
THE WAYFINDER GROUP,signed,"Kaddas Enterprises, Inc.",30000,82da34db-71c5-4e0d-94d7-350145bda2bc,https://lda.senate.gov/filings/public/filing/82da34db-71c5-4e0d-94d7-350145bda2bc/print/
THE WAYFINDER GROUP,signed,"The Gas Company, LLC dba Hawaii Gas",30000,9f07e988-2578-461b-bf76-592a67741a3f,https://lda.senate.gov/filings/public/filing/9f07e988-2578-461b-bf76-592a67741a3f/print/
THE WAYFINDER GROUP,signed,"Biomass Energy Systems, Inc. (BESI)",20000,bb5b7456-8b27-45c9-bed1-cd7c75dda1a0,https://lda.senate.gov/filings/public/filing/bb5b7456-8b27-45c9-bed1-cd7c75dda1a0/print/
THE WAYFINDER GROUP,signed,"DISH Network, LLC",20000,9faac56b-c2b6-4cfa-8b63-b7db04ddef64,https://lda.senate.gov/filings/public/filing/9faac56b-c2b6-4cfa-8b63-b7db04ddef64/print/
THE WAYFINDER GROUP,signed,ENVIRONET,20000,68e70936-e290-4286-b82d-fdbf84e018f9,https://lda.senate.gov/filings/public/filing/68e70936-e290-4286-b82d-fdbf84e018f9/print/
THE WAYFINDER GROUP,signed,HHSC KONA COMMUNITY HOSPITAL,20000,7e2c5b3c-8438-4c0c-ac37-4697601722c4,https://lda.senate.gov/filings/public/filing/7e2c5b3c-8438-4c0c-ac37-4697601722c4/print/
THE WAYFINDER GROUP,signed,KAIMANA HILA ON BEHALF OF THE UNIVERSITY OF HAWAII,20000,f4a76255-9e2a-4e3d-bf9a-6dceff0f8dda,https://lda.senate.gov/filings/public/filing/f4a76255-9e2a-4e3d-bf9a-6dceff0f8dda/print/
THE WAYFINDER GROUP,signed,MAUI COUNTY-DC,20000,238ed7ff-dd31-4be2-bd0e-2a369306b9f7,https://lda.senate.gov/filings/public/filing/238ed7ff-dd31-4be2-bd0e-2a369306b9f7/print/
