registrant,kind,client,amount,filing_uuid,lda_public_url
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",signed,RWJ BARNABAS HEALTH,30000,e80cd6dc-9528-4602-a7a3-e899f31969cf,https://lda.senate.gov/filings/public/filing/e80cd6dc-9528-4602-a7a3-e899f31969cf/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",signed,"CITY OF MARION, IOWA",20000,85aa2705-8dc5-45f4-8cc3-0ea67009fc03,https://lda.senate.gov/filings/public/filing/85aa2705-8dc5-45f4-8cc3-0ea67009fc03/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",signed,Fervo Energy,20000,e1d98e96-0874-4213-b672-e822327bb97b,https://lda.senate.gov/filings/public/filing/e1d98e96-0874-4213-b672-e822327bb97b/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",signed,National Waste & Recycling Association,20000,97084ed8-170f-44dc-9d4e-d153c550a13e,https://lda.senate.gov/filings/public/filing/97084ed8-170f-44dc-9d4e-d153c550a13e/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",signed,GEORGIA POWER COMPANY,10000,80ecb21b-2a7f-43f6-ab7a-d3d580ae5c51,https://lda.senate.gov/filings/public/filing/80ecb21b-2a7f-43f6-ab7a-d3d580ae5c51/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",signed,KENTUCKY STATE UNIVERSITY,10000,434c5a41-4864-418c-930e-68613cc678be,https://lda.senate.gov/filings/public/filing/434c5a41-4864-418c-930e-68613cc678be/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",signed,"FLOCK HOMES, INC.",,ba758275-6ba9-4d1c-9e59-328e4e1a528f,https://lda.senate.gov/filings/public/filing/ba758275-6ba9-4d1c-9e59-328e4e1a528f/print/
"CROSSROADS STRATEGIES, LLC",lost,CARBON TO SEA INITIATIVE,200000,56546d1a-4b38-4bc4-90c7-a4de595463af,https://lda.senate.gov/filings/public/filing/56546d1a-4b38-4bc4-90c7-a4de595463af/print/
"CROSSROADS STRATEGIES, LLC",lost,"ALBACORE OCEAN SYSTEMS, LLC",180000,9774f18a-f97d-442f-b07c-cbb91ecdda1c,https://lda.senate.gov/filings/public/filing/9774f18a-f97d-442f-b07c-cbb91ecdda1c/print/
"CROSSROADS STRATEGIES, LLC",lost,Indivior Inc.,180000,38be744e-2967-48d2-b977-e89f13b42d3b,https://lda.senate.gov/filings/public/filing/38be744e-2967-48d2-b977-e89f13b42d3b/print/
"CROSSROADS STRATEGIES, LLC",lost,SQUARE 407 LP,160000,e8e4092e-e74c-4221-8147-eff50a4a75ba,https://lda.senate.gov/filings/public/filing/e8e4092e-e74c-4221-8147-eff50a4a75ba/print/
"CROSSROADS STRATEGIES, LLC",lost,Bristol-Myers Squibb Company,120000,979efff9-1403-4a52-a386-ff49cc709a49,https://lda.senate.gov/filings/public/filing/979efff9-1403-4a52-a386-ff49cc709a49/print/
"CROSSROADS STRATEGIES, LLC",lost,"TROPICANA PRODUCTS, INC.",50000,b55b16bf-e8fd-4cca-9d33-1834d31f7e03,https://lda.senate.gov/filings/public/filing/b55b16bf-e8fd-4cca-9d33-1834d31f7e03/print/
"CROSSROADS STRATEGIES, LLC",lost,Farm Bureau Insurance of Tennessee,40000,cc4c9476-acdd-4748-b5f4-c16b90c4a0e8,https://lda.senate.gov/filings/public/filing/cc4c9476-acdd-4748-b5f4-c16b90c4a0e8/print/
"CROSSROADS STRATEGIES, LLC",lost,"ADENA GC HOLDINGS, LLC",,7d0078e0-89dc-429e-a13e-0011ee01b915,https://lda.senate.gov/filings/public/filing/7d0078e0-89dc-429e-a13e-0011ee01b915/print/
"CROSSROADS STRATEGIES, LLC",signed,CAL-MAINE FOODS,80000,3cec1640-b1e3-4ee7-ba53-38fc27df20bb,https://lda.senate.gov/filings/public/filing/3cec1640-b1e3-4ee7-ba53-38fc27df20bb/print/
"CROSSROADS STRATEGIES, LLC",signed,"Coupang, Inc.",70000,09e08f6d-d58c-42a6-82e2-38d905a6b39f,https://lda.senate.gov/filings/public/filing/09e08f6d-d58c-42a6-82e2-38d905a6b39f/print/
"CROSSROADS STRATEGIES, LLC",signed,TIKTOK USDS JOINT VENTURE LLC,60000,c7d3cc32-3523-4779-a4a7-7c2883941a8b,https://lda.senate.gov/filings/public/filing/c7d3cc32-3523-4779-a4a7-7c2883941a8b/print/
"CROSSROADS STRATEGIES, LLC",signed,"Alkermes, Inc.",50000,6cf5530b-edaf-4665-a3d7-ba7f39849b76,https://lda.senate.gov/filings/public/filing/6cf5530b-edaf-4665-a3d7-ba7f39849b76/print/
"CROSSROADS STRATEGIES, LLC",signed,BLINK HEALTH LTD (A BERMUDA LIMITED COMPANY),50000,7ee6bdb4-9404-4bf2-ad12-cc55ba169b6b,https://lda.senate.gov/filings/public/filing/7ee6bdb4-9404-4bf2-ad12-cc55ba169b6b/print/
"CROSSROADS STRATEGIES, LLC",signed,Research!America,50000,25c51c04-08ca-49fa-a4f9-2a53df6a6be3,https://lda.senate.gov/filings/public/filing/25c51c04-08ca-49fa-a4f9-2a53df6a6be3/print/
"CROSSROADS STRATEGIES, LLC",signed,Sports Betting Alliance,40000,e67bf1b2-f844-4171-bdad-6a9a596c0e04,https://lda.senate.gov/filings/public/filing/e67bf1b2-f844-4171-bdad-6a9a596c0e04/print/
"CROSSROADS STRATEGIES, LLC",signed,"ALTUMINT, INC.",30000,4dd6aef6-f818-406e-8e15-0643c70f9b0f,https://lda.senate.gov/filings/public/filing/4dd6aef6-f818-406e-8e15-0643c70f9b0f/print/
"CROSSROADS STRATEGIES, LLC",signed,"ATKINSREALIS NUCLEAR SECURED, LLC",30000,8c7d91c6-b726-4ddb-844c-5668748bc97e,https://lda.senate.gov/filings/public/filing/8c7d91c6-b726-4ddb-844c-5668748bc97e/print/
"CROSSROADS STRATEGIES, LLC",signed,PROTON THERAPY CONSORTIUM,30000,956671c9-6780-4ebb-83f5-4c840fe20047,https://lda.senate.gov/filings/public/filing/956671c9-6780-4ebb-83f5-4c840fe20047/print/
"CROSSROADS STRATEGIES, LLC",signed,"SBIR ADVISORS OBO AURELIUS TECHNOLOGIES, INC.",30000,2f3a4f80-052d-4507-ae6e-1ff470da7f30,https://lda.senate.gov/filings/public/filing/2f3a4f80-052d-4507-ae6e-1ff470da7f30/print/
"CROSSROADS STRATEGIES, LLC",signed,"CORNELL ABRAXAS GROUP, LLC",20000,5f917e9b-5129-4f69-924e-bdda31cbb6e7,https://lda.senate.gov/filings/public/filing/5f917e9b-5129-4f69-924e-bdda31cbb6e7/print/
"CROSSROADS STRATEGIES, LLC",signed,Capital One Financial Corporation,20000,d9fff413-a5d0-45ef-8f71-aee0ddfb832a,https://lda.senate.gov/filings/public/filing/d9fff413-a5d0-45ef-8f71-aee0ddfb832a/print/
"CROSSROADS STRATEGIES, LLC",signed,GOULD INDUSTRIES LTD.,20000,2e611e1c-43e0-41eb-b085-0f769a423c7b,https://lda.senate.gov/filings/public/filing/2e611e1c-43e0-41eb-b085-0f769a423c7b/print/
"CROSSROADS STRATEGIES, LLC",signed,PRECISION MOTION HEALTH,20000,705db14b-2e8d-41c0-a989-3686056771ac,https://lda.senate.gov/filings/public/filing/705db14b-2e8d-41c0-a989-3686056771ac/print/
"CROSSROADS STRATEGIES, LLC",signed,"BSA Business Software Alliance, Inc.",10000,2c45f44b-954c-42a5-ae5c-7b2136930db5,https://lda.senate.gov/filings/public/filing/2c45f44b-954c-42a5-ae5c-7b2136930db5/print/
"CROSSROADS STRATEGIES, LLC",signed,CARLOS ARGENAL,10000,818c2a0a-6cb2-40d8-85a9-dd51cf58b0d4,https://lda.senate.gov/filings/public/filing/818c2a0a-6cb2-40d8-85a9-dd51cf58b0d4/print/
"CROSSROADS STRATEGIES, LLC",signed,Einride,10000,9f3529eb-9100-4dd5-8638-6d2c55083f35,https://lda.senate.gov/filings/public/filing/9f3529eb-9100-4dd5-8638-6d2c55083f35/print/
"CROSSROADS STRATEGIES, LLC",signed,KB SIGNALING INC.,10000,da62d8cf-fbea-4add-8918-e3c1c0df81a0,https://lda.senate.gov/filings/public/filing/da62d8cf-fbea-4add-8918-e3c1c0df81a0/print/
"CROSSROADS STRATEGIES, LLC",signed,SBIR ADVISORS OBO AIRLOOM ENERGY,10000,f7f570b1-5b94-45b8-8e90-36ad47b0594b,https://lda.senate.gov/filings/public/filing/f7f570b1-5b94-45b8-8e90-36ad47b0594b/print/
"CROSSROADS STRATEGIES, LLC",signed,SBIR ADVISORS OBO SEQUOIA HOLDINGS,10000,8e2bca69-475c-409e-a1e1-195c21772663,https://lda.senate.gov/filings/public/filing/8e2bca69-475c-409e-a1e1-195c21772663/print/
HOLLAND & KNIGHT LLP,lost,Alibaba Group Holding Limited,320000,fee7949c-6b0f-4fe3-a94c-93222f04b8a6,https://lda.senate.gov/filings/public/filing/fee7949c-6b0f-4fe3-a94c-93222f04b8a6/print/
HOLLAND & KNIGHT LLP,lost,"DUPONT DE NEMOURS, INC.",230000,a5a4121c-47c9-45db-8753-71ab804e20ca,https://lda.senate.gov/filings/public/filing/a5a4121c-47c9-45db-8753-71ab804e20ca/print/
HOLLAND & KNIGHT LLP,lost,"Clark Street Associates on behalf of IonQ, Inc.",210000,52ebcc2a-2ca9-4ea1-af51-9097cbdf7c2a,https://lda.senate.gov/filings/public/filing/52ebcc2a-2ca9-4ea1-af51-9097cbdf7c2a/print/
HOLLAND & KNIGHT LLP,lost,Astranis Space Technologies Corp.,200000,ca21b108-0534-46b0-bc70-c6e3a71a9e58,https://lda.senate.gov/filings/public/filing/ca21b108-0534-46b0-bc70-c6e3a71a9e58/print/
HOLLAND & KNIGHT LLP,lost,MEDICAL APPAREL MADE FOR AMERICA - HAITI COALITION,200000,3fca856f-5f54-40f5-be30-1445c208f1c6,https://lda.senate.gov/filings/public/filing/3fca856f-5f54-40f5-be30-1445c208f1c6/print/
HOLLAND & KNIGHT LLP,lost,NATIONAL CONFEDERATION OF FINANCIAL INSTITUTIONS,190000,184e5faf-c7cb-45c6-9d18-f4572a0d054b,https://lda.senate.gov/filings/public/filing/184e5faf-c7cb-45c6-9d18-f4572a0d054b/print/
HOLLAND & KNIGHT LLP,lost,Northeastern University,150000,e0bb4245-2daa-49b1-8ad3-79d704eb37b4,https://lda.senate.gov/filings/public/filing/e0bb4245-2daa-49b1-8ad3-79d704eb37b4/print/
HOLLAND & KNIGHT LLP,lost,Peak Nano,140000,d9b3bd72-4193-4584-b885-6fe932f6d097,https://lda.senate.gov/filings/public/filing/d9b3bd72-4193-4584-b885-6fe932f6d097/print/
HOLLAND & KNIGHT LLP,lost,WOOD MACKENZIE,120000,c1820854-0ff0-4fa5-b839-c36efd24561a,https://lda.senate.gov/filings/public/filing/c1820854-0ff0-4fa5-b839-c36efd24561a/print/
HOLLAND & KNIGHT LLP,lost,BIOPRINCIPIA,110000,918cfd3b-a9ff-4205-af1e-2d23b9d00711,https://lda.senate.gov/filings/public/filing/918cfd3b-a9ff-4205-af1e-2d23b9d00711/print/
HOLLAND & KNIGHT LLP,lost,NUFARM AMERICAS INC. (F/K/A NUSEED AMERICAS),90000,02a06ee5-8431-4517-95f0-b43bbf14c030,https://lda.senate.gov/filings/public/filing/02a06ee5-8431-4517-95f0-b43bbf14c030/print/
HOLLAND & KNIGHT LLP,lost,"Zum Services, Inc.",80000,90804885-0216-4741-95fe-aab48050e8b2,https://lda.senate.gov/filings/public/filing/90804885-0216-4741-95fe-aab48050e8b2/print/
HOLLAND & KNIGHT LLP,lost,REWIRING AMERICA INC.,30000,e96263d3-7cae-42e0-9247-0fb32a4c271a,https://lda.senate.gov/filings/public/filing/e96263d3-7cae-42e0-9247-0fb32a4c271a/print/
HOLLAND & KNIGHT LLP,lost,JOINT OFFICIAL LIQUIDATOR OF SILICON VALLEY BANK CAYMAN BRANCH,20000,a0bf45bb-eee6-4f03-bcb5-c100a0d99bf5,https://lda.senate.gov/filings/public/filing/a0bf45bb-eee6-4f03-bcb5-c100a0d99bf5/print/
HOLLAND & KNIGHT LLP,lost,LIGHTPATH TECHNOLOGIES,,f2d8f396-85b5-4832-9db9-a20c0255aef5,https://lda.senate.gov/filings/public/filing/f2d8f396-85b5-4832-9db9-a20c0255aef5/print/
HOLLAND & KNIGHT LLP,lost,"PIPER AIRCRAFT, INC.",,89b8a6dd-dafb-480d-81c3-e30b1233be95,https://lda.senate.gov/filings/public/filing/89b8a6dd-dafb-480d-81c3-e30b1233be95/print/
HOLLAND & KNIGHT LLP,signed,"QNITY ELECTRONICS, INC.",80000,197f2dcc-0dcd-4712-9063-207a0a85fd58,https://lda.senate.gov/filings/public/filing/197f2dcc-0dcd-4712-9063-207a0a85fd58/print/
HOLLAND & KNIGHT LLP,signed,AMG CRITICAL MATERIALS N.V.,60000,de383381-0c38-4fc3-97a1-478a90cd0636,https://lda.senate.gov/filings/public/filing/de383381-0c38-4fc3-97a1-478a90cd0636/print/
HOLLAND & KNIGHT LLP,signed,"Office of the Governor, State of Colorado",60000,593c624a-1e62-4a12-a002-104bcffef73b,https://lda.senate.gov/filings/public/filing/593c624a-1e62-4a12-a002-104bcffef73b/print/
HOLLAND & KNIGHT LLP,signed,REAXIOMATIC,60000,e6c85a42-9297-49d3-8a37-5bd029f0641f,https://lda.senate.gov/filings/public/filing/e6c85a42-9297-49d3-8a37-5bd029f0641f/print/
HOLLAND & KNIGHT LLP,signed,"HILLPOINTE, LLC",50000,ddebef11-fafa-4cec-b1cd-7687ee3a6f7b,https://lda.senate.gov/filings/public/filing/ddebef11-fafa-4cec-b1cd-7687ee3a6f7b/print/
HOLLAND & KNIGHT LLP,signed,IonQ Inc.,50000,7b196082-04ad-49f0-a705-2ce25694b34c,https://lda.senate.gov/filings/public/filing/7b196082-04ad-49f0-a705-2ce25694b34c/print/
HOLLAND & KNIGHT LLP,signed,Momentum Technologies,50000,e3230ff8-b5b5-4714-8b83-70293083d906,https://lda.senate.gov/filings/public/filing/e3230ff8-b5b5-4714-8b83-70293083d906/print/
HOLLAND & KNIGHT LLP,signed,"CAE USA, INC",40000,9b892d41-92b6-4b06-bd03-100e7f4f13d8,https://lda.senate.gov/filings/public/filing/9b892d41-92b6-4b06-bd03-100e7f4f13d8/print/
HOLLAND & KNIGHT LLP,signed,Midwestern University,40000,18ab48a5-142f-4cbb-8b1e-e6a25df63970,https://lda.senate.gov/filings/public/filing/18ab48a5-142f-4cbb-8b1e-e6a25df63970/print/
HOLLAND & KNIGHT LLP,signed,"TRAPAC, LLC",40000,7babb62c-2809-4f77-b0c8-59af1ffdfd9b,https://lda.senate.gov/filings/public/filing/7babb62c-2809-4f77-b0c8-59af1ffdfd9b/print/
HOLLAND & KNIGHT LLP,signed,"CAMBIUM LEARNING GROUP, INC.",30000,d182cb63-5147-4673-a74c-24dc1169f1a5,https://lda.senate.gov/filings/public/filing/d182cb63-5147-4673-a74c-24dc1169f1a5/print/
HOLLAND & KNIGHT LLP,signed,Clark Street Associates on behalf of LightPath Technologies,30000,238cf34d-060e-4e7e-8464-67e5220d5b52,https://lda.senate.gov/filings/public/filing/238cf34d-060e-4e7e-8464-67e5220d5b52/print/
HOLLAND & KNIGHT LLP,signed,DELAWARE RIVER PORT AUTHORITY,30000,31e3ebad-c726-4a01-bc83-81b843cdec95,https://lda.senate.gov/filings/public/filing/31e3ebad-c726-4a01-bc83-81b843cdec95/print/
HOLLAND & KNIGHT LLP,signed,Glencore Ltd.,30000,a40fa968-e362-4021-b753-b3b30101a57a,https://lda.senate.gov/filings/public/filing/a40fa968-e362-4021-b753-b3b30101a57a/print/
HOLLAND & KNIGHT LLP,signed,LONG WALL COMPANY,30000,08a9872d-8c14-4fa2-97a0-72421914c74f,https://lda.senate.gov/filings/public/filing/08a9872d-8c14-4fa2-97a0-72421914c74f/print/
HOLLAND & KNIGHT LLP,signed,"SPEKTREWORKS, INC.",30000,6d39bdf6-ce82-478d-9346-4c0960fe0460,https://lda.senate.gov/filings/public/filing/6d39bdf6-ce82-478d-9346-4c0960fe0460/print/
HOLLAND & KNIGHT LLP,signed,WORLEY GROUP INC.,30000,f0a73ca8-0e80-4236-979e-4f1983a67c46,https://lda.senate.gov/filings/public/filing/f0a73ca8-0e80-4236-979e-4f1983a67c46/print/
HOLLAND & KNIGHT LLP,signed,"ALTA RESOURCE TECHNOLOGIES, INC.",20000,5ed7fc06-6d58-44b8-87ae-2376f24e4cb3,https://lda.senate.gov/filings/public/filing/5ed7fc06-6d58-44b8-87ae-2376f24e4cb3/print/
HOLLAND & KNIGHT LLP,signed,"ARAPAHOE COUNTY, CO",20000,87e6d15f-8b89-41d6-a737-60bc29197ceb,https://lda.senate.gov/filings/public/filing/87e6d15f-8b89-41d6-a737-60bc29197ceb/print/
HOLLAND & KNIGHT LLP,signed,"ARKENSTONE DEFENSE, INC.",20000,c5ef639e-025e-48f7-b7df-ab1a6ebf6814,https://lda.senate.gov/filings/public/filing/c5ef639e-025e-48f7-b7df-ab1a6ebf6814/print/
HOLLAND & KNIGHT LLP,signed,"CMBLU ENERGY, INC.",20000,f7195529-0d1a-4f4a-83ef-6fa9cb0a354a,https://lda.senate.gov/filings/public/filing/f7195529-0d1a-4f4a-83ef-6fa9cb0a354a/print/
HOLLAND & KNIGHT LLP,signed,HIDDENLAYER,20000,e9eebe90-1325-4cd2-bad5-2e0c95681a85,https://lda.senate.gov/filings/public/filing/e9eebe90-1325-4cd2-bad5-2e0c95681a85/print/
HOLLAND & KNIGHT LLP,signed,HOEGH AUTOLINERS ASA,20000,0ca73c54-15ab-4ec9-9ec1-1d57b0f4590a,https://lda.senate.gov/filings/public/filing/0ca73c54-15ab-4ec9-9ec1-1d57b0f4590a/print/
HOLLAND & KNIGHT LLP,signed,J. WESTLING & CO. LLC,20000,80f13196-cb62-42c1-b139-c4742fd8f586,https://lda.senate.gov/filings/public/filing/80f13196-cb62-42c1-b139-c4742fd8f586/print/
HOLLAND & KNIGHT LLP,signed,"KODEX, INC.",20000,06df572d-d3c9-4afe-abaa-57381b972d98,https://lda.senate.gov/filings/public/filing/06df572d-d3c9-4afe-abaa-57381b972d98/print/
HOLLAND & KNIGHT LLP,signed,MANNA DRONE DELIVERY INC.,20000,2bc1451e-5511-42ed-83f1-e2433e66916d,https://lda.senate.gov/filings/public/filing/2bc1451e-5511-42ed-83f1-e2433e66916d/print/
HOLLAND & KNIGHT LLP,signed,QUSECURE,20000,91a286bc-cda5-49e2-b107-794e7ecc3ae1,https://lda.senate.gov/filings/public/filing/91a286bc-cda5-49e2-b107-794e7ecc3ae1/print/
HOLLAND & KNIGHT LLP,signed,"Asurion, LLC",10000,6ea73342-b9c8-417e-a100-4fc823c23b7f,https://lda.senate.gov/filings/public/filing/6ea73342-b9c8-417e-a100-4fc823c23b7f/print/
HOLLAND & KNIGHT LLP,signed,COOPERATIVE REGIONS OF ORGANIC PRODUCER POOLS (CROPP),10000,0aa43603-e17f-4dab-9272-97a2cffc9413,https://lda.senate.gov/filings/public/filing/0aa43603-e17f-4dab-9272-97a2cffc9413/print/
HOLLAND & KNIGHT LLP,signed,"Dell Technologies, Inc.",10000,c43eea8a-67ec-4d60-9723-d8832f073049,https://lda.senate.gov/filings/public/filing/c43eea8a-67ec-4d60-9723-d8832f073049/print/
HOLLAND & KNIGHT LLP,signed,"SOUND PHARMACEUTICALS, INC.",10000,7de07e9f-09e7-41fd-9f6d-0847f181d72f,https://lda.senate.gov/filings/public/filing/7de07e9f-09e7-41fd-9f6d-0847f181d72f/print/
HOLLAND & KNIGHT LLP,signed,LEOPOLDO PALACIOS JUGO,,1396393a-0886-41f8-860c-467e871d2bbc,https://lda.senate.gov/filings/public/filing/1396393a-0886-41f8-860c-467e871d2bbc/print/
HOLLAND & KNIGHT LLP,signed,LG CHEM LTD.,,fdcb3f4b-823a-4257-a18a-a398f1497e0b,https://lda.senate.gov/filings/public/filing/fdcb3f4b-823a-4257-a18a-a398f1497e0b/print/
HOLLAND & KNIGHT LLP,signed,LIGHTPATH TECHNOLOGIES,,f2d8f396-85b5-4832-9db9-a20c0255aef5,https://lda.senate.gov/filings/public/filing/f2d8f396-85b5-4832-9db9-a20c0255aef5/print/
HOLLAND & KNIGHT LLP,signed,"MIDWEST ALLIANCE FOR CLEAN HYDROGEN, LLC (MACHH2 LLC)",,146daa38-a78f-4d89-bd39-f3c4d869a500,https://lda.senate.gov/filings/public/filing/146daa38-a78f-4d89-bd39-f3c4d869a500/print/
INVARIANT LLC,lost,"GROQ, INC.",500000,3f887bbb-d253-4cc4-9e9e-1cea49f9c0b1,https://lda.senate.gov/filings/public/filing/3f887bbb-d253-4cc4-9e9e-1cea49f9c0b1/print/
INVARIANT LLC,lost,"ZANSKAR GEOTHERMAL & MINERALS, INC.",250000,b59ac33f-cc58-4903-97dd-a3eea826a87e,https://lda.senate.gov/filings/public/filing/b59ac33f-cc58-4903-97dd-a3eea826a87e/print/
INVARIANT LLC,lost,DittoLive Inc.,240000,7f1bb9cb-4246-4cb1-9ad3-18e0d3c6aa10,https://lda.senate.gov/filings/public/filing/7f1bb9cb-4246-4cb1-9ad3-18e0d3c6aa10/print/
INVARIANT LLC,lost,"RIOT PLATFORMS, INC. (F/K/A RIOT BLOCKCHAIN, INC.)",200000,2b79d7c8-3c43-4484-a6e9-1e7bae39a3b2,https://lda.senate.gov/filings/public/filing/2b79d7c8-3c43-4484-a6e9-1e7bae39a3b2/print/
INVARIANT LLC,lost,ALLIANCE FOR HEALTH INFORMATION OPERATIONS AND STANDARDS (AHIOS),190000,c0d6aec1-a304-4d9c-ac37-5439c907fca7,https://lda.senate.gov/filings/public/filing/c0d6aec1-a304-4d9c-ac37-5439c907fca7/print/
INVARIANT LLC,lost,"PACIFIC STEEL GROUP, LLC",190000,75a30bc6-64d7-4e24-9a9c-1f6b7e33edf5,https://lda.senate.gov/filings/public/filing/75a30bc6-64d7-4e24-9a9c-1f6b7e33edf5/print/
INVARIANT LLC,lost,Recycling Leadership Council,180000,7ccf7682-51f2-41fe-863e-150f1db16572,https://lda.senate.gov/filings/public/filing/7ccf7682-51f2-41fe-863e-150f1db16572/print/
INVARIANT LLC,lost,"Charles Schwab & Co., Inc.",160000,f675365a-cc9e-41b1-9a01-24330bf2140f,https://lda.senate.gov/filings/public/filing/f675365a-cc9e-41b1-9a01-24330bf2140f/print/
INVARIANT LLC,lost,FAMILY VOICES,150000,08e15662-91e0-43db-be20-d5540e72f45f,https://lda.senate.gov/filings/public/filing/08e15662-91e0-43db-be20-d5540e72f45f/print/
INVARIANT LLC,lost,MOLTEN INDUSTRIES INC.,110000,d31c8b6b-989d-4c88-b7a6-a0fdb5f419a5,https://lda.senate.gov/filings/public/filing/d31c8b6b-989d-4c88-b7a6-a0fdb5f419a5/print/
INVARIANT LLC,lost,eGenesis Inc.,110000,f1e2ed42-f61c-4be1-9ec0-13c1e64c23b3,https://lda.senate.gov/filings/public/filing/f1e2ed42-f61c-4be1-9ec0-13c1e64c23b3/print/
INVARIANT LLC,lost,"HEARTLAND WATER TECHNOLOGY, INC.",90000,98e95110-6910-4653-85cb-3f2d66c926fc,https://lda.senate.gov/filings/public/filing/98e95110-6910-4653-85cb-3f2d66c926fc/print/
INVARIANT LLC,lost,JAB HOLDING COMPANY,80000,3c95aca2-b019-40c5-8368-b1ba1fb42c05,https://lda.senate.gov/filings/public/filing/3c95aca2-b019-40c5-8368-b1ba1fb42c05/print/
INVARIANT LLC,lost,METREA MANAGEMENT LLC,80000,fba8333f-402a-46bc-ae8f-482dbafbc60c,https://lda.senate.gov/filings/public/filing/fba8333f-402a-46bc-ae8f-482dbafbc60c/print/
INVARIANT LLC,lost,ANCOR,70000,d736b4b3-b30b-419c-8e15-5da249e301f2,https://lda.senate.gov/filings/public/filing/d736b4b3-b30b-419c-8e15-5da249e301f2/print/
INVARIANT LLC,lost,ANOVION TECHNOLOGIES,,ac285b8d-7f59-4071-817c-7edd22be0786,https://lda.senate.gov/filings/public/filing/ac285b8d-7f59-4071-817c-7edd22be0786/print/
INVARIANT LLC,lost,TOTAL CONTAINMENT,,8ab595df-d91c-4801-ab65-f8b8b3e89755,https://lda.senate.gov/filings/public/filing/8ab595df-d91c-4801-ab65-f8b8b3e89755/print/
INVARIANT LLC,signed,MCCOURT PARTNERS LLC,60000,4643c3e3-9116-4d7d-981e-0474b69fd4ff,https://lda.senate.gov/filings/public/filing/4643c3e3-9116-4d7d-981e-0474b69fd4ff/print/
INVARIANT LLC,signed,QUNNECT INC.,60000,066ac030-317b-4e23-9c23-d1bdce089e00,https://lda.senate.gov/filings/public/filing/066ac030-317b-4e23-9c23-d1bdce089e00/print/
INVARIANT LLC,signed,ANCERA,50000,823e9dc4-3d30-44fb-ac48-948c1a669893,https://lda.senate.gov/filings/public/filing/823e9dc4-3d30-44fb-ac48-948c1a669893/print/
INVARIANT LLC,signed,Roswell Park Comprehensive Cancer Center,50000,bfaebc3d-8e8b-4a26-9c88-9b1b2fc5d577,https://lda.senate.gov/filings/public/filing/bfaebc3d-8e8b-4a26-9c88-9b1b2fc5d577/print/
INVARIANT LLC,signed,"C.H. Robinson Worldwide, Inc.",40000,f775be14-c5a9-4ccd-9a42-0212a45c60bc,https://lda.senate.gov/filings/public/filing/f775be14-c5a9-4ccd-9a42-0212a45c60bc/print/
INVARIANT LLC,signed,JPH LAW FIRM LLP ON BEHALF OF BLUE DIAMOND GROWERS,40000,ac88e33e-6b5f-4280-9dce-9b5204667a86,https://lda.senate.gov/filings/public/filing/ac88e33e-6b5f-4280-9dce-9b5204667a86/print/
INVARIANT LLC,signed,"LIGHTSPEED MANAGEMENT COMPANY, LLC.",40000,2ccd037d-a939-431a-8981-a70c88cf3570,https://lda.senate.gov/filings/public/filing/2ccd037d-a939-431a-8981-a70c88cf3570/print/
INVARIANT LLC,signed,"MATSYS, Inc.",40000,a64f241e-1eca-4d79-8476-394881f2cbce,https://lda.senate.gov/filings/public/filing/a64f241e-1eca-4d79-8476-394881f2cbce/print/
INVARIANT LLC,signed,"Spire Global, Inc.",40000,d46638d5-35d4-4ed2-9e90-b72d75733004,https://lda.senate.gov/filings/public/filing/d46638d5-35d4-4ed2-9e90-b72d75733004/print/
INVARIANT LLC,signed,ADYEN N.V.,30000,2585eff4-aafb-47ff-8fd8-bbcdd17b1403,https://lda.senate.gov/filings/public/filing/2585eff4-aafb-47ff-8fd8-bbcdd17b1403/print/
INVARIANT LLC,signed,AEOLUS LABS,30000,44ade0f4-3f74-4979-ae49-9bd259eff691,https://lda.senate.gov/filings/public/filing/44ade0f4-3f74-4979-ae49-9bd259eff691/print/
INVARIANT LLC,signed,ONEPAY,30000,befa5d1f-6130-42f9-b161-2f0efe933396,https://lda.senate.gov/filings/public/filing/befa5d1f-6130-42f9-b161-2f0efe933396/print/
INVARIANT LLC,signed,BETTER MORTGAGE CORPORATION,20000,7e74d6bf-bc10-4b3d-8479-22e4a4b005cd,https://lda.senate.gov/filings/public/filing/7e74d6bf-bc10-4b3d-8479-22e4a4b005cd/print/
INVARIANT LLC,signed,"GLASSMAN ENTERPRISES, LLC ON BEHALF OF THE COALITION FOR GREEN CAPITAL",20000,e572c73e-4164-49e7-8cbf-4415f9a2ca55,https://lda.senate.gov/filings/public/filing/e572c73e-4164-49e7-8cbf-4415f9a2ca55/print/
INVARIANT LLC,signed,SEDRON TECHNOLOGIES,20000,f1c11821-a7bb-42d9-89a1-90a5e0fecb60,https://lda.senate.gov/filings/public/filing/f1c11821-a7bb-42d9-89a1-90a5e0fecb60/print/
INVARIANT LLC,signed,VALTHOS INC.,20000,fd1695dd-3fb6-48a1-b794-7f76bfdf26fa,https://lda.senate.gov/filings/public/filing/fd1695dd-3fb6-48a1-b794-7f76bfdf26fa/print/
