client,registrant,filing_uuid,filing_type,reported_income,lda_public_url
American Efficient LLC,"BECKER & POLIAKOFF, P.A.",5878c8a9-154c-40e8-a100-99ba18b432e3,RR,,https://lda.senate.gov/filings/public/filing/5878c8a9-154c-40e8-a100-99ba18b432e3/print/
American Efficient LLC,"BECKER & POLIAKOFF, P.A.",5878c8a9-154c-40e8-a100-99ba18b432e3,RR,,https://lda.senate.gov/filings/public/filing/5878c8a9-154c-40e8-a100-99ba18b432e3/print/
American Efficient LLC,CAPITOL COUNSEL LLC,fb2614a7-6b60-46b5-a607-36ef03c3b9b6,Q4,80000,https://lda.senate.gov/filings/public/filing/fb2614a7-6b60-46b5-a607-36ef03c3b9b6/print/
American Efficient LLC,CAPITOL COUNSEL LLC,fb2614a7-6b60-46b5-a607-36ef03c3b9b6,Q4,80000,https://lda.senate.gov/filings/public/filing/fb2614a7-6b60-46b5-a607-36ef03c3b9b6/print/
American Efficient LLC,CAPITOL COUNSEL LLC,fb2614a7-6b60-46b5-a607-36ef03c3b9b6,Q4,80000,https://lda.senate.gov/filings/public/filing/fb2614a7-6b60-46b5-a607-36ef03c3b9b6/print/
American Efficient LLC,CAPITOL COUNSEL LLC,fb2614a7-6b60-46b5-a607-36ef03c3b9b6,Q4,80000,https://lda.senate.gov/filings/public/filing/fb2614a7-6b60-46b5-a607-36ef03c3b9b6/print/
American Efficient LLC,CAPITOL COUNSEL LLC,fb2614a7-6b60-46b5-a607-36ef03c3b9b6,Q4,80000,https://lda.senate.gov/filings/public/filing/fb2614a7-6b60-46b5-a607-36ef03c3b9b6/print/
American Efficient LLC,CAPITOL COUNSEL LLC,fb2614a7-6b60-46b5-a607-36ef03c3b9b6,Q4,80000,https://lda.senate.gov/filings/public/filing/fb2614a7-6b60-46b5-a607-36ef03c3b9b6/print/
American Efficient LLC,CAPITOL COUNSEL LLC,b4f3058b-c715-441a-a303-df1e1bf932cb,RR,,https://lda.senate.gov/filings/public/filing/b4f3058b-c715-441a-a303-df1e1bf932cb/print/
American Efficient LLC,CAPITOL COUNSEL LLC,b4f3058b-c715-441a-a303-df1e1bf932cb,RR,,https://lda.senate.gov/filings/public/filing/b4f3058b-c715-441a-a303-df1e1bf932cb/print/
American Efficient LLC,CAPITOL COUNSEL LLC,b4f3058b-c715-441a-a303-df1e1bf932cb,RR,,https://lda.senate.gov/filings/public/filing/b4f3058b-c715-441a-a303-df1e1bf932cb/print/
American Efficient LLC,CAPITOL COUNSEL LLC,b4f3058b-c715-441a-a303-df1e1bf932cb,RR,,https://lda.senate.gov/filings/public/filing/b4f3058b-c715-441a-a303-df1e1bf932cb/print/
American Efficient LLC,CAPITOL COUNSEL LLC,b4f3058b-c715-441a-a303-df1e1bf932cb,RR,,https://lda.senate.gov/filings/public/filing/b4f3058b-c715-441a-a303-df1e1bf932cb/print/
American Efficient LLC,CAPITOL COUNSEL LLC,b4f3058b-c715-441a-a303-df1e1bf932cb,RR,,https://lda.senate.gov/filings/public/filing/b4f3058b-c715-441a-a303-df1e1bf932cb/print/
American Forest Resource Council,CROSSWINDS SOLUTIONS,d461648a-d8ba-494e-af5e-e6d1e3b59b02,Q4,30000,https://lda.senate.gov/filings/public/filing/d461648a-d8ba-494e-af5e-e6d1e3b59b02/print/
American Forest Resource Council,CROSSWINDS SOLUTIONS,d461648a-d8ba-494e-af5e-e6d1e3b59b02,Q4,30000,https://lda.senate.gov/filings/public/filing/d461648a-d8ba-494e-af5e-e6d1e3b59b02/print/
American Forest Resource Council,CROSSWINDS SOLUTIONS,2247c622-0936-40f6-90a6-cc356350e049,RR,,https://lda.senate.gov/filings/public/filing/2247c622-0936-40f6-90a6-cc356350e049/print/
American Forest Resource Council,CROSSWINDS SOLUTIONS,2247c622-0936-40f6-90a6-cc356350e049,RR,,https://lda.senate.gov/filings/public/filing/2247c622-0936-40f6-90a6-cc356350e049/print/
American Indian Higher Education Consortium,"POWERS PYLES SUTTER & VERVILLE, P.C.",c536009e-1cd7-447b-9bce-7fd66763b356,Q4,30000,https://lda.senate.gov/filings/public/filing/c536009e-1cd7-447b-9bce-7fd66763b356/print/
American Indian Higher Education Consortium,"POWERS PYLES SUTTER & VERVILLE, P.C.",a298c3fe-aa19-433e-bf3e-485eb17cd4ce,RR,,https://lda.senate.gov/filings/public/filing/a298c3fe-aa19-433e-bf3e-485eb17cd4ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",c95ae3be-1364-4f9b-bd66-e1d521677c95,Q4,30000,https://lda.senate.gov/filings/public/filing/c95ae3be-1364-4f9b-bd66-e1d521677c95/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Investment Council,"RESOLUTION PUBLIC AFFAIRS, LLC",e5d560aa-1d29-40a2-b7a5-4475e4ba50ce,RR,,https://lda.senate.gov/filings/public/filing/e5d560aa-1d29-40a2-b7a5-4475e4ba50ce/print/
American Petroleum Institute,THE DUBERSTEIN GROUP INC.,642ecbbe-2609-4432-96ec-43333020d1c1,Q4Y,20000,https://lda.senate.gov/filings/public/filing/642ecbbe-2609-4432-96ec-43333020d1c1/print/
American Petroleum Institute,THE DUBERSTEIN GROUP INC.,642ecbbe-2609-4432-96ec-43333020d1c1,Q4Y,20000,https://lda.senate.gov/filings/public/filing/642ecbbe-2609-4432-96ec-43333020d1c1/print/
American Petroleum Institute,THE DUBERSTEIN GROUP INC.,642ecbbe-2609-4432-96ec-43333020d1c1,Q4Y,20000,https://lda.senate.gov/filings/public/filing/642ecbbe-2609-4432-96ec-43333020d1c1/print/
American Petroleum Institute,THE DUBERSTEIN GROUP INC.,10eb81d1-b060-4d87-9a25-0fda7245a2d2,RR,,https://lda.senate.gov/filings/public/filing/10eb81d1-b060-4d87-9a25-0fda7245a2d2/print/
American Petroleum Institute,THE DUBERSTEIN GROUP INC.,10eb81d1-b060-4d87-9a25-0fda7245a2d2,RR,,https://lda.senate.gov/filings/public/filing/10eb81d1-b060-4d87-9a25-0fda7245a2d2/print/
American Petroleum Institute,THE DUBERSTEIN GROUP INC.,10eb81d1-b060-4d87-9a25-0fda7245a2d2,RR,,https://lda.senate.gov/filings/public/filing/10eb81d1-b060-4d87-9a25-0fda7245a2d2/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",4779906c-0b09-415a-8cfa-fcaea40ebabb,Q4,50000,https://lda.senate.gov/filings/public/filing/4779906c-0b09-415a-8cfa-fcaea40ebabb/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Property Casualty Insurance Association,"WILLIAMS AND JENSEN, PLLC",174b596c-8b35-4387-8252-0bc529461584,RR,,https://lda.senate.gov/filings/public/filing/174b596c-8b35-4387-8252-0bc529461584/print/
American Public Power Association,"KELLER AND HECKMAN, LLP",797870a7-cc29-4268-b6bd-3ac8480220d3,Q4,,https://lda.senate.gov/filings/public/filing/797870a7-cc29-4268-b6bd-3ac8480220d3/print/
American Public Power Association,"KELLER AND HECKMAN, LLP",89b4f628-6e5b-4dae-9e7c-b6d7c09856b0,RR,,https://lda.senate.gov/filings/public/filing/89b4f628-6e5b-4dae-9e7c-b6d7c09856b0/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,3edef4b0-46cf-494e-afc7-3bf627e40caf,Q4,20000,https://lda.senate.gov/filings/public/filing/3edef4b0-46cf-494e-afc7-3bf627e40caf/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,3edef4b0-46cf-494e-afc7-3bf627e40caf,Q4,20000,https://lda.senate.gov/filings/public/filing/3edef4b0-46cf-494e-afc7-3bf627e40caf/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,3edef4b0-46cf-494e-afc7-3bf627e40caf,Q4,20000,https://lda.senate.gov/filings/public/filing/3edef4b0-46cf-494e-afc7-3bf627e40caf/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,3edef4b0-46cf-494e-afc7-3bf627e40caf,Q4,20000,https://lda.senate.gov/filings/public/filing/3edef4b0-46cf-494e-afc7-3bf627e40caf/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,3edef4b0-46cf-494e-afc7-3bf627e40caf,Q4,20000,https://lda.senate.gov/filings/public/filing/3edef4b0-46cf-494e-afc7-3bf627e40caf/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,8ef81e17-fe09-4658-8b6c-62d4429136ba,RR,,https://lda.senate.gov/filings/public/filing/8ef81e17-fe09-4658-8b6c-62d4429136ba/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,8ef81e17-fe09-4658-8b6c-62d4429136ba,RR,,https://lda.senate.gov/filings/public/filing/8ef81e17-fe09-4658-8b6c-62d4429136ba/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,8ef81e17-fe09-4658-8b6c-62d4429136ba,RR,,https://lda.senate.gov/filings/public/filing/8ef81e17-fe09-4658-8b6c-62d4429136ba/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,8ef81e17-fe09-4658-8b6c-62d4429136ba,RR,,https://lda.senate.gov/filings/public/filing/8ef81e17-fe09-4658-8b6c-62d4429136ba/print/
American Society of Anesthesiologists,HOLLAND & KNIGHT LLP,8ef81e17-fe09-4658-8b6c-62d4429136ba,RR,,https://lda.senate.gov/filings/public/filing/8ef81e17-fe09-4658-8b6c-62d4429136ba/print/
American Trailer Manufacturers Coalition,"MINDSET ADVOCACY, LLC",ad19da78-1266-4487-b16e-bc1c652e876e,Q4,140000,https://lda.senate.gov/filings/public/filing/ad19da78-1266-4487-b16e-bc1c652e876e/print/
American Trailer Manufacturers Coalition,"MINDSET ADVOCACY, LLC",ad19da78-1266-4487-b16e-bc1c652e876e,Q4,140000,https://lda.senate.gov/filings/public/filing/ad19da78-1266-4487-b16e-bc1c652e876e/print/
American Trailer Manufacturers Coalition,"MINDSET ADVOCACY, LLC",da7eadf5-4eb5-423d-806f-3d3f93d98958,RR,,https://lda.senate.gov/filings/public/filing/da7eadf5-4eb5-423d-806f-3d3f93d98958/print/
American Trailer Manufacturers Coalition,"MINDSET ADVOCACY, LLC",da7eadf5-4eb5-423d-806f-3d3f93d98958,RR,,https://lda.senate.gov/filings/public/filing/da7eadf5-4eb5-423d-806f-3d3f93d98958/print/
Americans for Responsible Innovation,NEIL HILL GLOBAL STRATEGIES LLC,2bf31fb4-7449-43cd-8fc4-3762c4859902,RR,,https://lda.senate.gov/filings/public/filing/2bf31fb4-7449-43cd-8fc4-3762c4859902/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",cbd71fe1-392a-43c4-b88c-ad87ea4dc069,Q4,20000,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Amgen Inc.,"SIGHTLINE ADVOCACY, LLC",6987ac8d-2f31-4179-b919-7c4deec0d478,RR,,https://lda.senate.gov/filings/public/filing/6987ac8d-2f31-4179-b919-7c4deec0d478/print/
Analex Corporation dba Arcfield,"CONTINENTAL STRATEGY, LLC",3ba79cd9-2d1a-4f27-a484-69861c20d28c,Q4,35000,https://lda.senate.gov/filings/public/filing/3ba79cd9-2d1a-4f27-a484-69861c20d28c/print/
Analex Corporation dba Arcfield,"CONTINENTAL STRATEGY, LLC",3ba79cd9-2d1a-4f27-a484-69861c20d28c,Q4,35000,https://lda.senate.gov/filings/public/filing/3ba79cd9-2d1a-4f27-a484-69861c20d28c/print/
Analex Corporation dba Arcfield,"CONTINENTAL STRATEGY, LLC",ea763a3d-a505-4ef0-bc94-6e7c89a71ddd,RR,,https://lda.senate.gov/filings/public/filing/ea763a3d-a505-4ef0-bc94-6e7c89a71ddd/print/
Analex Corporation dba Arcfield,"CONTINENTAL STRATEGY, LLC",ea763a3d-a505-4ef0-bc94-6e7c89a71ddd,RR,,https://lda.senate.gov/filings/public/filing/ea763a3d-a505-4ef0-bc94-6e7c89a71ddd/print/
Anne Pramaggiore,RRB STRATEGIES LLC,f249328d-8fa1-4fa7-a646-1c7b32956be0,Q4,130000,https://lda.senate.gov/filings/public/filing/f249328d-8fa1-4fa7-a646-1c7b32956be0/print/
Anne Pramaggiore,RRB STRATEGIES LLC,f249328d-8fa1-4fa7-a646-1c7b32956be0,Q4,130000,https://lda.senate.gov/filings/public/filing/f249328d-8fa1-4fa7-a646-1c7b32956be0/print/
Anne Pramaggiore,RRB STRATEGIES LLC,954fb339-9157-47de-8450-3d48c9ea0b3f,RR,,https://lda.senate.gov/filings/public/filing/954fb339-9157-47de-8450-3d48c9ea0b3f/print/
Anne Pramaggiore,RRB STRATEGIES LLC,954fb339-9157-47de-8450-3d48c9ea0b3f,RR,,https://lda.senate.gov/filings/public/filing/954fb339-9157-47de-8450-3d48c9ea0b3f/print/
Anthropic,FIERCE GOVERNMENT RELATIONS,b0e6f976-3cb6-499d-885e-9ae42150c81e,Q4,40000,https://lda.senate.gov/filings/public/filing/b0e6f976-3cb6-499d-885e-9ae42150c81e/print/
Anthropic,FIERCE GOVERNMENT RELATIONS,b0e6f976-3cb6-499d-885e-9ae42150c81e,Q4,40000,https://lda.senate.gov/filings/public/filing/b0e6f976-3cb6-499d-885e-9ae42150c81e/print/
Anthropic,FIERCE GOVERNMENT RELATIONS,172432ea-dba7-488d-a8de-b4744a91d884,RR,,https://lda.senate.gov/filings/public/filing/172432ea-dba7-488d-a8de-b4744a91d884/print/
Anthropic,FIERCE GOVERNMENT RELATIONS,172432ea-dba7-488d-a8de-b4744a91d884,RR,,https://lda.senate.gov/filings/public/filing/172432ea-dba7-488d-a8de-b4744a91d884/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",a23d864d-a595-48b3-af91-50843bce1a6a,Q4,10000,https://lda.senate.gov/filings/public/filing/a23d864d-a595-48b3-af91-50843bce1a6a/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",a23d864d-a595-48b3-af91-50843bce1a6a,Q4,10000,https://lda.senate.gov/filings/public/filing/a23d864d-a595-48b3-af91-50843bce1a6a/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",a23d864d-a595-48b3-af91-50843bce1a6a,Q4,10000,https://lda.senate.gov/filings/public/filing/a23d864d-a595-48b3-af91-50843bce1a6a/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",a23d864d-a595-48b3-af91-50843bce1a6a,Q4,10000,https://lda.senate.gov/filings/public/filing/a23d864d-a595-48b3-af91-50843bce1a6a/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",a23d864d-a595-48b3-af91-50843bce1a6a,Q4,10000,https://lda.senate.gov/filings/public/filing/a23d864d-a595-48b3-af91-50843bce1a6a/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",3dba673f-65d4-48b5-abdd-b2ab11c0fd82,RR,,https://lda.senate.gov/filings/public/filing/3dba673f-65d4-48b5-abdd-b2ab11c0fd82/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",3dba673f-65d4-48b5-abdd-b2ab11c0fd82,RR,,https://lda.senate.gov/filings/public/filing/3dba673f-65d4-48b5-abdd-b2ab11c0fd82/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",3dba673f-65d4-48b5-abdd-b2ab11c0fd82,RR,,https://lda.senate.gov/filings/public/filing/3dba673f-65d4-48b5-abdd-b2ab11c0fd82/print/
"Anthropic, PBC","KOUNTOUPES DENHAM CARR & REID, LLC",3dba673f-65d4-48b5-abdd-b2ab11c0fd82,RR,,https://lda.senate.gov/filings/public/filing/3dba673f-65d4-48b5-abdd-b2ab11c0fd82/print/
