client,registrant,filing_uuid,filing_type,reported_income,lda_public_url
"ACCUTAR BIOTECHNOLOGY, INC.",BALLARD PARTNERS,824a226d-ad86-4f19-90e8-362a4a6fa874,RR,,https://lda.senate.gov/filings/public/filing/824a226d-ad86-4f19-90e8-362a4a6fa874/print/
"ACTIO HEALTH, INC",FARRAGUT PARTNERS LLP,3545bf93-942e-41bd-a5c0-56d8edd199e4,Q4,,https://lda.senate.gov/filings/public/filing/3545bf93-942e-41bd-a5c0-56d8edd199e4/print/
"ACTIO HEALTH, INC",FARRAGUT PARTNERS LLP,287a5218-3ff8-440c-809d-d9043b3f92a4,RR,,https://lda.senate.gov/filings/public/filing/287a5218-3ff8-440c-809d-d9043b3f92a4/print/
ACTION BEHAVIOR CENTERS,CONSILIUM CONSULTING,4280a897-12b4-4d18-bdaa-24e5c5354c06,Q4Y,,https://lda.senate.gov/filings/public/filing/4280a897-12b4-4d18-bdaa-24e5c5354c06/print/
ACTION BEHAVIOR CENTERS,CONSILIUM CONSULTING,1e54d0e4-303a-4014-bca2-ae7c0140786c,RR,,https://lda.senate.gov/filings/public/filing/1e54d0e4-303a-4014-bca2-ae7c0140786c/print/
"ACTIVE OPTICAL SYSTEMS, LLS",WASHINGTON ALLIANCE GROUP,6a0b133c-3463-4c8d-b4ed-ac4f989c4b36,Q4,10000,https://lda.senate.gov/filings/public/filing/6a0b133c-3463-4c8d-b4ed-ac4f989c4b36/print/
"ACTIVE OPTICAL SYSTEMS, LLS",WASHINGTON ALLIANCE GROUP,d60ed38a-e442-4933-91e8-f842ad7246d6,RR,,https://lda.senate.gov/filings/public/filing/d60ed38a-e442-4933-91e8-f842ad7246d6/print/
"ADDMAN ENGINEERING, LLC","VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",0f9fabb8-aa5e-4f8f-87a8-f9e0f5aced06,Q4,30000,https://lda.senate.gov/filings/public/filing/0f9fabb8-aa5e-4f8f-87a8-f9e0f5aced06/print/
"ADDMAN ENGINEERING, LLC","VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",4209dba3-f447-47b1-b424-c084f189032a,RR,,https://lda.senate.gov/filings/public/filing/4209dba3-f447-47b1-b424-c084f189032a/print/
"ADVANCED FOOD EQUIPMENT, LLC","SORINI, SAMET & ASSOCIATES, LLC",94c1ca93-e0f6-4d7e-9c2c-c40895d59b57,Q4,20000,https://lda.senate.gov/filings/public/filing/94c1ca93-e0f6-4d7e-9c2c-c40895d59b57/print/
"ADVANCED FOOD EQUIPMENT, LLC","SORINI, SAMET & ASSOCIATES, LLC",a7712236-7e85-421b-b555-f881f182f81f,RR,,https://lda.senate.gov/filings/public/filing/a7712236-7e85-421b-b555-f881f182f81f/print/
ADVANCED MATERIALS SECURITY COUNCIL,VENN STRATEGIES,77c847ba-4178-464a-b091-b1ec5b0c65a4,4A,50000,https://lda.senate.gov/filings/public/filing/77c847ba-4178-464a-b091-b1ec5b0c65a4/print/
ADVANCED MATERIALS SECURITY COUNCIL,VENN STRATEGIES,e2651887-e41b-40c6-bb9a-7ec657067159,Q4,50000,https://lda.senate.gov/filings/public/filing/e2651887-e41b-40c6-bb9a-7ec657067159/print/
ADVANCED MATERIALS SECURITY COUNCIL,VENN STRATEGIES,c5ad0f5b-547b-4410-849e-4a22537ff3e3,RR,,https://lda.senate.gov/filings/public/filing/c5ad0f5b-547b-4410-849e-4a22537ff3e3/print/
ADVANCED WARNING SYSTEMS INC.,"TSG ADVOCATES DC, LLC",16b29c1b-8a1e-4bd9-95da-5139d6926348,Q4Y,52500,https://lda.senate.gov/filings/public/filing/16b29c1b-8a1e-4bd9-95da-5139d6926348/print/
ADVANCED WARNING SYSTEMS INC.,"TSG ADVOCATES DC, LLC",d1e58f56-abf0-4a4a-9912-bec4ef12b92b,RR,,https://lda.senate.gov/filings/public/filing/d1e58f56-abf0-4a4a-9912-bec4ef12b92b/print/
"AECOM CONSULT, INC",AUSTIN LEGAL AND PUBLIC AFFAIRS PLLC,473c519a-12cd-4c61-b587-8c78d4472e66,Q4,30000,https://lda.senate.gov/filings/public/filing/473c519a-12cd-4c61-b587-8c78d4472e66/print/
"AECOM CONSULT, INC",AUSTIN LEGAL AND PUBLIC AFFAIRS PLLC,473c519a-12cd-4c61-b587-8c78d4472e66,Q4,30000,https://lda.senate.gov/filings/public/filing/473c519a-12cd-4c61-b587-8c78d4472e66/print/
"AECOM CONSULT, INC",AUSTIN LEGAL AND PUBLIC AFFAIRS PLLC,1ab00332-699e-4fc5-bdc6-6583fa9b1a39,RR,,https://lda.senate.gov/filings/public/filing/1ab00332-699e-4fc5-bdc6-6583fa9b1a39/print/
"AECOM CONSULT, INC",AUSTIN LEGAL AND PUBLIC AFFAIRS PLLC,1ab00332-699e-4fc5-bdc6-6583fa9b1a39,RR,,https://lda.senate.gov/filings/public/filing/1ab00332-699e-4fc5-bdc6-6583fa9b1a39/print/
AED GLOBAL ENERGY,SAUNDERS GLOBAL DIPLOMACY,154ea507-75aa-400e-baa3-8222d591ef8d,Q4,10000,https://lda.senate.gov/filings/public/filing/154ea507-75aa-400e-baa3-8222d591ef8d/print/
AED GLOBAL ENERGY,SAUNDERS GLOBAL DIPLOMACY,ecb64c3e-d839-4cb4-ba1f-4f1d17fcecaf,RR,,https://lda.senate.gov/filings/public/filing/ecb64c3e-d839-4cb4-ba1f-4f1d17fcecaf/print/
AEGILYS,BGR GOVERNMENT AFFAIRS,4543335e-8d54-4b73-887e-b2e64551bff7,Q4,40000,https://lda.senate.gov/filings/public/filing/4543335e-8d54-4b73-887e-b2e64551bff7/print/
AEGILYS,BGR GOVERNMENT AFFAIRS,92385fec-cc8f-4e88-883f-9a1159b075f9,RR,,https://lda.senate.gov/filings/public/filing/92385fec-cc8f-4e88-883f-9a1159b075f9/print/
"AEROCINE VENTURES, INC. D/B/A VERMEER",HOLLAND & KNIGHT LLP,3792a2fa-546d-48be-aa50-dc51bb667d9f,Q4,,https://lda.senate.gov/filings/public/filing/3792a2fa-546d-48be-aa50-dc51bb667d9f/print/
"AEROCINE VENTURES, INC. D/B/A VERMEER",HOLLAND & KNIGHT LLP,dd38f8f2-23c3-4ac2-a207-ba610838bfd3,RR,,https://lda.senate.gov/filings/public/filing/dd38f8f2-23c3-4ac2-a207-ba610838bfd3/print/
"AERSALE, INC.",CAPITOL VENTURE LLC,d631ca28-d118-4989-a02a-b05cefeb12ac,Q4,30000,https://lda.senate.gov/filings/public/filing/d631ca28-d118-4989-a02a-b05cefeb12ac/print/
"AERSALE, INC.",CAPITOL VENTURE LLC,3e07a5d4-0fa5-4925-84b7-9eddd6a375f8,RR,,https://lda.senate.gov/filings/public/filing/3e07a5d4-0fa5-4925-84b7-9eddd6a375f8/print/
AFFORDABLE BENEFIT CHOICES LLC,CONVERGE PUBLIC STRATEGIES,c2e45908-0c26-42a6-ae8b-4cf115b4da7b,Q4,20000,https://lda.senate.gov/filings/public/filing/c2e45908-0c26-42a6-ae8b-4cf115b4da7b/print/
AFFORDABLE BENEFIT CHOICES LLC,CONVERGE PUBLIC STRATEGIES,10011c46-77a8-4feb-890f-bb00c1b32eab,RR,,https://lda.senate.gov/filings/public/filing/10011c46-77a8-4feb-890f-bb00c1b32eab/print/
"AGENDIA, INC.",ALSTON & BIRD LLP,3d3374da-9e99-4efb-b59f-f0a29678c551,Q4,20000,https://lda.senate.gov/filings/public/filing/3d3374da-9e99-4efb-b59f-f0a29678c551/print/
"AGENDIA, INC.",ALSTON & BIRD LLP,a17b2a6f-65a4-49bf-a675-429dafa70339,RR,,https://lda.senate.gov/filings/public/filing/a17b2a6f-65a4-49bf-a675-429dafa70339/print/
AGILITI HEALTH INC.,COZEN O'CONNOR PUBLIC STRATEGIES,a35d4a20-8b5a-46d5-aa28-c110f6539c39,Q4,50000,https://lda.senate.gov/filings/public/filing/a35d4a20-8b5a-46d5-aa28-c110f6539c39/print/
AGILITI HEALTH INC.,COZEN O'CONNOR PUBLIC STRATEGIES,a35d4a20-8b5a-46d5-aa28-c110f6539c39,Q4,50000,https://lda.senate.gov/filings/public/filing/a35d4a20-8b5a-46d5-aa28-c110f6539c39/print/
AGILITI HEALTH INC.,COZEN O'CONNOR PUBLIC STRATEGIES,83d6a78f-99b2-4656-9a60-1ef5640a3ad2,RR,,https://lda.senate.gov/filings/public/filing/83d6a78f-99b2-4656-9a60-1ef5640a3ad2/print/
AGILITI HEALTH INC.,COZEN O'CONNOR PUBLIC STRATEGIES,83d6a78f-99b2-4656-9a60-1ef5640a3ad2,RR,,https://lda.senate.gov/filings/public/filing/83d6a78f-99b2-4656-9a60-1ef5640a3ad2/print/
AGIOS PHARMACEUTICALS INC.,"JEFFREY J. KIMBELL & ASSOCIATES, INC.",2889b8ec-21d9-4fdf-bbae-1d9b75746f66,Q4,10000,https://lda.senate.gov/filings/public/filing/2889b8ec-21d9-4fdf-bbae-1d9b75746f66/print/
AGIOS PHARMACEUTICALS INC.,"JEFFREY J. KIMBELL & ASSOCIATES, INC.",a2173a37-5409-4753-8a8a-92220d96a9dc,RR,,https://lda.senate.gov/filings/public/filing/a2173a37-5409-4753-8a8a-92220d96a9dc/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,AGUSTAWESTLAND PHILADELPHIA CORPORATION,03a76405-f1ad-4f9e-a39f-bb7a528ed1ae,4A,,https://lda.senate.gov/filings/public/filing/03a76405-f1ad-4f9e-a39f-bb7a528ed1ae/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,AGUSTAWESTLAND PHILADELPHIA CORPORATION,03a76405-f1ad-4f9e-a39f-bb7a528ed1ae,4A,,https://lda.senate.gov/filings/public/filing/03a76405-f1ad-4f9e-a39f-bb7a528ed1ae/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,AGUSTAWESTLAND PHILADELPHIA CORPORATION,5e16cb83-65b5-4ca4-b344-1f0946ef61ed,Q4,,https://lda.senate.gov/filings/public/filing/5e16cb83-65b5-4ca4-b344-1f0946ef61ed/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,AGUSTAWESTLAND PHILADELPHIA CORPORATION,5e16cb83-65b5-4ca4-b344-1f0946ef61ed,Q4,,https://lda.senate.gov/filings/public/filing/5e16cb83-65b5-4ca4-b344-1f0946ef61ed/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,AGUSTAWESTLAND PHILADELPHIA CORPORATION,57ec50b2-2d27-40c6-8bf1-fe96af624769,RR,,https://lda.senate.gov/filings/public/filing/57ec50b2-2d27-40c6-8bf1-fe96af624769/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,AGUSTAWESTLAND PHILADELPHIA CORPORATION,57ec50b2-2d27-40c6-8bf1-fe96af624769,RR,,https://lda.senate.gov/filings/public/filing/57ec50b2-2d27-40c6-8bf1-fe96af624769/print/
AI OWL,"CORLEY CONSULTING, LLC",4b9f86f8-95bb-4d45-bb32-48f11626cd24,Q4,40000,https://lda.senate.gov/filings/public/filing/4b9f86f8-95bb-4d45-bb32-48f11626cd24/print/
AI OWL,"CORLEY CONSULTING, LLC",54e375e5-47ce-42d4-a90b-66a3d64c8887,RR,,https://lda.senate.gov/filings/public/filing/54e375e5-47ce-42d4-a90b-66a3d64c8887/print/
AI SALON,"THE MAJORITY GROUP, LLC",dc8f7149-6b28-4c8d-85cd-a46eb633e160,Q4,25000,https://lda.senate.gov/filings/public/filing/dc8f7149-6b28-4c8d-85cd-a46eb633e160/print/
AI SALON,"THE MAJORITY GROUP, LLC",59f67fa5-91f3-4201-a389-59ddaa807e26,RR,,https://lda.senate.gov/filings/public/filing/59f67fa5-91f3-4201-a389-59ddaa807e26/print/
"AIDOC, INC.",DLA PIPER LLP (US),84cd5440-4fbe-4bf0-891b-b0ba90b3bf9d,Q4,80000,https://lda.senate.gov/filings/public/filing/84cd5440-4fbe-4bf0-891b-b0ba90b3bf9d/print/
"AIDOC, INC.",DLA PIPER LLP (US),89d58de4-66ae-407a-ab26-5bb91515b346,RR,,https://lda.senate.gov/filings/public/filing/89d58de4-66ae-407a-ab26-5bb91515b346/print/
"AKIN, GUMP, STRAUSS, HAUER & FELD ON BEHALF OF BAYER CORPORATION",LYNN TJEERDSMA CONSULTING,a7d1bf4f-8d71-4216-802a-fc51c6c53dee,Q4,,https://lda.senate.gov/filings/public/filing/a7d1bf4f-8d71-4216-802a-fc51c6c53dee/print/
"AKIN, GUMP, STRAUSS, HAUER & FELD ON BEHALF OF BAYER CORPORATION",LYNN TJEERDSMA CONSULTING,5fa574af-9638-4cba-8ec9-e0f5efee54f2,RR,,https://lda.senate.gov/filings/public/filing/5fa574af-9638-4cba-8ec9-e0f5efee54f2/print/
AKTOR ENERGY S.A.,"CATALYST STRATEGIES, LLC",4fa99cdb-f2f5-43c3-865f-0835ae547e57,Q4,40000,https://lda.senate.gov/filings/public/filing/4fa99cdb-f2f5-43c3-865f-0835ae547e57/print/
AKTOR ENERGY S.A.,"CATALYST STRATEGIES, LLC",48d6edff-1d59-4aa6-8284-5b9dd70653bb,RR,,https://lda.senate.gov/filings/public/filing/48d6edff-1d59-4aa6-8284-5b9dd70653bb/print/
AKTOR TECHNICAL AND ENERGY PRODUCTS,COVE STRATEGIES,c02c27ca-ac19-40d2-aaa0-a0c97ac3b8b2,Q4,130000,https://lda.senate.gov/filings/public/filing/c02c27ca-ac19-40d2-aaa0-a0c97ac3b8b2/print/
AKTOR TECHNICAL AND ENERGY PRODUCTS,COVE STRATEGIES,59d8dee1-b02d-4351-8a33-0ce727622e95,RR,,https://lda.senate.gov/filings/public/filing/59d8dee1-b02d-4351-8a33-0ce727622e95/print/
ALASKA INDUSTRIAL DEVELOPMENT AND EXPORT AUTHORITY,"ELEVATE GOVERNMENT AFFAIRS, LLC",1b232b5b-54b0-46a4-b23a-cb3e65008ead,Q4,40000,https://lda.senate.gov/filings/public/filing/1b232b5b-54b0-46a4-b23a-cb3e65008ead/print/
ALASKA INDUSTRIAL DEVELOPMENT AND EXPORT AUTHORITY,"ELEVATE GOVERNMENT AFFAIRS, LLC",02c9be45-e74e-4878-92a9-03a4ac6d8836,RA,,https://lda.senate.gov/filings/public/filing/02c9be45-e74e-4878-92a9-03a4ac6d8836/print/
ALASKA INDUSTRIAL DEVELOPMENT AND EXPORT AUTHORITY,"ELEVATE GOVERNMENT AFFAIRS, LLC",9fa2d052-abaa-497b-8429-1150b06de876,RR,,https://lda.senate.gov/filings/public/filing/9fa2d052-abaa-497b-8429-1150b06de876/print/
ALBERT VEIN INSTITUTE (OFFICE-BASED FACILITY ASSN OBFA),"LIBERTY PARTNERS GROUP, LLC",70cd433c-e879-48d9-9de3-fba367757739,Q4,,https://lda.senate.gov/filings/public/filing/70cd433c-e879-48d9-9de3-fba367757739/print/
ALBERT VEIN INSTITUTE (OFFICE-BASED FACILITY ASSN OBFA),"LIBERTY PARTNERS GROUP, LLC",b0435150-b80f-42d7-b664-d0cfdfe3322f,RR,,https://lda.senate.gov/filings/public/filing/b0435150-b80f-42d7-b664-d0cfdfe3322f/print/
"ALERTWEST, INC.",CAPITOL COUNSEL LLC,65d3b3c9-12fd-4a0a-8ec3-fcb5c60091b1,Q4,30000,https://lda.senate.gov/filings/public/filing/65d3b3c9-12fd-4a0a-8ec3-fcb5c60091b1/print/
"ALERTWEST, INC.",CAPITOL COUNSEL LLC,1bfa8127-99d9-4029-b78e-a657fb6934ea,RR,,https://lda.senate.gov/filings/public/filing/1bfa8127-99d9-4029-b78e-a657fb6934ea/print/
ALEX KWON,"THE LIVINGSTON GROUP, LLC",adabf35d-c249-4e45-bd81-0c511dcc6ae3,Q4,50000,https://lda.senate.gov/filings/public/filing/adabf35d-c249-4e45-bd81-0c511dcc6ae3/print/
ALEX KWON,"THE LIVINGSTON GROUP, LLC",f7f6bfed-6f4c-402c-8f4d-32105a4113d4,RR,,https://lda.senate.gov/filings/public/filing/f7f6bfed-6f4c-402c-8f4d-32105a4113d4/print/
ALEX VON FURSTENBERG,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",9ee3fd89-af7e-409f-9a96-da22ba99c304,Q4,140000,https://lda.senate.gov/filings/public/filing/9ee3fd89-af7e-409f-9a96-da22ba99c304/print/
ALEX VON FURSTENBERG,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",9ee3fd89-af7e-409f-9a96-da22ba99c304,Q4,140000,https://lda.senate.gov/filings/public/filing/9ee3fd89-af7e-409f-9a96-da22ba99c304/print/
ALEX VON FURSTENBERG,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",88b35c17-7e1b-450a-b904-3e7d04315a2e,RR,,https://lda.senate.gov/filings/public/filing/88b35c17-7e1b-450a-b904-3e7d04315a2e/print/
ALEX VON FURSTENBERG,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",88b35c17-7e1b-450a-b904-3e7d04315a2e,RR,,https://lda.senate.gov/filings/public/filing/88b35c17-7e1b-450a-b904-3e7d04315a2e/print/
ALEX VON FURSTENBERG,"MILLER STRATEGIES, LLC",83e6a645-ea33-481e-b84f-0ad5b0ce8204,Q4,,https://lda.senate.gov/filings/public/filing/83e6a645-ea33-481e-b84f-0ad5b0ce8204/print/
ALEX VON FURSTENBERG,"MILLER STRATEGIES, LLC",83e6a645-ea33-481e-b84f-0ad5b0ce8204,Q4,,https://lda.senate.gov/filings/public/filing/83e6a645-ea33-481e-b84f-0ad5b0ce8204/print/
ALEX VON FURSTENBERG,"MILLER STRATEGIES, LLC",d57b16b3-b593-4858-8c00-3b4560f084db,RR,,https://lda.senate.gov/filings/public/filing/d57b16b3-b593-4858-8c00-3b4560f084db/print/
ALEX VON FURSTENBERG,"MILLER STRATEGIES, LLC",d57b16b3-b593-4858-8c00-3b4560f084db,RR,,https://lda.senate.gov/filings/public/filing/d57b16b3-b593-4858-8c00-3b4560f084db/print/
"ALICE GROUP USA, LLC","MILLER STRATEGIES, LLC",0a3724b0-5b7f-48cc-911e-c6267ee2cf92,Q4,60000,https://lda.senate.gov/filings/public/filing/0a3724b0-5b7f-48cc-911e-c6267ee2cf92/print/
