member (merged row in the split CSV),party_source,giver_slice,raw_recipient_string_as_filed,total,items
Rep. Steny H. Hoyer (D-MD),members-table,diversified_core,REP. STENY HOYER,105000.0,30
Rep. Steny H. Hoyer (D-MD),members-table,diversified_core,REP STENY HOYER,96500.0,23
Rep. Steny H. Hoyer (D-MD),members-table,diversified_core,STENY HOYER,86300.0,25
Rep. Steny H. Hoyer (D-MD),members-table,diversified_core,REP. STENY HAMILTON HOYER,75500.0,24
Rep. Steve Scalise (R-LA),members-table,crypto_native,REP. STEVE SCALISE,2500.0,1
Rep. Steve Scalise (R-LA),members-table,diversified_core,REP. STEVE SCALISE,154000.0,42
Rep. Steve Scalise (R-LA),members-table,diversified_core,REP STEVE SCALISE,102500.0,23
Rep. Steve Scalise (R-LA),members-table,diversified_core,STEVE SCALISE,80500.0,22
Rep. Steven Horsford (D-NV),members-table,crypto_native,REP. STEVEN HORSFORD,4500.0,4
Rep. Steven Horsford (D-NV),members-table,diversified_core,REP. STEVEN HORSFORD,127000.0,50
Rep. Steven Horsford (D-NV),members-table,diversified_core,STEVEN HORSFORD,89000.0,39
Rep. Steven Horsford (D-NV),members-table,diversified_core,REP. STEVEN ALEXZANDER HORSFORD,69000.0,29
Rep. Susie Lee (D-NV),members-table,crypto_native,REP. SUSIE LEE,1000.0,2
Rep. Susie Lee (D-NV),members-table,diversified_core,REP. SUSIE LEE,70185.0,31
Rep. Suzan K. DelBene (D-WA),members-table,crypto_native,REP. SUZAN DELBENE,1000.0,1
Rep. Suzan K. DelBene (D-WA),members-table,crypto_native,REP. SUZAN K. DELBENE,1000.0,1
Rep. Suzan K. DelBene (D-WA),members-table,diversified_core,REP. SUZAN DELBENE,182500.0,69
Rep. Suzan K. DelBene (D-WA),members-table,diversified_core,REP SUZAN DELBENE,86500.0,27
Rep. Suzan K. DelBene (D-WA),members-table,diversified_core,REP. SUZAN KAY DELBENE,68000.0,28
Rep. Sylvia R. Garcia (D-TX),members-table,diversified_core,REP. SYLVIA GARCIA,62000.0,29
Rep. Ted Lieu (D-CA),members-table,crypto_native,TED LIEU,1000.0,1
Rep. Ted Lieu (D-CA),members-table,crypto_native,REP. TED LIEU,1000.0,1
Rep. Terri A. Sewell (D-AL),members-table,crypto_native,TERRI SEWELL,500.0,1
Rep. Terri A. Sewell (D-AL),members-table,crypto_native,REP. TERRI SEWELL,250.0,1
Rep. Terri A. Sewell (D-AL),members-table,diversified_core,REP. TERRI SEWELL,124500.0,54
Rep. Terri A. Sewell (D-AL),members-table,diversified_core,REP TERRI SEWELL,88500.0,29
Rep. Terri A. Sewell (D-AL),members-table,diversified_core,TERRI SEWELL,78500.0,32
Rep. Thomas R. Suozzi (D-NY),members-table,crypto_native,REP. THOMAS SUOZZI,1500.0,3
Rep. Tim Moore (R-NC),members-table,crypto_native,REP. TIM MOORE,1000.0,1
Rep. Tim Walberg (R-MI),members-table,diversified_core,REP. TIM WALBERG,58521.0,25
Rep. Timothy M. Kennedy (D-NY),members-table,crypto_native,REP. TIM KENNEDY,2000.0,2
Rep. Tom Emmer (R-MN),members-table,crypto_native,REP. THOMAS EARL EMMER JR,50000.0,3
Rep. Tom Emmer (R-MN),members-table,crypto_native,"REP. THOMAS EARL EMMER, JR",9300.0,3
Rep. Tom Emmer (R-MN),members-table,crypto_native,REP. THOMAS EARL EMMER,9100.0,2
Rep. Tom Emmer (R-MN),members-table,crypto_native,REP. TOM EMMER,5500.0,4
Rep. Tom Emmer (R-MN),members-table,crypto_native,TOM EMMER,2500.0,1
Rep. Tom Emmer (R-MN),members-table,diversified_core,TOM EMMER,181500.0,63
Rep. Tom Emmer (R-MN),members-table,diversified_core,REP TOM EMMER JR,130500.0,35
Rep. Tom Emmer (R-MN),members-table,diversified_core,"REP. THOMAS EARL EMMER, JR",117500.0,38
Rep. Tom Emmer (R-MN),members-table,diversified_core,REP. TOM EMMER,88000.0,29
Rep. Tom Emmer (R-MN),members-table,diversified_core,REP. TOM EMMER JR,66000.0,19
Rep. Troy A. Carter (D-LA),members-table,crypto_native,REP. TROY CARTER,1000.0,1
Rep. Troy Balderson (R-OH),members-table,diversified_core,REP. TROY BALDERSON,82095.0,30
Rep. Troy Downing (R-MT),members-table,crypto_native,REP. TROY DOWNING,1000.0,1
Rep. Val T. Hoyle (D-OR),members-table,crypto_native,REP. VALERIE HOYLE,500.0,1
Rep. Vern Buchanan (R-FL),members-table,diversified_core,REP. VERN BUCHANAN,102090.0,29
Rep. Veronica Escobar (D-TX),members-table,diversified_core,REP. VERONICA ESCOBAR,54000.0,23
Rep. Vicente Gonzalez (D-TX),members-table,crypto_native,REP. VINCENTE GONZALEZ,2000.0,2
Rep. Vicente Gonzalez (D-TX),members-table,crypto_native,REP. VINCENTE GONZALEZ JR,500.0,1
Rep. Vicente Gonzalez (D-TX),members-table,crypto_native,REP. VICENTE GONZALEZ,500.0,1
Rep. Vicente Gonzalez (D-TX),members-table,diversified_core,REP. VICENTE GONZALEZ,101090.0,48
Rep. Vicente Gonzalez (D-TX),members-table,diversified_core,VICENTE GONZALEZ,55000.0,29
Rep. Warren Davidson (R-OH),members-table,crypto_native,WARREN DAVIDSON,6800.0,3
Rep. Warren Davidson (R-OH),members-table,crypto_native,REP. WARREN DAVIDSON,5000.0,3
Rep. Warren Davidson (R-OH),members-table,diversified_core,REP. WARREN DAVIDSON,128200.0,55
Rep. Warren Davidson (R-OH),members-table,diversified_core,REP WARREN DAVIDSON,54500.0,16
Rep. William R. Timmons IV (R-SC),members-table,crypto_native,REP. WILLIAM TIMMONS,1500.0,1
Rep. William R. Timmons IV (R-SC),members-table,diversified_core,REP WILLIAM TIMMONS IV,74000.0,25
Rep. William R. Timmons IV (R-SC),members-table,diversified_core,WILLIAM TIMMONS,58500.0,26
Rep. Young Kim (R-CA),members-table,crypto_native,REP. YOUNG KIM,3900.0,2
Rep. Young Kim (R-CA),members-table,diversified_core,REP. YOUNG KIM,141385.0,56
Rep. Young Kim (R-CA),members-table,diversified_core,YOUNG KIM,139000.0,61
Rep. Young Kim (R-CA),members-table,diversified_core,REP YOUNG KIM,79000.0,23
Rep. Young Kim (R-CA),members-table,diversified_core,REP. YOUNG O. KIM,56500.0,24
Rep. Zachary Nunn (R-IA),members-table,crypto_native,REP. ZACH NUNN,1000.0,1
Rep. Zachary Nunn (R-IA),members-table,diversified_core,REP. ZACH NUNN,104000.0,53
Rep. Zoe Lofgren (D-CA),members-table,crypto_native,REP. ZOE LOFGREN,1000.0,1
Rep. Zoe Lofgren (D-CA),members-table,diversified_core,REP. ZOE LOFGREN,58100.0,25
Sen. Adam B. Schiff (D-CA),members-table,crypto_native,ADAM SCHIFF,6600.0,1
Sen. Alex Padilla (D-CA),members-table,crypto_native,SEN. ALEX PADILLA,1000.0,1
Sen. Alex Padilla (D-CA),members-table,crypto_native,SENATOR ALEX PADILLA,500.0,1
Sen. Andy Kim (D-NJ),members-table,crypto_native,REP. ANDY KIM,250.0,1
Sen. Angela D. Alsobrooks (D-MD),members-table,crypto_native,ANGELA ALSOBROOKS,6800.0,5
Sen. Angela D. Alsobrooks (D-MD),members-table,crypto_native,SEN. ANGELA ALSOBROOKS,1000.0,1
Sen. Angela D. Alsobrooks (D-MD),members-table,crypto_native,SENATOR ANGELA ALSOBROOKS,500.0,1
Sen. Bernie Moreno (R-OH),members-table,crypto_native,BERNIE MORENO,11800.0,7
Sen. Bernie Moreno (R-OH),members-table,crypto_native,SEN. BERNIE MORENO,4125.0,2
Sen. Bill Hagerty (R-TN),members-table,crypto_native,SENATOR BILL HAGERTY,16000.0,3
Sen. Bill Hagerty (R-TN),members-table,crypto_native,BILL HAGERTY,5000.0,1
Sen. Bill Hagerty (R-TN),members-table,crypto_native,SEN. BILL HAGERTY,5000.0,2
Sen. Bill Hagerty (R-TN),members-table,crypto_native,REP. BILL HAGERTY,2000.0,1
Sen. Bill Hagerty (R-TN),members-table,diversified_core,SEN. BILL HAGERTY,180500.0,68
Sen. Bill Hagerty (R-TN),members-table,diversified_core,BILL HAGERTY,141250.0,47
Sen. Bill Hagerty (R-TN),members-table,diversified_core,SEN BILL HAGERTY,69500.0,18
Sen. Bob Casey (D-PA),manual,crypto_native,SEN. ROBERT CASEY,500.0,1
Sen. Bob Casey (D-PA),manual,crypto_native,SEN. BOB CASEY,250.0,1
Sen. Catherine Cortez Masto (D-NV),members-table,crypto_native,SENATOR CATHERINE CORTEZ MASTO,1500.0,1
Sen. Catherine Cortez Masto (D-NV),members-table,crypto_native,SEN. CATHERINE CORTEZ MASTO,350.0,1
Sen. Catherine Cortez Masto (D-NV),members-table,diversified_core,SEN. CATHERINE CORTEZ MASTO,130334.0,50
Sen. Catherine Cortez Masto (D-NV),members-table,diversified_core,SEN CATHERINE CORTEZ MASTO,55000.0,15
Sen. Charles E. Schumer (D-NY),members-table,crypto_native,SEN. CHARLES E. SCHUMER,2900.0,1
Sen. Charles E. Schumer (D-NY),members-table,diversified_core,CHARLES SCHUMER,72500.0,18
Sen. Charles E. Schumer (D-NY),members-table,diversified_core,SEN CHUCK SCHUMER,63000.0,16
Sen. Charles E. Schumer (D-NY),members-table,diversified_core,SEN. CHUCK SCHUMER,60500.0,15
Sen. Chris Van Hollen (D-MD),members-table,diversified_core,CHRIS VAN HOLLEN,52900.0,18
Sen. Christopher A. Coons (D-DE),members-table,crypto_native,SEN. CHRIS COONS,1000.0,1
Sen. Christopher A. Coons (D-DE),members-table,diversified_core,SEN. CHRIS COONS,71000.0,25
Sen. Christopher A. Coons (D-DE),members-table,diversified_core,SEN CHRIS COONS,67000.0,21
Sen. Christopher A. Coons (D-DE),members-table,diversified_core,CHRISTOPHER COONS,58500.0,25
Sen. Cynthia M. Lummis (R-WY),members-table,crypto_native,SEN. CYNTHIA MARIE LUMMIS,23600.0,5
Sen. Cynthia M. Lummis (R-WY),members-table,crypto_native,CYNTHIA LUMMIS,7000.0,3
Sen. Cynthia M. Lummis (R-WY),members-table,crypto_native,SENATOR CYNTHIA LUMMIS,5900.0,3
Sen. Cynthia M. Lummis (R-WY),members-table,crypto_native,REP. CYNTHIA LUMMIS,5000.0,1
Sen. Cynthia M. Lummis (R-WY),members-table,crypto_native,SEN. CYNTHIA LUMMIS,4000.0,2
Sen. Cynthia M. Lummis (R-WY),members-table,diversified_core,SEN. CYNTHIA LUMMIS,56000.0,21
Sen. David McCormick (R-PA),members-table,crypto_native,SEN. DAVE MCCORMICK,825.0,1
Sen. David McCormick (R-PA),members-table,diversified_core,DAVE MCCORMICK,67600.0,24
Sen. Deb Fischer (R-NE),members-table,crypto_native,SEN. DEBRA FISCHER,4300.0,2
Sen. Deb Fischer (R-NE),members-table,crypto_native,SEN. DEB FISCHER,2500.0,1
Sen. Deb Fischer (R-NE),members-table,crypto_native,SENATOR DEB FISCHER,2500.0,1
Sen. Eric Schmitt (R-MO),members-table,diversified_core,SEN ERIC S SCHMITT,61000.0,16
Sen. Gary C. Peters (D-MI),members-table,diversified_core,SEN GARY PETERS SR,81000.0,16
Sen. Gary C. Peters (D-MI),members-table,diversified_core,GARY PETERS,80050.0,37
Sen. Gary C. Peters (D-MI),members-table,diversified_core,SEN. GARY CHARLES PETERS,78500.0,38
Sen. Jacky Rosen (D-NV),members-table,crypto_native,SEN. JACKY ROSEN,1000.0,1
Sen. Jacky Rosen (D-NV),members-table,diversified_core,SEN. JACKY ROSEN,112781.0,43
Sen. Jacky Rosen (D-NV),members-table,diversified_core,SEN JACKY ROSEN,53500.0,16
Sen. James C. Justice (R-WV),members-table,crypto_native,SEN. JIM JUSTICE,1000.0,1
Sen. James Lankford (R-OK),members-table,crypto_native,JAMES LANKFORD,250.0,1
Sen. James Lankford (R-OK),members-table,diversified_core,JAMES LANKFORD,52500.0,19
Sen. Jerry Moran (R-KS),members-table,diversified_core,SEN. JERRY MORAN,80750.0,29
Sen. Jerry Moran (R-KS),members-table,diversified_core,SEN JERRY MORAN,54000.0,13
Sen. Jim Banks (R-IN),members-table,crypto_native,REP. JAMES BANKS,1000.0,1
Sen. John Barrasso (R-WY),members-table,crypto_native,SEN. JOHN BARRASSO,8300.0,2
Sen. John Barrasso (R-WY),members-table,diversified_core,JOHN BARRASSO,77000.0,29
Sen. John Barrasso (R-WY),members-table,diversified_core,SEN JOHN A BARRASSO,64000.0,19
Sen. John Barrasso (R-WY),members-table,diversified_core,SEN. JOHN ANTHONY BARRASSO,61500.0,20
Sen. John Boozman (R-AR),members-table,crypto_native,SEN. JOHN BOOZMAN,10300.0,4
Sen. John Boozman (R-AR),members-table,diversified_core,SEN. JOHN NICHOLS BOOZMAN,67500.0,23
Sen. John Boozman (R-AR),members-table,diversified_core,SEN. JOHN BOOZMAN,66500.0,22
Sen. John Boozman (R-AR),members-table,diversified_core,SEN JOHN BOOZMAN,62000.0,19
Sen. John Boozman (R-AR),members-table,diversified_core,JOHN BOOZMAN,60500.0,19
Sen. John Cornyn (R-TX),members-table,crypto_native,SENATOR JOHN CORNYN,3500.0,1
Sen. John Cornyn (R-TX),members-table,diversified_core,"SEN. JOHN CORNYN, III",78500.0,21
Sen. John Cornyn (R-TX),members-table,diversified_core,SEN JOHN CORNYN III,66000.0,19
Sen. John Cornyn (R-TX),members-table,diversified_core,JOHN CORNYN,62500.0,29
Sen. John Cornyn (R-TX),members-table,diversified_core,SEN. JOHN CORNYN,60041.0,23
Sen. John Fetterman (D-PA),members-table,crypto_native,SEN. JOHN FETTERMAN,1000.0,1
Sen. John Kennedy (R-LA),members-table,crypto_native,SENATOR JOHN KENNEDY,250.0,1
Sen. John R. Curtis (R-UT),members-table,crypto_native,SENATOR JOHN CURTIS,500.0,1
Sen. John R. Curtis (R-UT),members-table,diversified_core,JOHN CURTIS,60000.0,22
Sen. John Thune (R-SD),members-table,crypto_native,SEN. JOHN THUNE,4500.0,2
Sen. John Thune (R-SD),members-table,crypto_native,SENATOR JOHN THUNE,3000.0,2
Sen. John Thune (R-SD),members-table,diversified_core,JOHN THUNE,152000.0,39
Sen. John Thune (R-SD),members-table,diversified_core,SEN. JOHN THUNE,117595.0,30
Sen. John Thune (R-SD),members-table,diversified_core,SEN JOHN THUNE,100500.0,24
Sen. John Thune (R-SD),members-table,diversified_core,SEN. JOHN RANDOLPH THUNE,68000.0,21
Sen. Jon Tester (D-MT),manual,diversified_core,SEN. JON TESTER,206250.0,70
Sen. Jon Tester (D-MT),manual,diversified_core,JON TESTER,123950.0,56
Sen. Joni Ernst (R-IA),members-table,crypto_native,SEN. JONI ERNST,2000.0,1
Sen. Joni Ernst (R-IA),members-table,diversified_core,SEN. JONI ERNST,55000.0,15
Sen. Katie Boyd Britt (R-AL),members-table,crypto_native,SEN. KATIE BRITT,6000.0,2
Sen. Katie Boyd Britt (R-AL),members-table,crypto_native,SEN. KATIE BOYD BRITT,1000.0,1
Sen. Katie Boyd Britt (R-AL),members-table,diversified_core,KATIE BRITT,124250.0,43
Sen. Katie Boyd Britt (R-AL),members-table,diversified_core,SEN. KATIE BRITT,92500.0,29
Sen. Katie Boyd Britt (R-AL),members-table,diversified_core,SEN. KATIE BOYD BRITT,72000.0,26
Sen. Kevin Cramer (R-ND),members-table,diversified_core,SEN. KEVIN CRAMER,93000.0,30
Sen. Kevin Cramer (R-ND),members-table,diversified_core,KEVIN CRAMER,74500.0,23
Sen. Kirsten E. Gillibrand (D-NY),members-table,crypto_native,SEN. KIRSTEN GILLIBRAND,5800.0,2
Sen. Kirsten E. Gillibrand (D-NY),members-table,crypto_native,SEN. KRISTEN GILLIBRAND,5300.0,2
Sen. Kirsten E. Gillibrand (D-NY),members-table,crypto_native,KIRSTEN GILLIBRAND,500.0,1
Sen. Kirsten E. Gillibrand (D-NY),members-table,diversified_core,SEN. KIRSTEN GILLIBRAND,57000.0,21
Sen. Kyrsten Sinema (I-AZ),manual,diversified_core,SEN. KYRSTEN SINEMA,108090.0,47
Sen. Kyrsten Sinema (I-AZ),manual,diversified_core,KYRSTEN SINEMA,100500.0,30
Sen. Lisa Blunt Rochester (D-DE),members-table,crypto_native,REP. LISA BLUNT ROCHESTER,2000.0,2
Sen. Lisa Blunt Rochester (D-DE),members-table,crypto_native,SEN. LISA BLUNT ROCHESTER,500.0,1
Sen. Lisa Blunt Rochester (D-DE),members-table,diversified_core,LISA BLUNT ROCHESTER,109750.0,38
Sen. Lisa Blunt Rochester (D-DE),members-table,diversified_core,REP. LISA BLUNT ROCHESTER,83500.0,31
Sen. Lisa Murkowski (R-AK),members-table,diversified_core,SEN. LISA MURKOWSKI,53500.0,18
Sen. Margaret Wood Hassan (D-NH),members-table,diversified_core,SEN. MARGARET WOOD HASSAN,61834.0,29
Sen. Mark R. Warner (D-VA),members-table,crypto_native,SENATOR MARK WARNER,3500.0,1
Sen. Mark R. Warner (D-VA),members-table,crypto_native,SEN. MARK WARNER,1000.0,1
Sen. Mark R. Warner (D-VA),members-table,diversified_core,SEN. MARK WARNER,177200.0,55
Sen. Mark R. Warner (D-VA),members-table,diversified_core,MARK WARNER,146850.0,64
Sen. Mark R. Warner (D-VA),members-table,diversified_core,SEN. MARK ROBERT WARNER,78500.0,28
Sen. Mark R. Warner (D-VA),members-table,diversified_core,SEN MARK R WARNER,71500.0,19
Sen. Marsha Blackburn (R-TN),members-table,diversified_core,SEN MARSHA BLACKBURN,68500.0,23
Sen. Martin Heinrich (D-NM),members-table,crypto_native,SEN. MARTIN HEINRICH,1000.0,1
Sen. Martin Heinrich (D-NM),members-table,diversified_core,SEN. MARTIN HEINRICH,58500.0,26
Sen. Mike Crapo (R-ID),members-table,crypto_native,SEN. MIKE CRAPO,4900.0,2
Sen. Mike Crapo (R-ID),members-table,diversified_core,SEN. MIKE CRAPO,88000.0,23
Sen. Mike Crapo (R-ID),members-table,diversified_core,SEN MIKE CRAPO,71500.0,17
Sen. Mike Crapo (R-ID),members-table,diversified_core,MICHAEL CRAPO,69500.0,23
Sen. Mike Crapo (R-ID),members-table,diversified_core,SEN. MICHAEL DEAN CRAPO,68000.0,28
Sen. Mike Rounds (R-SD),members-table,crypto_native,SEN. MIKE ROUNDS,7000.0,3
Sen. Mike Rounds (R-SD),members-table,diversified_core,SEN. MIKE ROUNDS,132500.0,47
Sen. Mike Rounds (R-SD),members-table,diversified_core,MIKE ROUNDS,106500.0,34
Sen. Mike Rounds (R-SD),members-table,diversified_core,SEN MIKE ROUNDS,84000.0,25
Sen. Mike Rounds (R-SD),members-table,diversified_core,SEN. M. MICHAEL ROUNDS,57000.0,20
Sen. Mitch McConnell (R-KY),members-table,diversified_core,SEN. MITCH MCCONNELL,77000.0,21
Sen. Mitch McConnell (R-KY),members-table,diversified_core,MITCH MCCONNELL,67000.0,18
Sen. Pat Toomey (R-PA),manual,crypto_native,SEN. PATRICK TOOMEY,53790.0,1
Sen. Patty Murray (D-WA),members-table,diversified_core,SEN. PATTY MURRAY,67500.0,19
Sen. Pete Ricketts (R-NE),members-table,diversified_core,PETE RICKETTS,68000.0,23
Sen. Raphael G. Warnock (D-GA),members-table,crypto_native,SEN. RAPHAEL WARNOCK,500.0,1
Sen. Rick Scott (R-FL),members-table,crypto_native,SENATOR RICK SCOTT,2500.0,1
Sen. Ron Wyden (D-OR),members-table,crypto_native,RONALD LEE WYDEN,5000.0,2
Sen. Ron Wyden (D-OR),members-table,crypto_native,SEN. RONALD LEE WYDEN,2900.0,1
Sen. Ruben Gallego (D-AZ),members-table,crypto_native,SENATOR RUBEN GALLEGO,6500.0,3
Sen. Ruben Gallego (D-AZ),members-table,crypto_native,RUBEN GALLEGO,1500.0,2
Sen. Ruben Gallego (D-AZ),members-table,crypto_native,SEN. RUBEN GALLEGO,1000.0,1
Sen. Ruben Gallego (D-AZ),members-table,crypto_native,REP. RUBEN GALLEGO,500.0,1
Sen. Sherrod Brown (D-OH),manual,crypto_native,SEN. SHERROD BROWN,1000.0,1
Sen. Sherrod Brown (D-OH),manual,diversified_core,SEN. SHERROD BROWN,88000.0,31
Sen. Sherrod Brown (D-OH),manual,diversified_core,SHERROD BROWN,67650.0,25
Sen. Sherrod Brown (D-OH),manual,diversified_core,SEN SHERROD BROWN,65000.0,16
Sen. Sherrod Brown (D-OH),manual,diversified_core,SEN. SHERROD CAMPBELL BROWN,60500.0,20
Sen. Steve Daines (R-MT),members-table,crypto_native,SENATOR STEVE DAINES,2500.0,1
Sen. Steve Daines (R-MT),members-table,crypto_native,SEN. STEVE DAINES,2000.0,1
Sen. Steve Daines (R-MT),members-table,diversified_core,SEN STEVE DAINES,145000.0,26
Sen. Steve Daines (R-MT),members-table,diversified_core,SEN. STEVE DAINES,104000.0,33
Sen. Steve Daines (R-MT),members-table,diversified_core,STEVEN DAINES,60500.0,20
Sen. Steve Daines (R-MT),members-table,diversified_core,SEN. STEVE DAVID DAINES,53500.0,22
Sen. Ted Budd (R-NC),members-table,crypto_native,SEN. THEODORE BUDD,2000.0,1
Sen. Ted Budd (R-NC),members-table,diversified_core,SEN TED BUDD,55000.0,15
Sen. Ted Cruz (R-TX),members-table,crypto_native,TED CRUZ,1000.0,1
Sen. Thom Tillis (R-NC),members-table,crypto_native,SENATOR THOM TILLIS,3000.0,2
Sen. Thom Tillis (R-NC),members-table,diversified_core,THOM TILLIS,151750.0,47
Sen. Thom Tillis (R-NC),members-table,diversified_core,SEN. THOM TILLIS,129750.0,42
Sen. Thom Tillis (R-NC),members-table,diversified_core,SEN THOM TILLIS,88000.0,21
Sen. Thom Tillis (R-NC),members-table,diversified_core,SEN. THOMAS ROLAND TILLIS,73000.0,24
Sen. Tim Kaine (D-VA),members-table,diversified_core,SEN. TIM KAINE,83750.0,30
Sen. Tim Scott (R-SC),members-table,crypto_native,SEN. TIMOTHY SCOTT,9900.0,2
Sen. Tim Scott (R-SC),members-table,crypto_native,SEN. TIM SCOTT,5000.0,4
Sen. Tim Scott (R-SC),members-table,crypto_native,SENATOR TIM SCOTT,3000.0,2
Sen. Tim Scott (R-SC),members-table,crypto_native,SEN. TIMOTHY E. SCOTT,2500.0,1
Sen. Tim Scott (R-SC),members-table,crypto_native,SENATOR TIMOTHY SCOTT,2500.0,1
Sen. Tim Scott (R-SC),members-table,diversified_core,TIM SCOTT,165750.0,52
Sen. Tim Scott (R-SC),members-table,diversified_core,SEN. TIM SCOTT,159000.0,47
Sen. Tim Scott (R-SC),members-table,diversified_core,SEN. TIMOTHY EUGENE SCOTT,110500.0,33
Sen. Tim Scott (R-SC),members-table,diversified_core,SEN TIM SCOTT,95000.0,21
Sen. Tim Sheehy (R-MT),members-table,crypto_native,SEN. TIM SHEEHY,3300.0,1
Sen. Tim Sheehy (R-MT),members-table,crypto_native,TIM SHEEHY,1000.0,1
Sen. Tina Smith (D-MN),members-table,diversified_core,SEN. TINA SMITH,94000.0,35
Sen. Todd Young (R-IN),members-table,diversified_core,SEN. TODD CHRISTOPHER YOUNG,63000.0,23
Sen. Todd Young (R-IN),members-table,diversified_core,SEN. TODD YOUNG,57500.0,17
Sen. Todd Young (R-IN),members-table,diversified_core,TODD YOUNG,53000.0,19
