bill,filing_year,filing_period,reported_amount,filing_uuid,lda_public_url
HR1777,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR1777,2024,fourth_quarter,909953,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
HR1800,2025,fourth_quarter,973910,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
HR1800,2025,second_quarter,880060,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
HR1800,2025,third_quarter,940000,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
HR1800,2026,first_quarter,844410,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
HR1809,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR1848,2025,fourth_quarter,973910,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
HR1968,2025,first_quarter,963135,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
HR2280,2025,first_quarter,963135,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
HR2280,2025,fourth_quarter,973910,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
HR2280,2026,first_quarter,844410,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
HR23,2025,first_quarter,963135,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
HR23,2025,fourth_quarter,973910,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
HR23,2026,first_quarter,844410,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
HR2374,2022,first_quarter,690388,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
HR2374,2022,fourth_quarter,741474,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
HR2374,2022,third_quarter,640469,ab368ce0-f3f5-4fa6-b723-2de75b38f273,https://lda.senate.gov/filings/public/filing/ab368ce0-f3f5-4fa6-b723-2de75b38f273/print/
HR2454,2023,first_quarter,769502,2f4915af-1c96-4567-8a5e-2f15f2b04c5a,https://lda.senate.gov/filings/public/filing/2f4915af-1c96-4567-8a5e-2f15f2b04c5a/print/
HR2454,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR2454,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR2454,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR2454,2024,first_quarter,837889,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
HR2531,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR2531,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR2531,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR2590,2022,first_quarter,690388,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
HR2590,2022,second_quarter,650750,2288add7-94eb-405d-a75e-5b2f629c080a,https://lda.senate.gov/filings/public/filing/2288add7-94eb-405d-a75e-5b2f629c080a/print/
HR2617,2022,fourth_quarter,741474,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
HR2619,2025,second_quarter,880060,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
HR2659,2022,first_quarter,690388,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
HR2670,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR2670,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR2670,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR2741,2022,first_quarter,690388,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
HR2748,2022,first_quarter,690388,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
HR2882,2024,first_quarter,837889,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
HR2973,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR2973,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR2973,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR2973,2024,first_quarter,837889,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
HR3016,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR3016,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR3016,2024,first_quarter,837889,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
HR3033,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR3033,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR3033,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR3033,2024,first_quarter,837889,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
HR3033,2024,fourth_quarter,909953,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
HR3033,2024,second_quarter,786536,db033c64-6f06-4019-b7db-caaa264c3f50,https://lda.senate.gov/filings/public/filing/db033c64-6f06-4019-b7db-caaa264c3f50/print/
HR3033,2024,third_quarter,789890,5b1aab0b-7b01-42f0-99b9-e3a090b1a289,https://lda.senate.gov/filings/public/filing/5b1aab0b-7b01-42f0-99b9-e3a090b1a289/print/
HR3045,2026,first_quarter,844410,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
HR3099,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR3099,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR3103,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR3103,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR3103,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR3103,2024,first_quarter,837889,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
HR3152,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR3152,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR3266,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR3266,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR3266,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR340,2023,first_quarter,769502,2f4915af-1c96-4567-8a5e-2f15f2b04c5a,https://lda.senate.gov/filings/public/filing/2f4915af-1c96-4567-8a5e-2f15f2b04c5a/print/
HR340,2023,fourth_quarter,818273,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
HR340,2023,second_quarter,704298,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
HR340,2023,third_quarter,767812,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
HR3565,2025,fourth_quarter,973910,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
HR3565,2025,third_quarter,940000,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
HR3565,2026,first_quarter,844410,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
HR3685,2022,first_quarter,690388,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
HR3685,2022,fourth_quarter,741474,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
HR3685,2022,second_quarter,650750,2288add7-94eb-405d-a75e-5b2f629c080a,https://lda.senate.gov/filings/public/filing/2288add7-94eb-405d-a75e-5b2f629c080a/print/
