member (merged row in the split CSV),party_source,giver_slice,raw_recipient_string_as_filed,total,items
Rep. Derek Tran (D-CA),members-table,health_focused,REP. DEREK TRAN,11000.0,6
Rep. Derek Tran (D-CA),members-table,health_focused,DEREK TRAN,5000.0,5
Rep. Derek Tran (D-CA),members-table,health_focused,CONGRESSMAN DEREK TRAN,5000.0,3
Rep. Derek Tran (D-CA),members-table,health_focused,REP DEREK TRAN,1000.0,1
Rep. Derek Tran (D-CA),members-table,mixed_diversified,REP. DEREK TRAN,2000.0,2
Rep. Derrick Van Orden (R-WI),members-table,health_focused,CONGRESSMAN DERRICK VAN ORDEN,13500.0,7
Rep. Derrick Van Orden (R-WI),members-table,health_focused,DERRICK VAN ORDEN,1000.0,3
Rep. Derrick Van Orden (R-WI),members-table,mixed_diversified,REP. DERRICK VAN ORDEN,3000.0,2
Rep. Diana DeGette (D-CO),members-table,health_focused,REP. DIANA DEGETTE,45600.0,20
Rep. Diana DeGette (D-CO),members-table,health_focused,DIANA DEGETTE,28000.0,17
Rep. Diana DeGette (D-CO),members-table,health_focused,REP. DIANA L. DEGETTE,22500.0,9
Rep. Diana DeGette (D-CO),members-table,health_focused,REP DIANA DEGETTE,17000.0,9
Rep. Diana DeGette (D-CO),members-table,health_focused,REP. DIANA LOUISE DEGETTE,6500.0,3
Rep. Diana DeGette (D-CO),members-table,health_focused,CONGRESSWOMAN DIANA DEGETTE,3000.0,2
Rep. Diana DeGette (D-CO),members-table,health_focused,REP. DIANA L DEGETTE,2500.0,1
Rep. Diana DeGette (D-CO),members-table,mixed_diversified,DIANA DEGETTE,52500.0,24
Rep. Diana DeGette (D-CO),members-table,mixed_diversified,REP. DIANA L. DEGETTE,37000.0,14
Rep. Diana DeGette (D-CO),members-table,mixed_diversified,REP. DIANA DEGETTE,21500.0,14
Rep. Diana DeGette (D-CO),members-table,mixed_diversified,CONGRESSWOMAN DIANA DEGETTE,10000.0,7
Rep. Diana DeGette (D-CO),members-table,mixed_diversified,REP DIANA DEGETTE,3000.0,3
Rep. Diana DeGette (D-CO),members-table,mixed_diversified,REP. DIANA LOUISE DEGETTE,2500.0,1
Rep. Diana Harshbarger (R-TN),members-table,health_focused,DIANA HARSHBARGER,43520.0,23
Rep. Diana Harshbarger (R-TN),members-table,health_focused,CONGRESSWOMAN DIANA HARSHBARGER,32500.0,16
Rep. Diana Harshbarger (R-TN),members-table,health_focused,REP. DIANA LYNN HARSHBARGER,27500.0,13
Rep. Diana Harshbarger (R-TN),members-table,health_focused,REP. DIANA HARSHBARGER,26000.0,9
Rep. Diana Harshbarger (R-TN),members-table,health_focused,REP DIANA HARSHBARGER,7000.0,6
Rep. Diana Harshbarger (R-TN),members-table,mixed_diversified,REP. DIANA LYNN HARSHBARGER,28500.0,17
Rep. Diana Harshbarger (R-TN),members-table,mixed_diversified,REP. DIANA HARSHBARGER,14750.0,9
Rep. Diana Harshbarger (R-TN),members-table,mixed_diversified,CONGRESSWOMAN DIANA HARSHBARGER,13000.0,5
Rep. Diana Harshbarger (R-TN),members-table,mixed_diversified,DIANA HARSHBARGER,12000.0,9
Rep. Diana Harshbarger (R-TN),members-table,mixed_diversified,REP DIANA HARSHBARGER,3000.0,3
Rep. Dina Titus (D-NV),members-table,health_focused,DINA TITUS,6000.0,3
Rep. Dina Titus (D-NV),members-table,health_focused,CONGRESSWOMAN DINA TITUS,5000.0,2
Rep. Dina Titus (D-NV),members-table,health_focused,REP DINA TITUS,2500.0,1
Rep. Dina Titus (D-NV),members-table,mixed_diversified,DINA TITUS,2600.0,3
Rep. Dina Titus (D-NV),members-table,mixed_diversified,REP. DINA TITUS,1500.0,1
Rep. Don Bacon (R-NE),members-table,health_focused,DON BACON,323076.0,11
Rep. Don Bacon (R-NE),members-table,health_focused,REP. DONALD JOHN BACON,24000.0,8
Rep. Don Bacon (R-NE),members-table,health_focused,DONALD BACON,15500.0,7
Rep. Don Bacon (R-NE),members-table,health_focused,REP. DON BACON,5500.0,3
Rep. Don Bacon (R-NE),members-table,health_focused,CONGRESSMAN DONALD BACON,2500.0,3
Rep. Don Bacon (R-NE),members-table,health_focused,REP DON BACON,2000.0,2
Rep. Don Bacon (R-NE),members-table,mixed_diversified,REP. DONALD JOHN BACON,20500.0,14
Rep. Don Bacon (R-NE),members-table,mixed_diversified,DON BACON,9000.0,5
Rep. Don Bacon (R-NE),members-table,mixed_diversified,DONALD BACON,5000.0,2
Rep. Don Bacon (R-NE),members-table,mixed_diversified,CONGRESSMAN DON BACON,5000.0,3
Rep. Don Bacon (R-NE),members-table,mixed_diversified,REP. DON BACON,2500.0,1
Rep. Don Bacon (R-NE),members-table,mixed_diversified,CONGRESSMAN DAN BACON,1500.0,1
Rep. Don Bacon (R-NE),members-table,mixed_diversified,REP. DONALD BACON,1500.0,1
Rep. Donald G. Davis (D-NC),members-table,health_focused,REP. DON DAVIS,46000.0,19
Rep. Donald G. Davis (D-NC),members-table,health_focused,DON DAVIS,41250.0,27
Rep. Donald G. Davis (D-NC),members-table,health_focused,REP. DONALD GENE DAVIS,25500.0,13
Rep. Donald G. Davis (D-NC),members-table,health_focused,CONGRESSMAN DON DAVIS,15000.0,5
Rep. Donald G. Davis (D-NC),members-table,health_focused,REP DON DAVIS,2500.0,1
Rep. Donald G. Davis (D-NC),members-table,health_focused,DONALD DAVIS,2500.0,1
Rep. Donald G. Davis (D-NC),members-table,health_focused,HON. DON DAVIS,1000.0,1
Rep. Donald G. Davis (D-NC),members-table,mixed_diversified,REP. DON DAVIS,45750.0,25
Rep. Donald G. Davis (D-NC),members-table,mixed_diversified,DON DAVIS,37750.0,16
Rep. Donald G. Davis (D-NC),members-table,mixed_diversified,REP. DONALD GENE DAVIS,26000.0,13
Rep. Donald G. Davis (D-NC),members-table,mixed_diversified,CONGRESSMAN DON DAVIS,17500.0,7
Rep. Donald G. Davis (D-NC),members-table,mixed_diversified,REP DON DAVIS,11000.0,4
Rep. Donald Norcross (D-NJ),members-table,health_focused,DONALD NORCROSS,22400.0,11
Rep. Donald Norcross (D-NJ),members-table,health_focused,REP. DONALD W. NORCROSS,15000.0,6
Rep. Donald Norcross (D-NJ),members-table,health_focused,REP. DONALD NORCROSS,10900.0,6
Rep. Donald Norcross (D-NJ),members-table,health_focused,CONGRESSMAN DONALD NORCROSS,10000.0,7
Rep. Donald Norcross (D-NJ),members-table,mixed_diversified,DONALD NORCROSS,4000.0,6
Rep. Donald Norcross (D-NJ),members-table,mixed_diversified,REP. DONALD W. NORCROSS,2000.0,2
Rep. Donald Norcross (D-NJ),members-table,mixed_diversified,CONGRESSMAN DONALD NORCROSS,1000.0,1
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,DON BEYER,15000.0,8
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,"REP. DONALD S. BEYER, JR",7500.0,3
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,DONALD STERNOFF BEYER JR,7500.0,2
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,"REP. DONALD STERNOFF BEYER, JR",3500.0,2
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,CONGRESSMAN DONALD BEYER,2500.0,1
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,REP. DON BEYER JR,2500.0,1
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,REP DON BEYER JR,1000.0,1
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,health_focused,"REP. DON BEYER, JR",1000.0,1
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,mixed_diversified,DON BEYER,7000.0,6
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,mixed_diversified,"REP. DONALD S. BEYER, JR",5000.0,5
"Rep. Donald S. Beyer, Jr. (D-VA)",members-table,mixed_diversified,"REP. DON BEYER, JR",4500.0,3
Rep. Doris O. Matsui (D-CA),members-table,health_focused,DORIS MATSUI,35000.0,22
Rep. Doris O. Matsui (D-CA),members-table,health_focused,REP. DORIS MATSUI,34500.0,15
Rep. Doris O. Matsui (D-CA),members-table,health_focused,REP. DORIS O. MATSUI,23000.0,11
Rep. Doris O. Matsui (D-CA),members-table,health_focused,REP DORIS MATSUI,11500.0,6
Rep. Doris O. Matsui (D-CA),members-table,health_focused,REP. DORIS OKADA MATSUI,9000.0,3
Rep. Doris O. Matsui (D-CA),members-table,health_focused,CONGRESSWOMAN DORIS MATSUI,6500.0,8
Rep. Doris O. Matsui (D-CA),members-table,health_focused,HON. DORIS MATSUI,1000.0,2
Rep. Doris O. Matsui (D-CA),members-table,mixed_diversified,REP. DORIS O. MATSUI,22500.0,12
Rep. Doris O. Matsui (D-CA),members-table,mixed_diversified,DORIS MATSUI,16500.0,7
Rep. Doris O. Matsui (D-CA),members-table,mixed_diversified,REP. DORIS MATSUI,7500.0,5
Rep. Doris O. Matsui (D-CA),members-table,mixed_diversified,CONGRESSWOMAN DORIS MATSUI,2500.0,1
Rep. Doris O. Matsui (D-CA),members-table,mixed_diversified,REP. DORIS OKADA MATSUI,1000.0,1
Rep. Dusty Johnson (R-SD),members-table,health_focused,DUSTY JOHNSON,34000.0,14
Rep. Dusty Johnson (R-SD),members-table,health_focused,REP. DUSTY JOHNSON,15000.0,10
Rep. Dusty Johnson (R-SD),members-table,health_focused,CONGRESSMAN DUSTIN JOHNSON,9500.0,4
Rep. Dusty Johnson (R-SD),members-table,health_focused,REP. DUSTIN M. JOHNSON,2500.0,1
Rep. Dusty Johnson (R-SD),members-table,health_focused,REP. DUSY JOHNSON,1000.0,1
Rep. Dusty Johnson (R-SD),members-table,mixed_diversified,REP. DUSTY JOHNSON,12500.0,9
Rep. Dusty Johnson (R-SD),members-table,mixed_diversified,DUSTY JOHNSON,7000.0,6
Rep. Dusty Johnson (R-SD),members-table,mixed_diversified,CONGRESSMAN DUSTY JOHNSON,4000.0,3
Rep. Dusty Johnson (R-SD),members-table,mixed_diversified,REP DUSTY JOHNSON,2000.0,2
Rep. Dwight Evans (D-PA),members-table,health_focused,DWIGHT EVANS,30000.0,19
Rep. Dwight Evans (D-PA),members-table,health_focused,REP. DWIGHT EVANS,25500.0,13
Rep. Dwight Evans (D-PA),members-table,health_focused,REP. DWIGHT E. EVANS,1500.0,1
Rep. Dwight Evans (D-PA),members-table,mixed_diversified,DWIGHT EVANS,9500.0,4
Rep. Dwight Evans (D-PA),members-table,mixed_diversified,REP. DWIGHT EVANS,6500.0,5
Rep. Dwight Evans (D-PA),members-table,mixed_diversified,CONGRESSMAN DWIGHT EVANS,1000.0,1
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,REP. BUDDY CARTER,60000.0,21
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,BUDDY CARTER,47500.0,27
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,CONGRESSMAN BUDDY CARTER,39000.0,11
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,REP. EARL L. B. CARTER,34500.0,19
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,CONGRESSMAN EARL CARTER,12500.0,3
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,REP. EARL LEROY CARTER,8500.0,5
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,REP BUDDY CARTER,8000.0,4
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,"REP. EARL ""BUDDY"" CARTER",2000.0,1
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,EARL LEROY CARTER,2000.0,1
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,health_focused,HON. BUDDY CARTER,500.0,1
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,BUDDY CARTER,54000.0,22
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,REP. EARL L. B. CARTER,53500.0,21
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,REP. BUDDY CARTER,28000.0,14
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,CONGRESSMAN EARL CARTER,11000.0,3
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,EARL CARTER,8000.0,5
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,REP. EARL LEROY CARTER,6000.0,3
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,CONGRESSMAN BUDDY CARTER,3500.0,2
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,REP BUDDY CARTER,3500.0,2
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,"CONGRESSMAN EARL ""BUDDY"" CARTER",2000.0,2
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,SEN. BUDDY CARTER,1000.0,1
"Rep. Earl L. ""Buddy"" Carter (R-GA)",members-table,mixed_diversified,REP. EARL CARTER,1000.0,1
Rep. Ed Case (D-HI),members-table,health_focused,CONGRESSMAN ED CASE,4500.0,2
Rep. Ed Case (D-HI),members-table,health_focused,REP. EDWARD CASE,3500.0,2
Rep. Ed Case (D-HI),members-table,health_focused,REP ED CASE,2500.0,1
Rep. Ed Case (D-HI),members-table,health_focused,ED CASE,2000.0,2
Rep. Ed Case (D-HI),members-table,health_focused,REP. ED CASE,1000.0,1
Rep. Ed Case (D-HI),members-table,mixed_diversified,ED CASE,9500.0,4
Rep. Ed Case (D-HI),members-table,mixed_diversified,REP. EDWARD CASE,8000.0,5
Rep. Ed Case (D-HI),members-table,mixed_diversified,CONGRESSMAN ED CASE,3000.0,3
Rep. Elijah Crane (R-AZ),members-table,health_focused,REP ELIJAH CRANE,2000.0,1
Rep. Elijah Crane (R-AZ),members-table,mixed_diversified,REP. ELI CRANE,2500.0,2
Rep. Elise M. Stefanik (R-NY),members-table,health_focused,ELISE STEFANIK,48500.0,20
Rep. Elise M. Stefanik (R-NY),members-table,health_focused,REP. ELISE M. STEFANIK,22500.0,8
Rep. Elise M. Stefanik (R-NY),members-table,health_focused,CONGRESSWOMAN ELISE STEFANIK,17500.0,5
Rep. Elise M. Stefanik (R-NY),members-table,health_focused,REP ELISE STEFANIK,12500.0,4
Rep. Elise M. Stefanik (R-NY),members-table,health_focused,REP. ELISE MARIE STEFANIK,7500.0,2
Rep. Elise M. Stefanik (R-NY),members-table,mixed_diversified,REP. ELISE M. STEFANIK,43000.0,16
Rep. Elise M. Stefanik (R-NY),members-table,mixed_diversified,REP. ELISE MARIE STEFANIK,22500.0,5
Rep. Elise M. Stefanik (R-NY),members-table,mixed_diversified,ELISE STEFANIK,20000.0,7
Rep. Elise M. Stefanik (R-NY),members-table,mixed_diversified,REP. ELISE STEFANIK,2000.0,1
Rep. Elise M. Stefanik (R-NY),members-table,mixed_diversified,REP ELISE STEFANIK,2000.0,2
Rep. Elise M. Stefanik (R-NY),members-table,mixed_diversified,CONGRESSWOMAN ELISE STEFANIK,2000.0,2
Rep. Emanuel Cleaver (D-MO),members-table,health_focused,EMANUEL CLEAVER,29500.0,12
Rep. Emanuel Cleaver (D-MO),members-table,health_focused,"REP. EMANUEL CLEAVER, II",4500.0,3
Rep. Emanuel Cleaver (D-MO),members-table,health_focused,REP. EMANUEL CLEAVER II,2500.0,2
Rep. Emanuel Cleaver (D-MO),members-table,health_focused,CONGRESSMAN EMANUEL CLEAVER,2000.0,1
Rep. Emanuel Cleaver (D-MO),members-table,mixed_diversified,"REP. EMANUEL CLEAVER, II",8000.0,5
Rep. Emanuel Cleaver (D-MO),members-table,mixed_diversified,EMANUEL CLEAVER,3000.0,1
Rep. Emilia Strong Sykes (D-OH),members-table,health_focused,CONGRESSWOMAN EMILIA SYKES,15000.0,7
Rep. Emilia Strong Sykes (D-OH),members-table,health_focused,EMILIA SYKES,15000.0,12
Rep. Emilia Strong Sykes (D-OH),members-table,health_focused,REP. EMILIA STRONG SYKES,9000.0,6
Rep. Emilia Strong Sykes (D-OH),members-table,health_focused,REP. EMILIA SYKES,6500.0,6
Rep. Emilia Strong Sykes (D-OH),members-table,health_focused,REP EMILIA SYKES,2500.0,1
Rep. Emilia Strong Sykes (D-OH),members-table,mixed_diversified,REP. EMILIA SYKES,20250.0,10
Rep. Emilia Strong Sykes (D-OH),members-table,mixed_diversified,REP. EMILIA STRONG SYKES,3500.0,3
Rep. Emily Randall (D-WA),members-table,mixed_diversified,REP. EMILY RANDALL,2500.0,3
Rep. Emily Randall (D-WA),members-table,mixed_diversified,REP EMILY RANDALL,2000.0,2
"Rep. Eric A. ""Rick"" Crawford (R-AR)",members-table,health_focused,CONGRESSMAN RICK CRAWFORD,10500.0,4
"Rep. Eric A. ""Rick"" Crawford (R-AR)",members-table,health_focused,RICK CRAWFORD,2000.0,1
"Rep. Eric A. ""Rick"" Crawford (R-AR)",members-table,mixed_diversified,REP. ERIC ALAN CRAWFORD,4000.0,2
"Rep. Eric A. ""Rick"" Crawford (R-AR)",members-table,mixed_diversified,REP. RICK ALAN CRAWFORD,3500.0,2
"Rep. Eric A. ""Rick"" Crawford (R-AR)",members-table,mixed_diversified,REP. RICK CRAWFORD,1000.0,1
"Rep. Eric A. ""Rick"" Crawford (R-AR)",members-table,mixed_diversified,RICK CRAWFORD,1000.0,1
Rep. Eric Burlison (R-MO),members-table,health_focused,ERIC BURLISON,26250.0,19
Rep. Eric Burlison (R-MO),members-table,health_focused,REP. ERIC W. BURLISON,26000.0,8
Rep. Eric Burlison (R-MO),members-table,health_focused,REP. ERIC BURLISON,17500.0,6
Rep. Eric Burlison (R-MO),members-table,health_focused,REP ERIC BURLISON,6000.0,2
Rep. Eric Burlison (R-MO),members-table,health_focused,REP. ERIC WAYNE BURLISON,3000.0,2
Rep. Eric Burlison (R-MO),members-table,mixed_diversified,ERIC BURLISON,2000.0,1
Rep. Eric Sorensen (D-IL),members-table,health_focused,CONGRESSMAN ERIC SORENSEN,9500.0,3
Rep. Eric Sorensen (D-IL),members-table,health_focused,ERIC SORENSEN,9250.0,8
Rep. Eric Sorensen (D-IL),members-table,health_focused,REP. ERIC SORENSEN,4500.0,4
Rep. Eric Sorensen (D-IL),members-table,mixed_diversified,REP. ERIC SORENSEN,6000.0,3
Rep. Eric Sorensen (D-IL),members-table,mixed_diversified,ERIC SORENSEN,4000.0,3
Rep. Eric Sorensen (D-IL),members-table,mixed_diversified,CONGRESSMAN ERIC SORENSEN,1000.0,1
Rep. Eric Swalwell (D-CA),members-table,health_focused,ERIC SWALWELL,22500.0,15
Rep. Eric Swalwell (D-CA),members-table,health_focused,REP. ERIC SWALWELL,14500.0,7
Rep. Eric Swalwell (D-CA),members-table,health_focused,"REP. ERIC MICHAEL SWALWELL, JR",10500.0,6
Rep. Eric Swalwell (D-CA),members-table,health_focused,REP. ERIC MICHAEL SWALWELL,7500.0,3
Rep. Eric Swalwell (D-CA),members-table,health_focused,CONGRESSMAN ERIC SWALWELL,6500.0,3
Rep. Eric Swalwell (D-CA),members-table,health_focused,REP ERIC SWALWELL,4000.0,3
Rep. Eric Swalwell (D-CA),members-table,health_focused,REP. ERIC MICHAEL SWALWELL JR,3500.0,3
Rep. Eric Swalwell (D-CA),members-table,mixed_diversified,REP. ERIC SWALWELL,21500.0,10
Rep. Eric Swalwell (D-CA),members-table,mixed_diversified,"REP. ERIC MICHAEL SWALWELL, JR",11500.0,6
Rep. Eric Swalwell (D-CA),members-table,mixed_diversified,REP. ERIC MICHAEL SWALWELL,5000.0,1
Rep. Eric Swalwell (D-CA),members-table,mixed_diversified,REP. ERIC MICHAEL SWALWELL JR,2500.0,1
Rep. Eric Swalwell (D-CA),members-table,mixed_diversified,ERIC SWALWELL,1500.0,1
Rep. Erin Houchin (R-IN),members-table,health_focused,ERIN HOUCHIN,36750.0,18
Rep. Erin Houchin (R-IN),members-table,health_focused,REP. ERIN HOUCHIN,33500.0,21
Rep. Erin Houchin (R-IN),members-table,health_focused,CONGRESSWOMAN ERIN HOUCHIN,9500.0,3
Rep. Erin Houchin (R-IN),members-table,health_focused,REP ERIN HOUCHIN,6000.0,3
Rep. Erin Houchin (R-IN),members-table,health_focused,REP. ERIN SUZANNE HOUCHIN,5000.0,2
Rep. Erin Houchin (R-IN),members-table,mixed_diversified,REP. ERIN HOUCHIN,13500.0,11
Rep. Erin Houchin (R-IN),members-table,mixed_diversified,ERIN HOUCHIN,7000.0,4
Rep. Erin Houchin (R-IN),members-table,mixed_diversified,REP ERIN HOUCHIN,6000.0,3
Rep. Erin Houchin (R-IN),members-table,mixed_diversified,REP. ERIN SUZANNE HOUCHIN,1000.0,1
Rep. Eugene Simon Vindman (D-VA),members-table,health_focused,CONGRESSMAN EUGENE VINDMAN,3000.0,1
Rep. Eugene Simon Vindman (D-VA),members-table,health_focused,REP EUGENE VINDMAN,1500.0,1
Rep. Eugene Simon Vindman (D-VA),members-table,health_focused,EUGENE VINDMAN,1000.0,1
Rep. Eugene Simon Vindman (D-VA),members-table,mixed_diversified,CONGRESSMAN EUGENE VINDMAN,1000.0,1
Rep. Eugene Simon Vindman (D-VA),members-table,mixed_diversified,REP. EUGENE VINDMAN,1000.0,1
Rep. Frank D. Lucas (R-OK),members-table,health_focused,REP. FRANK DEAN LUCAS,6000.0,3
Rep. Frank D. Lucas (R-OK),members-table,health_focused,FRANK LUCAS,4000.0,4
Rep. Frank D. Lucas (R-OK),members-table,health_focused,CONGRESSMAN FRANK LUCAS,3000.0,1
Rep. Frank D. Lucas (R-OK),members-table,mixed_diversified,REP. FRANK DEAN LUCAS,3000.0,2
Rep. Frank D. Lucas (R-OK),members-table,mixed_diversified,REP. FRANK LUCAS,2000.0,2
Rep. Frank J. Mrvan (D-IN),members-table,health_focused,FRANK MRVAN,46500.0,28
Rep. Frank J. Mrvan (D-IN),members-table,health_focused,"REP. FRANK J. MRVAN, JR",24500.0,13
Rep. Frank J. Mrvan (D-IN),members-table,health_focused,CONGRESSMAN FRANK MRVAN,14500.0,7
Rep. Frank J. Mrvan (D-IN),members-table,health_focused,REP. FRANK MRVAN,10500.0,7
Rep. Frank J. Mrvan (D-IN),members-table,health_focused,REP FRANK MRVAN,5000.0,3
Rep. Frank J. Mrvan (D-IN),members-table,health_focused,REP. FRANK J. MRVAN III,1000.0,1
Rep. Frank J. Mrvan (D-IN),members-table,health_focused,"FRANK, MRVAN",1000.0,1
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,"REP. FRANK J. MRVAN, JR",16500.0,8
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,FRANK MRVAN,13100.0,13
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,REP. FRANK MRVAN,11250.0,9
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,REP. FRANK J. MRVAN JR,2590.0,2
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,REP FRANK J MRVAN III,2000.0,2
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,REP. FRANK JOHN MRVAN,2000.0,1
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,REP. FRANK J. MRVAN,1000.0,1
Rep. Frank J. Mrvan (D-IN),members-table,mixed_diversified,"REP. FRANK J. MRVAN, III",1000.0,1
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,"REP. FRANK PALLONE, JR",134500.0,45
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,FRANK PALLONE,107500.0,45
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,REP. FRANK PALLONE,42000.0,17
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,CONGRESSMAN FRANK PALLONE,40300.0,17
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,REP. FRANK PALLONE JR,34000.0,12
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,REP FRANK PALLONE JR,27000.0,9
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,"REP. FRANK JOSEPH PALLONE, JR",10000.0,5
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,"FRANK PALLONE, JR",7250.0,5
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,REP FRANK PALLONE,5000.0,1
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,FRANK PALLONE JR,2500.0,1
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,REPRESENTATIVE FRANK PALLONE,500.0,1
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,health_focused,"CONGRESSMAN FRANK PALLONE, JR",250.0,1
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,"REP. FRANK PALLONE, JR",85000.0,32
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,FRANK PALLONE,38500.0,12
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,CONGRESSMAN FRANK PALLONE,10000.0,2
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,REP. FRANK PALLONE,9500.0,6
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,REP. FRANK PALLONE JR,5000.0,1
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,"REP. FRANK JOSEPH PALLONE, JR",4500.0,1
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,REP FRANK PALLONE,3500.0,3
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,FRANK PALLONE JR,2000.0,2
"Rep. Frank Pallone, Jr. (D-NJ)",members-table,mixed_diversified,REP FRANK PALLONE JR,1000.0,1
Rep. Frederica S. Wilson (D-FL),members-table,health_focused,REP. FREDERICA S. WILSON,10000.0,3
Rep. Frederica S. Wilson (D-FL),members-table,health_focused,CONGRESSWOMAN FREDERICA WILSON,3500.0,2
Rep. Frederica S. Wilson (D-FL),members-table,health_focused,REP. FREDERICA SMITH WILSON,1000.0,1
Rep. Frederica S. Wilson (D-FL),members-table,mixed_diversified,REP. FREDERICA S. WILSON,5500.0,4
Rep. Frederica S. Wilson (D-FL),members-table,mixed_diversified,REP. FREDERICA WILSON,1000.0,1
Rep. Gabe Amo (D-RI),members-table,health_focused,REP. GABE AMO,11750.0,7
Rep. Gabe Amo (D-RI),members-table,health_focused,GABE AMO,8950.0,8
Rep. Gabe Amo (D-RI),members-table,health_focused,"REP. GABE AMO, JR",7000.0,4
Rep. Gabe Amo (D-RI),members-table,health_focused,"REP. GABRIEL FELIX KOFI AMO, JR",2500.0,1
Rep. Gabe Amo (D-RI),members-table,health_focused,CONGRESSMAN GABRIEL AMO,2000.0,1
Rep. Gabe Amo (D-RI),members-table,health_focused,REP. GABE AMO JR,2000.0,2
Rep. Gabe Amo (D-RI),members-table,health_focused,REP. GABRIEL F. AMO,2000.0,1
Rep. Gabe Amo (D-RI),members-table,health_focused,REP GABE AMO,1500.0,1
Rep. Gabe Amo (D-RI),members-table,mixed_diversified,GABE AMO,4000.0,2
Rep. Gabe Amo (D-RI),members-table,mixed_diversified,"REP. GABE AMO, JR",3500.0,2
Rep. Gabe Amo (D-RI),members-table,mixed_diversified,"REP. GABRIEL FELIX KOFI AMO, JR",2500.0,3
Rep. Gabe Amo (D-RI),members-table,mixed_diversified,REP GABE AMO JR,2000.0,2
Rep. Gabe Amo (D-RI),members-table,mixed_diversified,REP. GABE AMO JR,1000.0,1
Rep. Gabe Amo (D-RI),members-table,mixed_diversified,REP. GABRIEL F. AMO,1000.0,1
Rep. Gabe Amo (D-RI),members-table,mixed_diversified,REP. GABE AMO,1000.0,2
